MUNI_ID¬MUNI_NOMBRE¬DEPA_NOMBRE¬PUNTAJE_PROMEDIO¬ERRORESTANDARPROMEDIO¬DESVIACION¬PORCENTAJE_INSUFICIENTE¬PORCENTAJE_MINIMO¬PORCENTAJE_SATISFACTORIO¬PORCENTAJE_AVANZADO¬N
76823¬Toro¬Valle Del Cauca¬269¬1,02¬50¬39¬55¬5¬1¬165
15822¬Tota¬Boyacá¬295¬0,663¬54¬23¬60¬17¬1¬79
19824¬Totoró¬Cauca¬271¬0,663¬41¬36¬60¬4¬0¬280
76828¬Trujillo¬Valle Del Cauca¬281¬0,816¬47¬36¬53¬8¬3¬213
08832¬Tubará¬Atlántico¬276¬0,867¬49¬31¬62¬6¬1¬149
76834¬Tuluá¬Valle Del Cauca¬307¬0,255¬59¬21¬53¬21¬5¬2717
52835¬Tumaco¬Nariño¬262¬0,357¬44¬45¬49¬6¬1¬2427
15001¬Tunja¬Boyacá¬347¬0,204¬61¬9¬43¬34¬15¬2627
15832¬Tununguá¬Boyacá¬300¬4,031¬63¬19¬62¬14¬5¬21
13836¬Turbaco¬Bolívar¬299¬0,357¬55¬25¬52¬18¬5¬1071
13838¬Turbaná¬Bolívar¬274¬0,357¬47¬33¬59¬7¬0¬232
05837¬Turbo¬Antioquia¬268¬0,357¬49¬42¬49¬8¬1¬1988
15835¬Turmequé¬Boyacá¬326¬0,765¬58¬8¬58¬25¬8¬155
15837¬Tuta¬Boyacá¬317¬0,561¬61¬18¬49¬29¬5¬175
15839¬Tutazá¬Boyacá¬326¬1,02¬53¬5¬66¬21¬7¬56
85400¬Támara¬Casanare¬310¬0,663¬57¬15¬60¬21¬4¬72
05789¬Támesis¬Antioquia¬301¬1,122¬60¬22¬55¬20¬4¬226
15820¬Tópaga¬Boyacá¬331¬1,429¬52¬4¬55¬35¬7¬55
52838¬Túquerres¬Nariño¬323¬0,459¬52¬10¬55¬30¬6¬508
25839¬Ubalá¬Cundinamarca¬299¬0,765¬56¬24¬57¬18¬1¬153
25841¬Ubaque¬Cundinamarca¬312¬1,173¬56¬18¬53¬27¬1¬73
76845¬Ulloa¬Valle Del Cauca¬304¬1,888¬55¬16¬66¬15¬3¬61
15842¬Umbita¬Boyacá¬306¬0,306¬53¬17¬60¬22¬2¬126
25845¬Une¬Cundinamarca¬330¬1,99¬71¬12¬52¬29¬7¬98
27800¬Unguía¬Chocó¬272¬0,714¬44¬33¬61¬6¬0¬97
27810¬Unión Panamerican¬Chocó¬257¬0¬47¬52¬44¬3¬1¬95
05842¬Uramita¬Antioquia¬287¬0,816¬60¬31¬53¬12¬4¬74
50370¬Uribe¬Meta¬291¬1,48¬51¬25¬57¬18¬1¬102
44847¬Uribia¬La Guajira¬251¬0,459¬41¬54¬45¬2¬1¬881
05847¬Urrao¬Antioquia¬294¬0,918¬54¬24¬57¬17¬2¬365
44855¬Urumita¬La Guajira¬293¬0,816¬56¬21¬62¬14¬3¬146
08849¬Usiacurí¬Atlántico¬282¬2,602¬45¬29¬63¬8¬0¬121
05854¬Valdivia¬Antioquia¬275¬1,531¬54¬36¬54¬9¬1¬108
23855¬Valencia¬Córdoba¬274¬0,612¬50¬35¬56¬9¬1¬579
68855¬Valle de San José¬Santander¬340¬1,786¬58¬12¬38¬43¬7¬82
73854¬Valle de San Juan¬Tolima¬293¬1,378¬53¬22¬63¬13¬2¬54
86865¬Valle del Guamuez¬Putumayo¬295¬0,714¬61¬25¬56¬16¬4¬531
20001¬Valledupar¬Cesar¬302¬0,153¬54¬25¬52¬17¬6¬6769
05856¬Valparaíso¬Antioquia¬302¬2,092¬63¬21¬51¬24¬4¬72
18860¬Valparaíso¬Caquetá¬316¬1,429¬49¬11¬59¬23¬7¬88
05858¬Vegachí¬Antioquia¬285¬1,582¬59¬31¬58¬8¬3¬157
73861¬Venadillo¬Tolima¬298¬1,071¬55¬22¬60¬16¬2¬161
05861¬Venecia¬Antioquia¬281¬1,531¬49¬29¬58¬13¬0¬119
25506¬Venecia¬Cundinamarca¬288¬1,786¬48¬24¬65¬12¬0¬51
15861¬Ventaquemada¬Boyacá¬321¬0,561¬57¬13¬53¬30¬4¬247
25862¬Vergara¬Cundinamarca¬304¬1,531¬53¬21¬56¬19¬4¬72
76863¬Versalles¬Valle Del Cauca¬291¬2,041¬60¬30¬55¬11¬4¬83
68867¬Vetas¬Santander¬271¬2,092¬55¬42¬46¬12¬0¬26
25867¬Vianí¬Cundinamarca¬304¬0¬53¬17¬63¬20¬0¬41
17867¬Victoria¬Caldas¬303¬1,684¬53¬19¬57¬21¬3¬115
05873¬Vigía del Fuerte¬Antioquia¬280¬1,837¬42¬27¬63¬10¬0¬115
76869¬Vijes¬Valle Del Cauca¬291¬0,459¬57¬27¬58¬11¬4¬144
54871¬Villa Caro¬Norte De Santander¬296¬1,378¬50¬24¬60¬14¬2¬58
19845¬Villa Rica¬Cauca¬254¬0,561¬40¬50¬49¬1¬0¬260
15407¬Villa de Leyva¬Boyacá¬330¬0,51¬62¬12¬49¬30¬10¬233
25843¬Villa de San Dieg¬Cundinamarca¬328¬0,408¬62¬11¬50¬31¬9¬593
73043¬Anzoátegui¬Tolima¬296¬1,276¬55¬21¬58¬18¬3¬112
05045¬Apartadó¬Antioquia¬282¬0,306¬52¬33¬53¬12¬2¬1770
25599¬Apulo¬Cundinamarca¬297¬1,684¬55¬22¬60¬19¬0¬65
66045¬Apía¬Risaralda¬285¬1,071¬54¬27¬59¬12¬2¬162
15047¬Aquitania¬Boyacá¬303¬0,816¬61¬21¬57¬18¬4¬222
47053¬Aracataca¬Magdalena¬261¬0,561¬44¬45¬51¬4¬1¬517
17050¬Aranzazu¬Caldas¬320¬2,194¬61¬11¬55¬30¬4¬140
68051¬Aratoca¬Santander¬301¬0¬64¬20¬58¬20¬3¬123
81001¬Arauca¬Arauca¬310¬0,408¬60¬20¬54¬20¬7¬1042
81065¬Arauquita¬Arauca¬312¬0,51¬57¬16¬54¬26¬4¬427
25053¬Arbeláez¬Cundinamarca¬319¬1,735¬63¬17¬51¬27¬5¬112
52051¬Arboleda¬Nariño¬281¬0,714¬49¬25¬66¬7¬2¬114
54051¬Arboledas¬Norte De Santander¬283¬1,735¬57¬31¬58¬8¬3¬109
05051¬Arboletes¬Antioquia¬273¬0,969¬49¬37¬54¬8¬1¬493
15051¬Arcabuco¬Boyacá¬335¬0¬64¬7¬52¬31¬10¬107
13042¬Arenal¬Bolívar¬260¬0,765¬44¬47¬49¬4¬0¬114
05055¬Argelia¬Antioquia¬279¬0,969¬57¬38¬51¬9¬3¬71
19050¬Argelia¬Cauca¬287¬1,327¬49¬27¬60¬13¬2¬200
76054¬Argelia¬Valle Del Cauca¬291¬1,378¬60¬21¬64¬12¬3¬75
47058¬Ariguaní¬Magdalena¬264¬1,02¬47¬44¬52¬4¬1¬367
13052¬Arjona¬Bolívar¬279¬0,306¬51¬36¬52¬10¬2¬1055
63001¬Armenia¬Quindio¬314¬0,255¬60¬19¬51¬22¬8¬3469
05059¬Armenia¬Antioquia¬316¬1,224¬49¬16¬58¬20¬7¬45
73055¬Armero¬Tolima¬288¬1,02¬48¬24¬62¬12¬1¬141
13062¬Arroyohondo¬Bolívar¬255¬1,633¬42¬42¬54¬3¬0¬92
20032¬Astrea¬Cesar¬282¬0,969¬50¬31¬57¬11¬1¬271
73067¬Ataco¬Tolima¬282¬0,969¬53¬28¬61¬10¬1¬241
27050¬Atrato¬Chocó¬273¬1,02¬51¬37¬54¬7¬2¬90
23068¬Ayapel¬Córdoba¬264¬0,612¬47¬41¬52¬6¬1¬531
27073¬Bagadó¬Chocó¬247¬0,561¬40¬57¬41¬2¬0¬126
27075¬Bahía Solano¬Chocó¬255¬1,173¬45¬51¬47¬3¬0¬152
27077¬Bajo Baudó¬Chocó¬263¬0,663¬48¬48¬42¬11¬0¬228
19075¬Balboa¬Cauca¬287¬0,918¬47¬24¬66¬10¬0¬224
66075¬Balboa¬Risaralda¬286¬0,969¬58¬32¬51¬14¬3¬74
08078¬Baranoa¬Atlántico¬285¬0,408¬50¬28¬59¬13¬1¬952
41078¬Baraya¬Huila¬279¬1,224¬51¬32¬62¬5¬1¬92
52079¬Barbacoas¬Nariño¬252¬0,918¬43¬50¬48¬2¬0¬416
05079¬Barbosa¬Antioquia¬296¬0,714¬53¬23¬58¬16¬4¬558
68077¬Barbosa¬Santander¬326¬0,612¬59¬9¬54¬30¬7¬334
68079¬Barichara¬Santander¬337¬0,561¬61¬8¬46¬40¬6¬108
50110¬Barranca de Upía¬Meta¬271¬1,582¬49¬35¬54¬11¬0¬92
68081¬Barrancabermeja¬Santander¬306¬0,204¬55¬23¬52¬18¬7¬3054
44078¬Barrancas¬La Guajira¬264¬0,816¬45¬42¬53¬5¬1¬395
13074¬Barranco de Loba¬Bolívar¬261¬0,918¬40¬41¬56¬4¬0¬198
08001¬Barranquilla¬Atlántico¬313¬0,102¬57¬19¬51¬22¬7¬16737
20045¬Becerril¬Cesar¬274¬0,816¬49¬37¬54¬9¬0¬299
17088¬Belalcázar¬Caldas¬296¬1,071¬57¬24¬54¬22¬1¬102
05088¬Bello¬Antioquia¬309¬0,255¬59¬21¬52¬21¬6¬4491
05086¬Belmira¬Antioquia¬292¬0¬46¬24¬61¬16¬0¬84
25086¬Beltrán¬Cundinamarca¬287¬2,092¬34¬14¬83¬3¬0¬29
15087¬Belén¬Boyacá¬334¬0,969¬78¬15¬46¬26¬13¬136
52083¬Belén¬Nariño¬321¬1,531¬55¬11¬60¬22¬7¬72
27086¬Belén de Bajirá¬Chocó¬255¬1,735¬44¬47¬51¬2¬0¬108
66088¬Belén de Umbría¬Risaralda¬289¬0,714¬51¬23¬62¬15¬1¬309
18094¬Belén de los Anda¬Caquetá¬291¬1,071¬51¬24¬62¬12¬3¬131
15090¬Berbeo¬Boyacá¬311¬2,041¬54¬12¬65¬23¬0¬26
05091¬Betania¬Antioquia¬296¬1,735¬52¬21¬62¬15¬2¬92
05093¬Betulia¬Antioquia¬280¬0,969¬49¬28¬63¬9¬1¬222
68092¬Betulia¬Santander¬315¬0,714¬61¬17¬57¬19¬8¬85
15092¬Betéitiva¬Boyacá¬310¬0¬55¬8¬75¬8¬8¬24
25095¬Bituima¬Cundinamarca¬321¬2,551¬66¬16¬44¬36¬4¬25
15097¬Boavita¬Boyacá¬314¬0,714¬51¬12¬62¬20¬6¬99
54099¬Bochalema¬Norte De Santander¬305¬1,071¬48¬13¬67¬20¬1¬96
11001¬Bogotá, D.C.¬Bogotá, D.C.¬326¬0,051¬59¬14¬50¬27¬10¬85388
25099¬Bojacá¬Cundinamarca¬342¬0,969¬55¬7¬47¬38¬9¬130
27099¬Bojaya¬Chocó¬256¬0,918¬43¬50¬47¬4¬0¬105
19100¬Bolívar¬Cauca¬294¬0,714¬49¬21¬62¬17¬0¬396
68101¬Bolívar¬Santander¬308¬1,071¬58¬16¬59¬18¬7¬165
76100¬Bolívar¬Valle Del Cauca¬298¬1,122¬56¬20¬62¬15¬3¬188
20060¬Bosconia¬Cesar¬279¬0,51¬49¬38¬47¬12¬3¬558
15104¬Boyacá¬Boyacá¬300¬0,816¬53¬20¬62¬16¬2¬86
05107¬Briceño¬Antioquia¬278¬1,786¬48¬33¬58¬8¬2¬67
15106¬Briceño¬Boyacá¬331¬2,5¬68¬15¬39¬31¬15¬26
68001¬Bucaramanga¬Santander¬335¬0,153¬63¬12¬46¬30¬12¬6820
54109¬Bucarasica¬Norte De Santander¬288¬1,224¬54¬27¬52¬19¬2¬62
76109¬Buenaventura¬Valle Del Cauca¬269¬0,204¬46¬41¬51¬8¬1¬3961
15109¬Buenavista¬Boyacá¬322¬1,327¬70¬17¬48¬26¬9¬93
23079¬Buenavista¬Córdoba¬296¬1,173¬56¬28¬50¬18¬4¬310
63111¬Buenavista¬Quindio¬279¬3,367¬57¬32¬51¬17¬0¬47
70110¬Buenavista¬Sucre¬300¬0,612¬56¬24¬54¬19¬3¬131
19110¬Buenos Aires¬Cauca¬272¬0,816¬48¬36¬57¬6¬1¬260
52110¬Buesaco¬Nariño¬311¬1,122¬56¬12¬64¬21¬4¬214
76111¬Buga¬Valle Del Cauca¬303¬0,459¬58¬20¬57¬20¬3¬1057
76113¬Bugalagrande¬Valle Del Cauca¬287¬0,816¬49¬26¬63¬10¬2¬298
05113¬Buriticá¬Antioquia¬292¬1,02¬41¬21¬71¬8¬0¬72
15114¬Busbanzá¬Boyacá¬351¬7,959¬76¬0¬56¬33¬11¬9
25120¬Cabrera¬Cundinamarca¬287¬0¬53¬29¬59¬11¬2¬66
68121¬Cabrera¬Santander¬349¬4,541¬64¬5¬42¬42¬11¬19
50124¬Cabuyaro¬Meta¬290¬2,959¬48¬20¬69¬9¬2¬65
25123¬Cachipay¬Cundinamarca¬319¬0¬62¬13¬59¬23¬5¬94
54128¬Cachirá¬Norte De Santander¬308¬0,765¬54¬15¬59¬24¬3¬152
05125¬Caicedo¬Antioquia¬299¬2,245¬61¬27¬52¬16¬5¬67
76122¬Caicedonia¬Valle Del Cauca¬289¬1,122¬52¬24¬62¬13¬1¬248
70124¬Caimito¬Sucre¬281¬0,867¬49¬32¬54¬10¬3¬204
73124¬Cajamarca¬Tolima¬294¬0,714¬52¬21¬62¬17¬0¬245
19130¬Cajibío¬Cauca¬292¬0,51¬47¬23¬61¬15¬2¬445
25126¬Cajicá¬Cundinamarca¬338¬0,408¬63¬9¬48¬33¬11¬762
13140¬Calamar¬Bolívar¬261¬1,02¬44¬46¬49¬5¬0¬290
95015¬Calamar¬Guaviare¬280¬1,122¬51¬31¬62¬6¬1¬81
63130¬Calarca¬Quindio¬308¬0,357¬55¬20¬54¬20¬5¬870
05129¬Caldas¬Antioquia¬308¬0,459¬56¬20¬54¬21¬5¬807
15131¬Caldas¬Boyacá¬299¬0¬59¬21¬60¬17¬2¬47
19137¬Caldono¬Cauca¬268¬0,561¬49¬40¬52¬7¬0¬550
76001¬Cali¬Valle Del Cauca¬302¬0,102¬56¬25¬52¬17¬6¬18414
68132¬California¬Santander¬387¬2,602¬58¬0¬27¬46¬27¬22
76126¬Calima¬Valle Del Cauca¬294¬1,071¬53¬21¬63¬14¬3¬201
19142¬Caloto¬Cauca¬271¬0,663¬46¬36¬58¬5¬1¬442
05134¬Campamento¬Antioquia¬317¬0¬49¬10¬62¬26¬2¬42
08137¬Campo de la Cruz¬Atlántico¬271¬0,663¬46¬33¬61¬5¬0¬242
41132¬Campoalegre¬Huila¬294¬0,714¬53¬22¬61¬15¬2¬331
15135¬Campohermoso¬Boyacá¬329¬1,224¬59¬5¬64¬21¬10¬42
23090¬Canalete¬Córdoba¬271¬0,51¬44¬35¬58¬7¬0¬293
08141¬Candelaria¬Atlántico¬246¬0,663¬43¬57¬42¬1¬0¬217
76130¬Candelaria¬Valle Del Cauca¬268¬0,561¬49¬39¬54¬7¬0¬978
13160¬Cantagallo¬Bolívar¬303¬0,408¬57¬22¬57¬18¬3¬95
25148¬Caparrapí¬Cundinamarca¬299¬1,173¬52¬16¬64¬20¬0¬135
68147¬Capitanejo¬Santander¬344¬0¬73¬9¬38¬42¬12¬77
25151¬Caqueza¬Cundinamarca¬340¬1,276¬66¬9¬44¬33¬14¬246
05142¬Caracolí¬Antioquia¬292¬1,327¬52¬21¬62¬15¬3¬39
05145¬Caramanta¬Antioquia¬284¬1,48¬48¬26¬64¬10¬0¬39
68152¬Carcasí¬Santander¬302¬1,122¬61¬22¬53¬22¬4¬55
05147¬Carepa¬Antioquia¬294¬0,714¬54¬24¬57¬16¬3¬603
73148¬Carmen de Apicalá¬Tolima¬284¬1,633¬51¬28¬59¬13¬0¬128
25154¬Carmen de Carupa¬Cundinamarca¬304¬0,459¬53¬14¬65¬19¬2¬104
27150¬Carmen del Darien¬Chocó¬241¬1,531¬40¬68¬29¬2¬0¬82
05150¬Carolina¬Antioquia¬298¬3,622¬55¬15¬64¬18¬3¬39
13001¬Cartagena¬Bolívar¬287¬0,102¬52¬32¬51¬13¬4¬14626
18150¬Cartagena del Cha¬Caquetá¬290¬0,867¬50¬23¬63¬14¬1¬309
76147¬Cartago¬Valle Del Cauca¬312¬0,357¬60¬20¬50¬23¬7¬1298
73152¬Casabianca¬Tolima¬314¬0,459¬55¬10¬60¬27¬3¬67
50150¬Castilla la Nueva¬Meta¬312¬0,459¬61¬15¬53¬27¬5¬192
05154¬Caucasia¬Antioquia¬302¬0,408¬62¬24¬53¬17¬6¬1254
05138¬Cañasgordas¬Antioquia¬283¬1,276¬56¬36¬51¬11¬2¬172
68160¬Cepitá¬Santander¬359¬3,112¬62¬0¬41¬41¬18¬17
23162¬Cereté¬Córdoba¬293¬0,408¬51¬30¬51¬14¬5¬1209
15162¬Cerinza¬Boyacá¬358¬0¬64¬8¬33¬45¬14¬51
68162¬Cerrito¬Santander¬309¬1,02¬58¬17¬55¬25¬3¬93
47161¬Cerro San Antonio¬Magdalena¬245¬1,173¬39¬60¬40¬0¬0¬90
52240¬Chachagüí¬Nariño¬299¬1,735¬53¬21¬59¬17¬4¬206
25168¬Chaguaní¬Cundinamarca¬315¬0¬73¬23¬50¬17¬10¬30
70230¬Chalán¬Sucre¬266¬1,684¬45¬42¬53¬3¬2¬62
85015¬Chameza¬Casanare¬322¬2,092¬55¬8¬58¬31¬4¬26
73168¬Chaparral¬Tolima¬293¬0,612¬49¬23¬62¬14¬2¬580
68167¬Charalá¬Santander¬362¬1,071¬80¬9¬38¬28¬25¬181
68169¬Charta¬Santander¬325¬0¬41¬8¬68¬24¬0¬25
47170¬Chibolo¬Magdalena¬274¬1,122¬47¬36¬55¬8¬1¬248
05172¬Chigorodó¬Antioquia¬274¬0,561¬48¬35¬55¬9¬1¬830
68176¬Chima¬Santander¬349¬0¬54¬0¬54¬39¬8¬26
20175¬Chimichagua¬Cesar¬265¬0,561¬46¬41¬53¬5¬1¬530
23168¬Chimá¬Córdoba¬274¬0,561¬51¬37¬53¬9¬1¬235
15172¬Chinavita¬Boyacá¬315¬1,735¬66¬17¬51¬24¬7¬41
17174¬Chinchiná¬Caldas¬294¬0,612¬57¬26¬56¬16¬3¬601
54172¬Chinácota¬Norte De Santander¬324¬0,51¬63¬11¬52¬30¬7¬242
23182¬Chinú¬Córdoba¬318¬0,204¬52¬13¬55¬26¬6¬641
25178¬Chipaque¬Cundinamarca¬339¬0,867¬62¬11¬46¬31¬13¬128
68179¬Chipatá¬Santander¬319¬1,071¬64¬15¬56¬18¬11¬55
15176¬Chiquinquirá¬Boyacá¬322¬0,357¬63¬13¬54¬25¬7¬1036
20178¬Chiriguaná¬Cesar¬266¬0,714¬45¬42¬52¬6¬0¬381
15180¬Chiscas¬Boyacá¬321¬0,357¬61¬14¬56¬24¬7¬59
15183¬Chita¬Boyacá¬286¬0,918¬48¬28¬62¬8¬2¬124
54174¬Chitagá¬Norte De Santander¬306¬1,429¬59¬19¬57¬21¬4¬122
15185¬Chitaraque¬Boyacá¬309¬1,327¬62¬17¬54¬26¬3¬76
15187¬Chivatá¬Boyacá¬328¬0¬57¬8¬54¬36¬3¬39
15236¬Chivor¬Boyacá¬277¬1,327¬54¬35¬55¬10¬0¬40
25181¬Choachí¬Cundinamarca¬328¬0,867¬57¬7¬58¬26¬8¬180
25183¬Chocontá¬Cundinamarca¬336¬0,561¬68¬9¬48¬34¬9¬251
25175¬Chía¬Cundinamarca¬350¬0,306¬62¬7¬43¬35¬15¬1849
15232¬Chíquiza¬Boyacá¬305¬1,224¬49¬11¬73¬13¬3¬62
13188¬Cicuco¬Bolívar¬298¬1,327¬51¬19¬60¬19¬1¬156
68190¬Cimitarra¬Santander¬289¬0,765¬52¬27¬56¬14¬2¬447
63190¬Circasia¬Quindio¬307¬0,867¬60¬20¬53¬23¬4¬285
05190¬Cisneros¬Antioquia¬273¬1,173¬49¬31¬65¬4¬0¬114
05101¬Ciudad Bolívar¬Antioquia¬324¬0,867¬60¬14¬52¬26¬8¬287
47189¬Ciénaga¬Magdalena¬275¬0,306¬49¬36¬54¬8¬2¬1663
23189¬Ciénaga de Oro¬Córdoba¬285¬0,408¬52¬27¬61¬11¬2¬868
15189¬Ciénega¬Boyacá¬310¬0,663¬61¬12¬64¬21¬4¬77
13222¬Clemencia¬Bolívar¬249¬0,765¬42¬51¬48¬2¬0¬196
05197¬Cocorná¬Antioquia¬294¬1,224¬54¬23¬58¬18¬2¬177
73200¬Coello¬Tolima¬276¬0,867¬46¬32¬61¬7¬1¬130
25200¬Cogua¬Cundinamarca¬327¬1,02¬56¬10¬55¬28¬7¬306
41206¬Colombia¬Huila¬318¬0¬62¬12¬55¬27¬7¬60
70204¬Coloso¬Sucre¬289¬0,867¬52¬27¬63¬9¬1¬117
52203¬Colón¬Nariño¬307¬2,041¬52¬15¬62¬18¬4¬98
86219¬Colón¬Putumayo¬305¬2,092¬54¬13¬65¬19¬3¬63
05206¬Concepción¬Antioquia¬340¬4,694¬66¬8¬50¬31¬12¬26
68207¬Concepción¬Santander¬345¬1,173¬67¬4¬48¬34¬14¬50
05209¬Concordia¬Antioquia¬275¬0,714¬51¬35¬55¬8¬1¬297
47205¬Concordia¬Magdalena¬257¬1,173¬42¬48¬46¬6¬0¬108
27205¬Condoto¬Chocó¬268¬0,408¬52¬40¬51¬8¬1¬268
68209¬Confines¬Santander¬307¬3,469¬59¬9¬70¬17¬4¬23
52207¬Consaca¬Nariño¬311¬0,714¬56¬14¬63¬21¬2¬160
52210¬Contadero¬Nariño¬318¬1,02¬51¬12¬60¬28¬0¬58
68211¬Contratación¬Santander¬353¬1,02¬60¬5¬42¬44¬9¬59
54206¬Convención¬Norte De Santander¬285¬0,969¬48¬26¬63¬11¬1¬190
05212¬Copacabana¬Antioquia¬337¬0,612¬63¬11¬45¬34¬11¬866
15212¬Coper¬Boyacá¬311¬1,429¬56¬12¬57¬27¬4¬49
19212¬Corinto¬Cauca¬281¬0,867¬47¬29¬60¬9¬1¬299
68217¬Coromoro¬Santander¬317¬1,276¬50¬11¬60¬28¬2¬65
70215¬Corozal¬Sucre¬320¬0,357¬59¬16¬50¬25¬9¬1005
15215¬Corrales¬Boyacá¬302¬0¬52¬19¬58¬22¬0¬36
25214¬Cota¬Cundinamarca¬388¬0,408¬62¬5¬27¬35¬33¬798
23300¬Cotorra¬Córdoba¬270¬1,531¬50¬35¬58¬5¬2¬175
15218¬Covarachía¬Boyacá¬309¬2,806¬54¬19¬50¬28¬3¬32
70221¬Coveñas¬Sucre¬275¬0,816¬49¬35¬54¬8¬2¬226
73217¬Coyaima¬Tolima¬258¬0,51¬43¬47¬48¬5¬0¬404
81220¬Cravo Norte¬Arauca¬285¬1,173¬54¬27¬60¬13¬0¬45
52224¬Cuaspud¬Nariño¬283¬1,02¬53¬31¬56¬13¬0¬90
50223¬Cubarral¬Meta¬284¬2,449¬51¬24¬65¬10¬1¬72
15223¬Cubará¬Boyacá¬290¬1,684¬60¬23¬64¬12¬1¬69
15224¬Cucaita¬Boyacá¬314¬0,765¬57¬13¬61¬21¬5¬77
25224¬Cucunubá¬Cundinamarca¬330¬0¬54¬5¬63¬27¬5¬78
54223¬Cucutilla¬Norte De Santander¬283¬0,816¬49¬30¬60¬9¬1¬110
50226¬Cumaral¬Meta¬288¬0,816¬53¬27¬58¬15¬1¬369
99773¬Cumaribo¬Vichada¬274¬0,765¬46¬37¬52¬11¬1¬253
52227¬Cumbal¬Nariño¬303¬0,459¬54¬19¬59¬20¬2¬495
52233¬Cumbitara¬Nariño¬320¬2,602¬63¬11¬58¬27¬4¬103
73226¬Cunday¬Tolima¬285¬1,02¬55¬30¬59¬6¬5¬130
18205¬Curillo¬Caquetá¬283¬1,276¬45¬32¬57¬10¬0¬108
68229¬Curití¬Santander¬320¬0,612¬59¬14¬55¬28¬4¬156
20228¬Curumaní¬Cesar¬279¬0,357¬49¬32¬58¬9¬1¬355
15226¬Cuítiva¬Boyacá¬329¬0¬64¬12¬58¬19¬12¬26
05120¬Cáceres¬Antioquia¬283¬0,969¬54¬32¬54¬12¬2¬288
54125¬Cácota¬Norte De Santander¬284¬0¬62¬34¬50¬13¬3¬38
27160¬Cértegui¬Chocó¬260¬0¬48¬49¬47¬4¬0¬83
15204¬Cómbita¬Boyacá¬357¬0,969¬58¬7¬40¬36¬18¬135
13212¬Córdoba¬Bolívar¬275¬0,714¬46¬33¬55¬12¬0¬243
52215¬Córdoba¬Nariño¬309¬1,48¬62¬18¬51¬26¬5¬186
63212¬Córdoba¬Quindio¬300¬1,786¬54¬18¬63¬17¬3¬79
54001¬Cúcuta¬Norte De Santander¬318¬0,153¬57¬17¬52¬23¬8¬8986
05234¬Dabeiba¬Antioquia¬273¬0,51¬49¬34¬59¬7¬1¬292
76233¬Dagua¬Valle Del Cauca¬286¬0,663¬50¬28¬59¬13¬1¬417
44090¬Dibulla¬La Guajira¬263¬0,612¬41¬38¬59¬3¬0¬316
44098¬Distracción¬La Guajira¬274¬1,939¬48¬38¬54¬7¬1¬76
73236¬Dolores¬Tolima¬306¬0¬55¬17¬60¬21¬3¬107
05237¬Don Matías¬Antioquia¬306¬1,122¬55¬17¬60¬21¬3¬224
66170¬Dosquebradas¬Risaralda¬316¬0,306¬60¬16¬54¬24¬6¬2218
15238¬Duitama¬Boyacá¬350¬0,255¬65¬9¬40¬37¬15¬1919
54239¬Durania¬Norte De Santander¬309¬1,122¬54¬16¬53¬31¬0¬49
05240¬Ebéjico¬Antioquia¬311¬1,378¬56¬20¬55¬21¬4¬131
05250¬El Bagre¬Antioquia¬274¬1,122¬51¬37¬52¬10¬1¬652
47245¬El Banco¬Magdalena¬270¬0,357¬47¬39¬54¬7¬1¬915
76246¬El Cairo¬Valle Del Cauca¬270¬1,99¬56¬40¬50¬8¬1¬72
50245¬El Calvario¬Meta¬332¬3,418¬56¬10¬48¬38¬5¬40
27135¬El Cantón del San¬Chocó¬248¬1,224¬42¬61¬39¬0¬0¬71
54245¬El Carmen¬Norte De Santander¬303¬1,173¬62¬22¬57¬19¬2¬101
27245¬El Carmen de Atra¬Chocó¬296¬0,867¬51¬24¬57¬18¬1¬116
13244¬El Carmen de Bolí¬Bolívar¬281¬0,408¬51¬33¬53¬11¬2¬944
68235¬El Carmen de Chuc¬Santander¬319¬1,327¬60¬12¬54¬27¬6¬175
05148¬El Carmen de Vibo¬Antioquia¬329¬0,408¬61¬11¬49¬33¬7¬559
50251¬El Castillo¬Meta¬327¬2,041¬60¬12¬48¬35¬6¬101
76248¬El Cerrito¬Valle Del Cauca¬284¬0,612¬56¬31¬57¬10¬3¬584
52250¬El Charco¬Nariño¬275¬1,633¬47¬42¬46¬5¬7¬207
15244¬El Cocuy¬Boyacá¬315¬0,714¬56¬15¬60¬20¬6¬55
25245¬El Colegio¬Cundinamarca¬319¬0,816¬55¬12¬55¬31¬3¬279
20238¬El Copey¬Cesar¬295¬1,071¬57¬24¬57¬16¬3¬417
18247¬El Doncello¬Caquetá¬300¬0,867¬55¬21¬57¬20¬3¬265
50270¬El Dorado¬Meta¬297¬1,429¬54¬24¬53¬23¬0¬78
76250¬El Dovio¬Valle Del Cauca¬314¬1,327¬61¬13¬57¬22¬8¬91
15248¬El Espino¬Boyacá¬344¬0¬72¬12¬35¬40¬14¬52
68245¬El Guacamayo¬Santander¬366¬0¬90¬9¬36¬30¬24¬33
13248¬El Guamo¬Bolívar¬258¬0,714¬39¬41¬57¬2¬0¬102
27250¬El Litoral del Sa¬Chocó¬241¬0,969¬35¬63¬35¬1¬0¬210
44110¬El Molino¬La Guajira¬272¬2,143¬48¬36¬57¬7¬0¬58
20250¬El Paso¬Cesar¬279¬0,459¬49¬31¬60¬9¬1¬495
18256¬El Paujil¬Caquetá¬319¬1,173¬54¬14¬55¬26¬5¬160
