MUNI_ID¬MUNI_NOMBRE¬DEPA_NOMBRE¬PUNTAJE_PROMEDIO¬ERRORESTANDARPROMEDIO¬DESVIACION¬PORCENTAJE_INSUFICIENTE¬PORCENTAJE_MINIMO¬PORCENTAJE_SATISFACTORIO¬PORCENTAJE_AVANZADO¬N
05604¬Remedios¬Antioquia¬272¬1,122¬49¬37¬55¬7¬1¬314
47605¬Remolino¬Magdalena¬258¬1,48¬48¬43¬51¬7¬0¬106
08606¬Repelón¬Atlántico¬253¬0,612¬39¬53¬45¬3¬0¬359
50606¬Restrepo¬Meta¬318¬0,663¬62¬17¬51¬25¬8¬322
76606¬Restrepo¬Valle Del Cauca¬291¬0,969¬55¬25¬61¬12¬2¬216
05607¬Retiro¬Antioquia¬353¬0,816¬62¬11¬40¬28¬21¬335
25612¬Ricaurte¬Cundinamarca¬291¬1,173¬52¬25¬57¬18¬0¬104
52612¬Ricaurte¬Nariño¬271¬1,071¬47¬42¬48¬9¬1¬189
73616¬Rioblanco¬Tolima¬287¬1,224¬53¬30¬54¬14¬3¬242
76616¬Riofrío¬Valle Del Cauca¬282¬1,378¬53¬33¬53¬14¬1¬175
44001¬Riohacha¬La Guajira¬282¬0,255¬50¬33¬52¬13¬2¬2513
05615¬Rionegro¬Antioquia¬327¬0,408¬63¬14¬48¬28¬10¬1615
68615¬Rionegro¬Santander¬314¬0,816¬61¬15¬56¬25¬4¬336
17614¬Riosucio¬Caldas¬294¬0,51¬52¬24¬60¬15¬2¬655
27615¬Riosucio¬Chocó¬264¬0,867¬40¬42¬49¬9¬0¬180
17616¬Risaralda¬Caldas¬283¬1,735¬54¬30¬59¬9¬1¬140
41615¬Rivera¬Huila¬325¬0,714¬60¬13¬52¬25¬10¬360
52621¬Roberto Payán¬Nariño¬241¬0,816¬37¬61¬38¬1¬0¬125
76622¬Roldanillo¬Valle Del Cauca¬302¬0,765¬59¬23¬55¬18¬4¬425
73622¬Roncesvalles¬Tolima¬278¬1,276¬51¬38¬51¬10¬1¬74
15621¬Rondón¬Boyacá¬321¬1,735¬58¬12¬62¬21¬6¬34
19622¬Rosas¬Cauca¬312¬1,633¬49¬14¬57¬27¬2¬133
73624¬Rovira¬Tolima¬297¬0,765¬58¬23¬58¬16¬3¬322
15600¬Ráquira¬Boyacá¬302¬1,173¬55¬19¬60¬17¬4¬78
27580¬Río Iró¬Chocó¬274¬1,276¬47¬35¬57¬8¬0¬63
27600¬Río Quito¬Chocó¬274¬1,071¬50¬37¬52¬11¬0¬65
13600¬Río Viejo¬Bolívar¬260¬1,939¬50¬39¬55¬5¬2¬66
20614¬Río de Oro¬Cesar¬296¬0,765¬52¬18¬64¬17¬1¬221
54874¬Villa del Rosario¬Norte De Santander¬303¬0,306¬59¬21¬55¬19¬5¬1209
86885¬Villagarzón¬Putumayo¬301¬0,918¬55¬21¬58¬19¬2¬403
25871¬Villagómez¬Cundinamarca¬297¬0¬55¬16¬56¬28¬0¬43
73870¬Villahermosa¬Tolima¬308¬1,888¬51¬10¬68¬20¬2¬90
17873¬Villamaría¬Caldas¬308¬0,408¬52¬16¬60¬22¬3¬599
13873¬Villanueva¬Bolívar¬268¬0,816¬47¬38¬55¬6¬0¬282
44874¬Villanueva¬La Guajira¬296¬0,561¬53¬24¬56¬18¬3¬378
68872¬Villanueva¬Santander¬328¬0,816¬61¬8¬57¬25¬9¬75
85440¬Villanueva¬Casanare¬311¬0,561¬58¬16¬58¬21¬5¬420
25873¬Villapinzón¬Cundinamarca¬338¬0,867¬64¬14¬43¬30¬13¬129
73873¬Villarrica¬Tolima¬297¬2,398¬49¬20¬60¬19¬2¬65
50001¬Villavicencio¬Meta¬321¬0,204¬59¬15¬52¬24¬8¬6549
41872¬Villavieja¬Huila¬277¬1,684¬43¬35¬57¬8¬0¬65
25875¬Villeta¬Cundinamarca¬316¬0,612¬57¬15¬56¬24¬6¬373
25878¬Viotá¬Cundinamarca¬303¬0,969¬52¬15¬64¬18¬3¬183
15879¬Viracachá¬Boyacá¬312¬3,01¬65¬20¬51¬23¬6¬35
50711¬Vista Hermosa¬Meta¬300¬0,969¬50¬15¬67¬15¬2¬209
17877¬Viterbo¬Caldas¬296¬1,122¬56¬19¬63¬16¬2¬173
68861¬Vélez¬Santander¬324¬1,02¬58¬11¬55¬28¬6¬276
25885¬Yacopí¬Cundinamarca¬289¬0,612¬49¬23¬64¬11¬2¬103
52885¬Yacuanquer¬Nariño¬300¬0,459¬53¬17¬60¬23¬0¬178
41885¬Yaguará¬Huila¬305¬0,816¬56¬19¬61¬17¬4¬97
05885¬Yalí¬Antioquia¬280¬2,5¬58¬35¬49¬15¬0¬65
05887¬Yarumal¬Antioquia¬305¬0,663¬56¬20¬56¬20¬5¬562
97889¬Yavaraté¬Vaupés¬255¬6,48¬41¬42¬58¬0¬0¬12
05890¬Yolombó¬Antioquia¬280¬1,531¬59¬38¬49¬9¬4¬232
05893¬Yondó¬Antioquia¬289¬1,633¬54¬24¬62¬11¬3¬146
85001¬Yopal¬Casanare¬329¬0,255¬60¬12¬50¬28¬10¬2342
76890¬Yotoco¬Valle Del Cauca¬292¬1,531¬58¬24¬62¬9¬5¬156
76892¬Yumbo¬Valle Del Cauca¬290¬0,663¬53¬28¬55¬15¬2¬1148
13894¬Zambrano¬Bolívar¬248¬1,786¬43¬58¬40¬2¬0¬139
68895¬Zapatoca¬Santander¬316¬0¬58¬12¬61¬23¬4¬120
47960¬Zapayán¬Magdalena¬270¬0,867¬49¬38¬55¬6¬1¬89
05895¬Zaragoza¬Antioquia¬272¬0,969¬48¬37¬54¬8¬1¬258
76895¬Zarzal¬Valle Del Cauca¬279¬0,408¬52¬33¬55¬11¬2¬537
15897¬Zetaquira¬Boyacá¬324¬1,378¬67¬14¬51¬25¬10¬87
25898¬Zipacón¬Cundinamarca¬289¬3,112¬51¬29¬54¬17¬0¬48
25899¬Zipaquirá¬Cundinamarca¬336¬0,306¬62¬11¬48¬29¬12¬1664
47980¬Zona Bananera¬Magdalena¬262¬0,408¬42¬46¬49¬5¬0¬920
25851¬útica¬Cundinamarca¬314¬1,224¬59¬19¬48¬29¬4¬48
85136¬La Salina¬Casanare¬314¬0¬31¬6¬78¬17¬0¬18
85315¬Sácama¬Casanare¬347¬0¬55¬5¬47¬42¬5¬19
85325¬San Luis De Palen¬Casanare¬316¬1,429¬58¬12¬57¬29¬2¬97
85430¬Trinidad¬Casanare¬306¬1,122¬62¬19¬53¬23¬5¬164
91407¬La Pedrera¬Amazonas¬237¬0¬39¬65¬35¬0¬0¬34
94343¬Barranco Minas¬Guainía¬262¬1,02¬53¬51¬45¬3¬1¬74
94663¬Mapiripana¬Guainía¬243¬0¬34¬57¬43¬0¬0¬21
94884¬Puerto Colombia¬Guainía¬302¬0¬68¬23¬62¬8¬8¬13
99524¬La Primavera¬Vichada¬291¬1,173¬53¬25¬57¬16¬1¬138
99624¬Santa Rosalía¬Vichada¬278¬2,551¬59¬36¬48¬14¬2¬42
23682¬San José de Uré¬Córdoba¬291¬0,867¬44¬24¬59¬16¬1¬153
05792¬Tarso¬Antioquia¬279¬2,296¬60¬35¬50¬14¬1¬74
13490¬Norosi¬Bolívar¬258¬2,5¬40¬37¬61¬2¬0¬43
52473¬Mosquera¬Nariño¬244¬1,378¬40¬57¬43¬0¬0¬91
91263¬El Encanto¬Amazonas¬288¬3,418¬38¬17¬72¬11¬0¬18
91460¬Miriti-Parana¬Amazonas¬255¬4,082¬41¬50¬50¬0¬0¬18
91530¬Puerto Alegria¬Amazonas¬268¬6,48¬29¬25¬75¬0¬0¬4
94883¬San Felipe¬Guainía¬260¬5¬42¬46¬46¬8¬0¬13
97161¬Caruru¬Vaupés¬265¬2,398¬52¬35¬61¬4¬0¬46
23815¬Tuchín¬Córdoba¬258¬0,765¬41¬43¬53¬3¬0¬605
52385¬La Llanada¬Nariño¬288¬1,837¬54¬24¬62¬13¬2¬63
68655¬Sabana de Torres¬Santander¬295¬0,867¬57¬23¬56¬18¬3¬370
08634¬Sabanagrande¬Atlántico¬290¬0,459¬57¬28¬54¬16¬2¬498
05628¬Sabanalarga¬Antioquia¬268¬1,02¬47¬41¬53¬6¬0¬85
08638¬Sabanalarga¬Atlántico¬270¬0,255¬47¬38¬54¬7¬1¬1380
85300¬Sabanalarga¬Casanare¬325¬3,265¬69¬13¬48¬30¬9¬54
47660¬Sabanas de San An¬Magdalena¬269¬0,765¬46¬42¬50¬8¬0¬161
05631¬Sabaneta¬Antioquia¬330¬0,561¬64¬15¬45¬29¬11¬698
15632¬Saboyá¬Boyacá¬317¬0,459¬56¬15¬56¬23¬5¬208
23660¬Sahagún¬Córdoba¬299¬0,255¬54¬22¬58¬17¬3¬1506
41660¬Saladoblanco¬Huila¬309¬1,429¬59¬19¬54¬22¬6¬142
17653¬Salamina¬Caldas¬299¬1,122¬53¬21¬61¬15¬3¬179
47675¬Salamina¬Magdalena¬263¬0¬51¬45¬49¬3¬3¬117
54660¬Salazar¬Norte De Santander¬292¬1,02¬53¬27¬56¬17¬1¬154
73671¬Saldaña¬Tolima¬286¬0,816¬53¬27¬59¬11¬2¬176
63690¬Salento¬Quindio¬349¬1,173¬65¬11¬37¬32¬19¬99
05642¬Salgar¬Antioquia¬277¬0,612¬52¬35¬51¬12¬2¬123
15646¬Samacá¬Boyacá¬315¬0,663¬53¬13¬60¬22¬5¬282
52678¬Samaniego¬Nariño¬330¬1,173¬58¬8¬55¬29¬7¬262
17662¬Samaná¬Caldas¬301¬0,816¬55¬21¬57¬20¬3¬272
70670¬Sampués¬Sucre¬286¬0,357¬44¬27¬61¬11¬1¬602
41668¬San Agustín¬Huila¬304¬0,408¬55¬18¬59¬21¬2¬415
20710¬San Alberto¬Cesar¬307¬0,918¬61¬20¬53¬23¬4¬236
68669¬San Andrés¬Santander¬324¬0,612¬68¬11¬56¬24¬9¬126
88001¬San Andrés¬San Andrés¬272¬0,663¬52¬42¬45¬11¬1¬678
23670¬San Andrés Sotave¬Córdoba¬257¬0,306¬42¬47¬49¬4¬0¬737
05647¬San Andrés de Cue¬Antioquia¬298¬1,684¬56¬20¬63¬15¬2¬54
23672¬San Antero¬Córdoba¬270¬0,765¬50¬39¬52¬9¬0¬423
73675¬San Antonio¬Tolima¬281¬1,173¬51¬30¬59¬10¬1¬198
25645¬San Antonio del T¬Cundinamarca¬317¬0,561¬51¬13¬55¬27¬4¬179
68673¬San Benito¬Santander¬279¬0¬50¬34¬59¬6¬0¬32
70678¬San Benito Abad¬Sucre¬260¬0,663¬45¬47¬49¬4¬0¬361
25649¬San Bernardo¬Cundinamarca¬314¬1,378¬53¬13¬56¬30¬2¬112
52685¬San Bernardo¬Nariño¬341¬1,327¬68¬11¬40¬36¬13¬122
23675¬San Bernardo del¬Córdoba¬290¬0,357¬50¬23¬63¬12¬2¬459
54670¬San Calixto¬Norte De Santander¬289¬0¬55¬30¬54¬14¬2¬63
05649¬San Carlos¬Antioquia¬301¬0,765¬61¬20¬54¬23¬3¬142
23678¬San Carlos¬Córdoba¬282¬0,765¬54¬32¬54¬13¬1¬396
50680¬San Carlos de Gua¬Meta¬285¬1,224¬50¬27¬61¬12¬0¬143
25653¬San Cayetano¬Cundinamarca¬307¬1,48¬52¬14¬61¬24¬1¬71
54673¬San Cayetano¬Norte De Santander¬290¬1,02¬56¬25¬54¬19¬1¬79
13620¬San Cristóbal¬Bolívar¬264¬0¬42¬39¬56¬5¬0¬102
20750¬San Diego¬Cesar¬267¬0,765¬48¬40¬52¬8¬0¬243
15660¬San Eduardo¬Boyacá¬332¬2,296¬70¬7¬57¬27¬10¬30
13647¬San Estanislao¬Bolívar¬253¬0,459¬47¬54¬42¬3¬1¬272
13650¬San Fernando¬Bolívar¬275¬0,765¬54¬33¬60¬5¬2¬126
05652¬San Francisco¬Antioquia¬316¬1,888¬64¬16¬47¬34¬3¬38
25658¬San Francisco¬Cundinamarca¬304¬0¬57¬23¬51¬23¬3¬105
86755¬San Francisco¬Putumayo¬287¬0,867¬49¬23¬64¬12¬1¬77
68679¬San Gil¬Santander¬344¬0,459¬62¬9¬43¬36¬12¬810
13654¬San Jacinto¬Bolívar¬291¬0,867¬61¬26¬57¬13¬3¬335
13655¬San Jacinto del C¬Bolívar¬270¬1,837¬45¬36¬59¬5¬0¬100
05656¬San Jerónimo¬Antioquia¬286¬1,02¬57¬29¬56¬13¬2¬181
68682¬San Joaquín¬Santander¬325¬2,347¬62¬11¬67¬15¬7¬27
17665¬San José¬Caldas¬322¬0¬59¬13¬52¬30¬5¬60
68684¬San José de Miran¬Santander¬379¬1,122¬49¬0¬24¬56¬20¬50
15664¬San José de Pare¬Boyacá¬295¬0,918¬56¬20¬64¬14¬2¬50
05658¬San José de la Mo¬Antioquia¬299¬3,367¬68¬26¬51¬21¬2¬43
18610¬San José del Frag¬Caquetá¬283¬1,071¬50¬30¬57¬12¬1¬207
95001¬San José del Guav¬Guaviare¬292¬0,51¬54¬25¬58¬15¬2¬671
27660¬San José del Palm¬Chocó¬297¬2,755¬54¬20¬62¬16¬2¬45
13657¬San Juan Nepomuce¬Bolívar¬273¬0,408¬47¬36¬55¬8¬0¬489
50683¬San Juan de Arama¬Meta¬277¬1,224¬43¬29¬64¬7¬0¬94
70702¬San Juan de Betul¬Sucre¬277¬0,408¬49¬31¬60¬8¬1¬194
25662¬San Juan de Río S¬Cundinamarca¬302¬1,531¬55¬19¬60¬19¬3¬102
05659¬San Juan de Urabá¬Antioquia¬265¬1,02¬44¬39¬57¬4¬0¬307
44650¬San Juan del Cesa¬La Guajira¬304¬0,51¬52¬19¬58¬21¬3¬654
50686¬San Juanito¬Meta¬286¬0¬56¬25¬59¬16¬0¬32
52687¬San Lorenzo¬Nariño¬306¬0,714¬55¬18¬59¬20¬4¬266
05660¬San Luis¬Antioquia¬307¬1,48¬53¬14¬59¬25¬1¬155
73678¬San Luis¬Tolima¬290¬1,02¬53¬21¬62¬15¬2¬173
15667¬San Luis de Gacen¬Boyacá¬316¬0,816¬57¬13¬59¬25¬3¬75
70742¬San Luis de Sincé¬Sucre¬291¬1,173¬54¬24¬60¬14¬2¬369
70708¬San Marcos¬Sucre¬271¬0,408¬47¬38¬55¬7¬0¬784
20770¬San Martín¬Cesar¬294¬0,816¬57¬25¬58¬15¬2¬306
50689¬San Martín¬Meta¬285¬1,276¬49¬26¬61¬13¬1¬340
13667¬San Martín de Lob¬Bolívar¬259¬0,918¬47¬43¬53¬4¬1¬221
15673¬San Mateo¬Boyacá¬297¬0¬47¬16¬66¬17¬1¬70
68686¬San Miguel¬Santander¬338¬3,112¬69¬12¬47¬26¬16¬43
86757¬San Miguel¬Putumayo¬276¬0,714¬50¬33¬55¬11¬1¬267
15676¬San Miguel de Sem¬Boyacá¬292¬0¬54¬21¬67¬7¬5¬57
70713¬San Onofre¬Sucre¬267¬0,357¬44¬43¬49¬6¬2¬720
13670¬San Pablo¬Bolívar¬284¬0,867¬51¬28¬59¬13¬1¬316
52693¬San Pablo¬Nariño¬326¬1,429¬57¬9¬57¬29¬6¬176
15681¬San Pablo de Borb¬Boyacá¬291¬1,071¬48¬24¬62¬14¬0¬99
70717¬San Pedro¬Sucre¬285¬0,663¬52¬28¬59¬11¬2¬255
76670¬San Pedro¬Valle Del Cauca¬315¬1,173¬55¬15¬56¬24¬5¬182
52694¬San Pedro de Cart¬Nariño¬297¬2,041¬54¬22¬57¬20¬1¬85
05665¬San Pedro de Urab¬Antioquia¬274¬0,816¬47¬34¬59¬6¬1¬526
05664¬San Pedro de los¬Antioquia¬306¬0,561¬60¬20¬54¬23¬3¬402
23686¬San Pelayo¬Córdoba¬274¬0,612¬48¬38¬53¬10¬0¬574
05667¬San Rafael¬Antioquia¬286¬0,51¬52¬30¬53¬14¬3¬365
05670¬San Roque¬Antioquia¬303¬1,122¬60¬24¬50¬22¬3¬209
19693¬San Sebastián¬Cauca¬299¬0,867¬46¬19¬65¬13¬3¬95
47692¬San Sebastián de¬Magdalena¬275¬0,918¬45¬30¬63¬7¬0¬268
05674¬San Vicente¬Antioquia¬306¬0,918¬58¬19¬56¬21¬4¬201
68689¬San Vicente de Ch¬Santander¬310¬0,714¬59¬17¬58¬22¬4¬434
18753¬San Vicente del C¬Caquetá¬288¬0,816¬52¬27¬60¬12¬2¬613
47703¬San Zenón¬Magdalena¬278¬0,867¬44¬29¬62¬9¬0¬130
52683¬Sandoná¬Nariño¬320¬0,816¬56¬12¬59¬24¬5¬231
47707¬Santa Ana¬Magdalena¬266¬0,663¬41¬40¬56¬4¬1¬275
05679¬Santa Bárbara¬Antioquia¬300¬0,969¬62¬26¬52¬18¬5¬243
52696¬Santa Bárbara¬Nariño¬252¬1,02¬44¬52¬45¬4¬0¬101
68705¬Santa Bárbara¬Santander¬321¬0¬53¬4¬61¬32¬4¬28
47720¬Santa Bárbara de¬Magdalena¬264¬1,173¬37¬40¬56¬4¬0¬139
13673¬Santa Catalina¬Bolívar¬274¬1,02¬48¬37¬56¬6¬1¬195
68720¬Santa Helena del¬Santander¬303¬1,122¬50¬20¬54¬27¬0¬41
73686¬Santa Isabel¬Tolima¬298¬1,429¬56¬21¬56¬22¬1¬77
08675¬Santa Lucía¬Atlántico¬259¬1,276¬47¬46¬50¬5¬0¬147
47001¬Santa Marta¬Magdalena¬287¬0,153¬53¬31¬53¬13¬3¬7049
15690¬Santa María¬Boyacá¬321¬0¬68¬13¬63¬15¬10¬48
41676¬Santa María¬Huila¬314¬1,02¬52¬17¬53¬29¬2¬154
13683¬Santa Rosa¬Bolívar¬257¬0,918¬45¬50¬47¬2¬0¬237
19701¬Santa Rosa¬Cauca¬305¬1,224¬41¬10¬72¬18¬0¬61
66682¬Santa Rosa de Cab¬Risaralda¬317¬0,51¬61¬14¬53¬27¬5¬874
05686¬Santa Rosa de Oso¬Antioquia¬288¬0,663¬52¬28¬56¬14¬2¬587
15693¬Santa Rosa de Vit¬Boyacá¬357¬1,02¬68¬6¬37¬40¬18¬156
13688¬Santa Rosa del Su¬Bolívar¬324¬0,714¬56¬11¬57¬25¬7¬340
15696¬Santa Sofía¬Boyacá¬312¬0¬59¬12¬58¬26¬5¬43
52699¬Santacruz¬Nariño¬312¬1,735¬52¬16¬54¬29¬1¬99
05042¬Santafé de Antioq¬Antioquia¬285¬0,918¬54¬31¬56¬11¬3¬398
15686¬Santana¬Boyacá¬301¬0¬56¬19¬62¬16¬3¬100
19698¬Santander de Quil¬Cauca¬292¬0,408¬52¬25¬58¬14¬3¬1286
54680¬Santiago¬Norte De Santander¬280¬2,5¬49¬36¬54¬8¬3¬39
86760¬Santiago¬Putumayo¬307¬1,173¬45¬18¬61¬19¬2¬84
70820¬Santiago de Tolú¬Sucre¬287¬0,51¬53¬32¬53¬13¬3¬462
05690¬Santo Domingo¬Antioquia¬296¬0,816¬56¬23¬59¬15¬3¬154
08685¬Santo Tomás¬Atlántico¬282¬0,612¬52¬31¬57¬11¬1¬289
66687¬Santuario¬Risaralda¬320¬1,582¬56¬13¬52¬31¬4¬130
52720¬Sapuyes¬Nariño¬308¬0¬55¬17¬58¬24¬1¬87
81736¬Saravena¬Arauca¬328¬0,561¬60¬11¬51¬31¬6¬631
54720¬Sardinata¬Norte De Santander¬314¬0,714¬53¬18¬49¬29¬4¬263
25718¬Sasaima¬Cundinamarca¬304¬0,816¬61¬23¬56¬16¬5¬134
15720¬Sativanorte¬Boyacá¬285¬1,633¬53¬31¬50¬19¬0¬32
15723¬Sativasur¬Boyacá¬300¬0¬62¬27¬36¬36¬0¬22
05736¬Segovia¬Antioquia¬265¬1,02¬47¬43¬50¬6¬0¬408
25736¬Sesquilé¬Cundinamarca¬322¬0,867¬56¬8¬61¬25¬6¬150
76736¬Sevilla¬Valle Del Cauca¬308¬0,663¬57¬17¬57¬23¬3¬432
15740¬Siachoque¬Boyacá¬315¬0,714¬58¬15¬53¬27¬5¬136
25740¬Sibaté¬Cundinamarca¬312¬0,663¬58¬15¬57¬24¬4¬453
86749¬Sibundoy¬Putumayo¬326¬0,561¬61¬13¬50¬28¬8¬264
54743¬Silos¬Norte De Santander¬307¬1,122¬54¬19¬53¬26¬1¬73
25743¬Silvania¬Cundinamarca¬303¬0,663¬57¬19¬57¬21¬3¬265
19743¬Silvia¬Cauca¬270¬0,714¬46¬40¬52¬7¬1¬349
68745¬Simacota¬Santander¬302¬1,582¬53¬20¬62¬15¬3¬116
25745¬Simijaca¬Cundinamarca¬316¬0,867¬62¬14¬55¬26¬4¬183
13744¬Simití¬Bolívar¬297¬0,867¬57¬20¬63¬13¬4¬190
70001¬Sincelejo¬Sucre¬304¬0,204¬58¬23¬54¬17¬6¬4344
27745¬Sipí¬Chocó¬236¬1,582¬29¬78¬22¬0¬0¬23
47745¬Sitionuevo¬Magdalena¬250¬0,51¬36¬52¬48¬0¬0¬242
25754¬Soacha¬Cundinamarca¬314¬0,204¬58¬16¬56¬23¬6¬7668
15753¬Soatá¬Boyacá¬307¬0,765¬63¬18¬55¬23¬4¬137
15757¬Socha¬Boyacá¬318¬1,582¬63¬14¬56¬22¬9¬116
68755¬Socorro¬Santander¬328¬0,459¬66¬13¬48¬28¬11¬411
15755¬Socotá¬Boyacá¬317¬0,561¬56¬12¬58¬25¬5¬93
15759¬Sogamoso¬Boyacá¬340¬0,204¬61¬8¬48¬33¬11¬2042
18756¬Solano¬Caquetá¬280¬1,173¬43¬31¬57¬11¬1¬83
08758¬Soledad¬Atlántico¬299¬0,153¬53¬25¬53¬16¬5¬6867
18785¬Solita¬Caquetá¬293¬1,531¬43¬20¬65¬14¬1¬79
15761¬Somondoco¬Boyacá¬289¬1,02¬47¬24¬63¬13¬0¬46
05756¬Sonson¬Antioquia¬287¬0,816¬54¬30¬56¬12¬3¬352
05761¬Sopetrán¬Antioquia¬289¬1,276¬54¬26¬57¬16¬1¬161
13760¬Soplaviento¬Bolívar¬256¬0,816¬47¬47¬47¬5¬1¬123
25758¬Sopó¬Cundinamarca¬337¬0,459¬59¬9¬49¬33¬10¬387
15762¬Sora¬Boyacá¬318¬1,327¬70¬14¬63¬16¬8¬51
15764¬Soracá¬Boyacá¬338¬0,765¬67¬8¬55¬25¬13¬143
15763¬Sotaquirá¬Boyacá¬315¬0,816¬48¬8¬66¬25¬2¬93
19760¬Sotara¬Cauca¬288¬0,867¬46¬25¬59¬15¬1¬142
68770¬Suaita¬Santander¬342¬1,02¬56¬9¬42¬40¬9¬142
08770¬Suan¬Atlántico¬272¬0,867¬50¬36¬55¬8¬1¬154
41770¬Suaza¬Huila¬316¬1,122¬56¬14¬58¬23¬6¬247
25769¬Subachoque¬Cundinamarca¬353¬0,663¬62¬8¬44¬31¬18¬248
19785¬Sucre¬Cauca¬276¬2,041¬52¬39¬49¬11¬0¬79
68773¬Sucre¬Santander¬325¬1,378¬58¬12¬52¬30¬7¬95
70771¬Sucre¬Sucre¬301¬1,071¬44¬17¬62¬19¬2¬260
25772¬Suesca¬Cundinamarca¬306¬0,612¬53¬17¬63¬18¬3¬217
25777¬Supatá¬Cundinamarca¬335¬6,429¬52¬0¬64¬21¬14¬14
17777¬Supía¬Caldas¬296¬0,51¬50¬19¬63¬16¬2¬314
68780¬Suratá¬Santander¬338¬3,98¬65¬13¬39¬42¬7¬31
25779¬Susa¬Cundinamarca¬278¬0,969¬50¬31¬63¬6¬1¬72
15774¬Susacón¬Boyacá¬358¬0¬75¬6¬42¬31¬21¬48
15776¬Sutamarchán¬Boyacá¬330¬1,02¬72¬12¬51¬29¬9¬77
25781¬Sutatausa¬Cundinamarca¬341¬2,041¬67¬11¬41¬36¬13¬56
15778¬Sutatenza¬Boyacá¬314¬1,48¬64¬18¬50¬28¬4¬50
19780¬Suárez¬Cauca¬263¬1,071¬44¬46¬48¬6¬0¬219
73770¬Suárez¬Tolima¬284¬3,571¬53¬26¬63¬11¬0¬38
15638¬Sáchica¬Boyacá¬309¬1,786¬75¬22¬50¬19¬9¬58
25785¬Tabio¬Cundinamarca¬328¬0,918¬61¬9¬54¬31¬6¬282
27787¬Tadó¬Chocó¬247¬0,714¬40¬58¬41¬1¬0¬320
13780¬Talaigua Nuevo¬Bolívar¬252¬1,02¬41¬51¬46¬3¬0¬180
20787¬Tamalameque¬Cesar¬266¬0,561¬43¬40¬56¬4¬0¬236
81794¬Tame¬Arauca¬304¬0,408¬58¬20¬58¬19¬3¬801
52786¬Taminango¬Nariño¬300¬0,918¬58¬21¬55¬20¬4¬258
52788¬Tangua¬Nariño¬285¬0,408¬50¬35¬52¬11¬3¬124
97666¬Taraira¬Vaupés¬292¬5,51¬44¬7¬86¬7¬0¬14
91798¬Tarapacá¬Amazonas¬249¬5,765¬56¬52¬42¬7¬0¬31
05790¬Tarazá¬Antioquia¬279¬0,765¬50¬34¬56¬10¬1¬293
41791¬Tarqui¬Huila¬308¬0,561¬49¬11¬68¬19¬2¬297
15790¬Tasco¬Boyacá¬331¬0,918¬55¬8¬52¬35¬5¬98
85410¬Tauramena¬Casanare¬302¬0,714¬62¬21¬56¬20¬4¬367
25793¬Tausa¬Cundinamarca¬337¬0,51¬67¬12¬45¬34¬10¬139
41799¬Tello¬Huila¬281¬0,918¬47¬28¬63¬9¬1¬160
25797¬Tena¬Cundinamarca¬301¬1,071¬56¬21¬61¬16¬3¬127
47798¬Tenerife¬Magdalena¬277¬0,663¬46¬34¬56¬9¬2¬182
25799¬Tenjo¬Cundinamarca¬338¬0,867¬58¬12¬46¬30¬13¬462
15798¬Tenza¬Boyacá¬336¬0¬74¬13¬38¬40¬9¬45
54800¬Teorama¬Norte De Santander¬288¬0,612¬49¬28¬59¬11¬2¬178
41801¬Teruel¬Huila¬316¬1,582¬62¬16¬51¬28¬5¬81
41797¬Tesalia¬Huila¬297¬0,765¬55¬21¬59¬18¬2¬126
25805¬Tibacuy¬Cundinamarca¬327¬1,888¬54¬7¬52¬39¬3¬62
15804¬Tibaná¬Boyacá¬325¬0,357¬67¬12¬55¬24¬9¬127
15806¬Tibasosa¬Boyacá¬327¬0,663¬59¬12¬48¬35¬5¬156
25807¬Tibirita¬Cundinamarca¬313¬2,347¬72¬23¬47¬23¬7¬30
54810¬Tibú¬Norte De Santander¬268¬0,561¬49¬40¬53¬7¬1¬546
23807¬Tierralta¬Córdoba¬276¬0,306¬48¬35¬56¬8¬1¬1217
41807¬Timaná¬Huila¬316¬0,918¬56¬16¬55¬24¬6¬258
19809¬Timbiquí¬Cauca¬244¬1,02¬38¬58¬42¬0¬0¬244
19807¬Timbío¬Cauca¬310¬0,867¬56¬18¬56¬22¬4¬389
15808¬Tinjacá¬Boyacá¬331¬1,276¬53¬5¬56¬34¬5¬41
15810¬Tipacoque¬Boyacá¬336¬2,041¬69¬10¬47¬31¬12¬49
13810¬Tiquisio¬Bolívar¬260¬1,122¬42¬44¬53¬3¬0¬216
05809¬Titiribí¬Antioquia¬278¬1,735¬51¬35¬56¬7¬1¬96
15814¬Toca¬Boyacá¬322¬0,357¬56¬10¬57¬29¬5¬175
25815¬Tocaima¬Cundinamarca¬284¬1,071¬56¬30¬55¬14¬1¬142
25817¬Tocancipá¬Cundinamarca¬318¬0,51¬59¬15¬52¬27¬6¬570
15816¬Togüí¬Boyacá¬294¬1,122¬54¬20¬67¬12¬1¬82
05819¬Toledo¬Antioquia¬286¬1,99¬50¬25¬65¬10¬0¬48
54820¬Toledo¬Norte De Santander¬303¬0,816¬51¬17¬61¬20¬2¬237
70823¬Tolú Viejo¬Sucre¬284¬0,612¬51¬29¬58¬12¬1¬306
68820¬Tona¬Santander¬309¬1,071¬52¬19¬54¬25¬3¬80
25823¬Topaipí¬Cundinamarca¬294¬1,786¬53¬27¬52¬18¬3¬62
19821¬Toribio¬Cauca¬262¬0,612¬42¬45¬51¬4¬0¬414
