MUNI_ID¬MUNI_NOMBRE¬DEPA_NOMBRE¬PUNTAJE_PROMEDIO¬ERRORESTANDARPROMEDIO¬DESVIACION¬PORCENTAJE_INSUFICIENTE¬PORCENTAJE_MINIMO¬PORCENTAJE_SATISFACTORIO¬PORCENTAJE_AVANZADO¬N
54599¬Ragonvalia¬Norte De Santander¬304¬0,357¬48¬15¬48¬25¬13¬69
15599¬Ramiriquí¬Boyacá¬305¬0,867¬51¬18¬35¬37¬9¬170
85279¬Recetor¬Casanare¬273¬2,857¬49¬26¬47¬26¬0¬19
13580¬Regidor¬Bolívar¬285¬0,204¬45¬27¬46¬20¬7¬103
05604¬Remedios¬Antioquia¬289¬0,969¬51¬26¬43¬22¬8¬616
47605¬Remolino¬Magdalena¬266¬1,327¬42¬44¬42¬11¬3¬124
08606¬Repelón¬Atlántico¬267¬0,663¬40¬39¬49¬10¬3¬463
50606¬Restrepo¬Meta¬323¬0,765¬52¬14¬26¬40¬21¬318
76606¬Restrepo¬Valle Del Cauca¬328¬0,918¬55¬7¬32¬41¬20¬271
05607¬Retiro¬Antioquia¬338¬0,816¬61¬14¬26¬26¬34¬345
25612¬Ricaurte¬Cundinamarca¬277¬1,122¬51¬32¬47¬13¬8¬145
52612¬Ricaurte¬Nariño¬292¬1,122¬44¬21¬46¬25¬8¬218
73616¬Rioblanco¬Tolima¬294¬0,765¬50¬19¬49¬24¬8¬454
76616¬Riofrío¬Valle Del Cauca¬299¬1,02¬51¬17¬44¬27¬12¬237
44001¬Riohacha¬La Guajira¬291¬0,306¬48¬28¬40¬20¬12¬4114
05615¬Rionegro¬Antioquia¬317¬0,255¬55¬15¬35¬28¬22¬1692
68615¬Rionegro¬Santander¬297¬0,663¬50¬21¬42¬26¬11¬472
17614¬Riosucio¬Caldas¬312¬0,51¬52¬14¬39¬31¬17¬703
27615¬Riosucio¬Chocó¬295¬1,02¬54¬28¬35¬24¬13¬426
17616¬Risaralda¬Caldas¬312¬0,918¬55¬14¬43¬27¬17¬154
41615¬Rivera¬Huila¬306¬0,561¬50¬17¬38¬28¬17¬454
52621¬Roberto Payán¬Nariño¬279¬1,02¬36¬39¬38¬14¬9¬161
76622¬Roldanillo¬Valle Del Cauca¬326¬0,714¬55¬12¬32¬31¬25¬419
73622¬Roncesvalles¬Tolima¬283¬1,735¬48¬29¬45¬17¬9¬96
15621¬Rondón¬Boyacá¬306¬1,224¬49¬9¬50¬27¬15¬34
19622¬Rosas¬Cauca¬343¬0,867¬56¬10¬21¬33¬36¬126
73624¬Rovira¬Tolima¬302¬0,816¬53¬16¬42¬30¬12¬442
15600¬Ráquira¬Boyacá¬291¬1,276¬48¬20¬52¬21¬7¬96
27580¬Río Iró¬Chocó¬302¬1,276¬54¬24¬37¬22¬17¬172
27600¬Río Quito¬Chocó¬314¬0,612¬53¬22¬29¬25¬26¬200
13600¬Río Viejo¬Bolívar¬269¬1,224¬41¬37¬48¬12¬4¬112
20614¬Río de Oro¬Cesar¬315¬0,816¬54¬11¬38¬35¬17¬293
54874¬Villa del Rosario¬Norte De Santander¬309¬0,306¬51¬17¬37¬30¬16¬1354
86885¬Villagarzón¬Putumayo¬297¬0,612¬48¬21¬45¬23¬12¬467
25871¬Villagómez¬Cundinamarca¬333¬0,612¬42¬0¬35¬42¬23¬26
73870¬Villahermosa¬Tolima¬320¬1,122¬58¬13¬34¬36¬18¬175
17873¬Villamaría¬Caldas¬313¬0,408¬55¬15¬36¬33¬16¬638
13873¬Villanueva¬Bolívar¬286¬0,765¬55¬32¬40¬18¬10¬518
44874¬Villanueva¬La Guajira¬299¬0,51¬49¬20¬40¬28¬12¬576
68872¬Villanueva¬Santander¬317¬0,765¬57¬13¬33¬34¬20¬85
85440¬Villanueva¬Casanare¬312¬0,306¬54¬14¬38¬30¬19¬611
25873¬Villapinzón¬Cundinamarca¬328¬0,867¬57¬17¬26¬28¬30¬195
73873¬Villarrica¬Tolima¬325¬1,837¬55¬11¬29¬34¬26¬73
50001¬Villavicencio¬Meta¬324¬0,153¬55¬13¬32¬31¬24¬8528
41872¬Villavieja¬Huila¬295¬2,143¬45¬18¬45¬30¬7¬89
25875¬Villeta¬Cundinamarca¬314¬0,663¬55¬15¬34¬33¬19¬418
25878¬Viotá¬Cundinamarca¬290¬0,51¬53¬23¬44¬24¬9¬240
15879¬Viracachá¬Boyacá¬290¬0¬48¬25¬38¬33¬4¬24
50711¬Vista Hermosa¬Meta¬303¬0,765¬52¬19¬37¬33¬12¬373
17877¬Viterbo¬Caldas¬309¬1,122¬54¬19¬32¬35¬14¬173
68861¬Vélez¬Santander¬323¬0,918¬52¬8¬35¬37¬21¬277
25885¬Yacopí¬Cundinamarca¬334¬0,714¬59¬11¬26¬34¬29¬222
52885¬Yacuanquer¬Nariño¬323¬3,061¬43¬7¬35¬39¬19¬108
41885¬Yaguará¬Huila¬291¬1,224¬54¬24¬44¬20¬11¬99
05885¬Yalí¬Antioquia¬313¬0,612¬60¬15¬37¬30¬18¬114
05887¬Yarumal¬Antioquia¬306¬0,765¬51¬15¬40¬33¬13¬727
97889¬Yavaraté¬Vaupés¬251¬1,837¬41¬58¬35¬8¬0¬26
05890¬Yolombó¬Antioquia¬313¬0,969¬56¬16¬38¬25¬22¬388
05893¬Yondó¬Antioquia¬298¬0,714¬49¬19¬44¬27¬10¬376
85001¬Yopal¬Casanare¬311¬0,204¬52¬17¬39¬26¬18¬2941
76890¬Yotoco¬Valle Del Cauca¬304¬1,224¬52¬18¬41¬24¬17¬217
76892¬Yumbo¬Valle Del Cauca¬301¬0,357¬52¬20¬40¬28¬13¬1433
13894¬Zambrano¬Bolívar¬268¬1,173¬43¬40¬42¬15¬3¬213
68895¬Zapatoca¬Santander¬317¬0,918¬57¬12¬40¬26¬22¬161
47960¬Zapayán¬Magdalena¬268¬0,765¬44¬42¬43¬10¬5¬183
05895¬Zaragoza¬Antioquia¬280¬0,561¬43¬33¬44¬19¬5¬741
76895¬Zarzal¬Valle Del Cauca¬312¬0,459¬55¬16¬35¬32¬17¬605
15897¬Zetaquira¬Boyacá¬294¬1,173¬50¬20¬45¬19¬16¬64
25898¬Zipacón¬Cundinamarca¬302¬0,867¬61¬19¬39¬26¬16¬74
25899¬Zipaquirá¬Cundinamarca¬339¬0,255¬54¬10¬27¬29¬34¬2099
47980¬Zona Bananera¬Magdalena¬295¬0,408¬50¬27¬38¬21¬13¬1625
25851¬útica¬Cundinamarca¬284¬2,908¬51¬24¬54¬11¬11¬37
85136¬La Salina¬Casanare¬285¬0¬55¬22¬48¬26¬4¬23
85315¬Sácama¬Casanare¬320¬0¬50¬17¬17¬50¬17¬18
85325¬San Luis De Palen¬Casanare¬298¬0,918¬47¬17¬47¬28¬9¬156
85430¬Trinidad¬Casanare¬297¬0,765¬46¬21¬41¬29¬10¬305
91407¬La Pedrera¬Amazonas¬263¬2,602¬30¬40¬53¬7¬0¬15
94343¬Barranco Minas¬Guainía¬257¬0,459¬33¬45¬50¬6¬0¬211
94663¬Mapiripana¬Guainía¬254¬0¬36¬52¬44¬0¬4¬23
94884¬Puerto Colombia¬Guainía¬270¬1,531¬32¬26¬63¬11¬0¬27
94886¬Cacahual¬Guainía¬282¬6,888¬52¬14¬67¬10¬10¬21
99524¬La Primavera¬Vichada¬288¬0,816¬48¬26¬42¬24¬9¬278
99624¬Santa Rosalía¬Vichada¬276¬0,969¬40¬30¬47¬23¬0¬95
23682¬San José de Uré¬Córdoba¬310¬1,02¬64¬20¬32¬29¬19¬217
05792¬Tarso¬Antioquia¬309¬1,378¬57¬14¬44¬28¬14¬79
13490¬Norosi¬Bolívar¬277¬1,888¬52¬35¬45¬12¬8¬158
52473¬Mosquera¬Nariño¬266¬1,02¬33¬40¬45¬11¬4¬166
91263¬El Encanto¬Amazonas¬248¬6,429¬70¬55¬29¬7¬10¬31
91460¬Miriti-Parana¬Amazonas¬259¬0¬15¬44¬56¬0¬0¬9
91530¬Puerto Alegria¬Amazonas¬266¬0¬33¬33¬60¬7¬0¬15
94883¬San Felipe¬Guainía¬292¬4,745¬56¬33¬33¬21¬13¬24
94885¬La Guadalupe¬Guainía¬266¬0¬42¬57¬29¬14¬0¬7
97161¬Caruru¬Vaupés¬260¬1,786¬36¬44¬48¬7¬2¬46
23815¬Tuchín¬Córdoba¬271¬0,306¬41¬37¬45¬14¬4¬911
52385¬La Llanada¬Nariño¬309¬2,449¬55¬16¬32¬36¬16¬44
68655¬Sabana de Torres¬Santander¬289¬0,51¬49¬25¬42¬23¬10¬631
08634¬Sabanagrande¬Atlántico¬320¬0,255¬57¬14¬32¬31¬24¬554
05628¬Sabanalarga¬Antioquia¬283¬0,663¬41¬26¬50¬19¬5¬153
08638¬Sabanalarga¬Atlántico¬285¬0,306¬48¬30¬42¬19¬10¬1774
85300¬Sabanalarga¬Casanare¬341¬0,918¬63¬9¬15¬47¬29¬55
47660¬Sabanas de San An¬Magdalena¬278¬1,173¬48¬31¬44¬18¬6¬268
05631¬Sabaneta¬Antioquia¬344¬0,408¬56¬6¬25¬32¬37¬704
15632¬Saboyá¬Boyacá¬320¬0,663¬51¬10¬34¬33¬23¬184
23660¬Sahagún¬Córdoba¬301¬0,255¬49¬19¬41¬29¬12¬1884
41660¬Saladoblanco¬Huila¬319¬0,765¬54¬12¬38¬28¬22¬240
17653¬Salamina¬Caldas¬301¬0,816¬48¬16¬43¬30¬11¬189
47675¬Salamina¬Magdalena¬273¬0,459¬44¬35¬49¬11¬4¬158
54660¬Salazar¬Norte De Santander¬321¬1,327¬53¬16¬27¬35¬23¬168
73671¬Saldaña¬Tolima¬315¬1,48¬52¬14¬38¬30¬19¬219
63690¬Salento¬Quindio¬337¬1,429¬59¬6¬34¬29¬32¬124
05642¬Salgar¬Antioquia¬295¬0,765¬46¬19¬44¬29¬8¬320
15646¬Samacá¬Boyacá¬319¬0,51¬55¬12¬35¬31¬22¬428
52678¬Samaniego¬Nariño¬323¬0,459¬45¬12¬28¬37¬23¬384
17662¬Samaná¬Caldas¬322¬0,867¬53¬14¬29¬36¬22¬317
70670¬Sampués¬Sucre¬304¬0,357¬48¬20¬40¬25¬15¬922
41668¬San Agustín¬Huila¬306¬0,408¬50¬17¬38¬33¬13¬547
20710¬San Alberto¬Cesar¬292¬0,51¬44¬24¬43¬25¬9¬473
68669¬San Andrés¬Santander¬330¬0,408¬58¬9¬30¬32¬29¬138
88001¬San Andrés¬San Andrés¬284¬0,714¬50¬30¬41¬22¬7¬780
23670¬San Andrés Sotave¬Córdoba¬282¬0,408¬44¬30¬44¬18¬7¬880
05647¬San Andrés de Cue¬Antioquia¬305¬1,224¬50¬14¬43¬29¬14¬86
23672¬San Antero¬Córdoba¬298¬0,714¬54¬25¬37¬24¬14¬581
73675¬San Antonio¬Tolima¬298¬0,867¬49¬19¬44¬27¬10¬258
25645¬San Antonio del T¬Cundinamarca¬305¬0,765¬52¬18¬33¬40¬9¬183
68673¬San Benito¬Santander¬309¬0¬41¬11¬36¬39¬14¬36
70678¬San Benito Abad¬Sucre¬276¬0,816¬44¬35¬44¬16¬5¬563
25649¬San Bernardo¬Cundinamarca¬324¬1,582¬54¬7¬36¬37¬21¬146
52685¬San Bernardo¬Nariño¬333¬0,765¬36¬1¬33¬41¬25¬93
23675¬San Bernardo del¬Córdoba¬287¬0,816¬47¬26¬45¬20¬9¬581
54670¬San Calixto¬Norte De Santander¬328¬0,816¬63¬11¬30¬32¬27¬240
05649¬San Carlos¬Antioquia¬317¬0,714¬60¬15¬37¬27¬21¬267
23678¬San Carlos¬Córdoba¬305¬0,714¬50¬18¬39¬28¬16¬466
50680¬San Carlos de Gua¬Meta¬284¬0,816¬45¬26¬50¬17¬7¬243
25653¬San Cayetano¬Cundinamarca¬330¬1,531¬42¬4¬27¬46¬23¬52
54673¬San Cayetano¬Norte De Santander¬309¬0,714¬53¬18¬31¬41¬11¬124
13620¬San Cristóbal¬Bolívar¬260¬0,867¬33¬45¬46¬9¬0¬111
20750¬San Diego¬Cesar¬321¬0,663¬51¬16¬32¬27¬25¬401
15660¬San Eduardo¬Boyacá¬290¬2,194¬55¬20¬36¬32¬12¬25
13647¬San Estanislao¬Bolívar¬259¬0,765¬40¬49¬39¬10¬2¬298
13650¬San Fernando¬Bolívar¬273¬1,633¬49¬38¬41¬16¬5¬203
05652¬San Francisco¬Antioquia¬294¬1,224¬56¬25¬39¬26¬10¬120
25658¬San Francisco¬Cundinamarca¬318¬0¬61¬18¬31¬28¬24¬163
86755¬San Francisco¬Putumayo¬307¬1,531¬45¬15¬39¬36¬10¬89
68679¬San Gil¬Santander¬348¬0,459¬54¬7¬23¬31¬39¬873
13654¬San Jacinto¬Bolívar¬311¬0,816¬55¬17¬35¬31¬17¬436
13655¬San Jacinto del C¬Bolívar¬278¬1,276¬45¬33¬47¬15¬5¬221
05656¬San Jerónimo¬Antioquia¬309¬0,969¬57¬16¬42¬24¬18¬190
68682¬San Joaquín¬Santander¬349¬2,143¬80¬8¬18¬40¬34¬38
17665¬San José¬Caldas¬311¬1,837¬62¬20¬30¬30¬20¬66
68684¬San José de Miran¬Santander¬338¬1,071¬49¬9¬22¬33¬36¬55
15664¬San José de Pare¬Boyacá¬305¬2,194¬53¬20¬31¬36¬13¬61
05658¬San José de la Mo¬Antioquia¬298¬2,245¬57¬22¬38¬26¬14¬72
18610¬San José del Frag¬Caquetá¬299¬0,918¬53¬22¬40¬24¬14¬307
95001¬San José del Guav¬Guaviare¬302¬0,408¬50¬15¬42¬32¬11¬978
27660¬San José del Palm¬Chocó¬355¬2,398¬61¬4¬20¬30¬46¬99
13657¬San Juan Nepomuce¬Bolívar¬296¬0,663¬49¬23¬42¬22¬13¬578
50683¬San Juan de Arama¬Meta¬304¬1,888¬52¬18¬38¬29¬15¬114
70702¬San Juan de Betul¬Sucre¬280¬0,714¬42¬28¬49¬17¬6¬218
25662¬San Juan de Río S¬Cundinamarca¬335¬1,224¬63¬7¬33¬31¬29¬131
05659¬San Juan de Urabá¬Antioquia¬277¬0,969¬49¬33¬47¬14¬7¬507
44650¬San Juan del Cesa¬La Guajira¬323¬0,51¬53¬14¬34¬26¬26¬847
50686¬San Juanito¬Meta¬294¬4,337¬46¬25¬33¬38¬4¬24
52687¬San Lorenzo¬Nariño¬312¬0,459¬37¬12¬39¬34¬15¬255
05660¬San Luis¬Antioquia¬305¬1,122¬54¬19¬38¬28¬15¬249
73678¬San Luis¬Tolima¬305¬1,02¬50¬15¬41¬33¬12¬209
15667¬San Luis de Gacen¬Boyacá¬305¬0,918¬50¬16¬44¬28¬13¬64
70742¬San Luis de Sincé¬Sucre¬305¬0,612¬54¬18¬38¬29¬15¬554
70708¬San Marcos¬Sucre¬288¬0,51¬49¬28¬43¬20¬10¬1162
20770¬San Martín¬Cesar¬291¬0,765¬51¬25¬45¬20¬11¬454
50689¬San Martín¬Meta¬287¬0,765¬50¬31¬38¬24¬7¬418
13667¬San Martín de Lob¬Bolívar¬275¬0,816¬42¬33¬48¬15¬5¬332
15673¬San Mateo¬Boyacá¬295¬4,439¬52¬21¬47¬21¬12¬34
68686¬San Miguel¬Santander¬345¬1,276¬47¬0¬28¬38¬34¬32
86757¬San Miguel¬Putumayo¬293¬0,561¬50¬25¬43¬22¬10¬318
15676¬San Miguel de Sem¬Boyacá¬318¬1,531¬55¬11¬36¬34¬19¬53
70713¬San Onofre¬Sucre¬279¬0,408¬46¬34¬43¬15¬8¬1217
13670¬San Pablo¬Bolívar¬278¬0,714¬47¬32¬47¬16¬5¬634
52693¬San Pablo¬Nariño¬310¬1,122¬42¬14¬35¬37¬14¬179
15681¬San Pablo de Borb¬Boyacá¬322¬1,276¬61¬12¬34¬28¬27¬104
70717¬San Pedro¬Sucre¬301¬0,867¬53¬18¬40¬32¬10¬326
76670¬San Pedro¬Valle Del Cauca¬355¬1,327¬60¬6¬18¬36¬41¬205
52694¬San Pedro de Cart¬Nariño¬320¬1,327¬36¬7¬34¬45¬15¬103
05665¬San Pedro de Urab¬Antioquia¬287¬0,561¬47¬25¬48¬21¬7¬815
05664¬San Pedro de los¬Antioquia¬313¬0,561¬54¬13¬36¬34¬17¬423
23686¬San Pelayo¬Córdoba¬306¬0,408¬52¬19¬41¬23¬17¬635
05667¬San Rafael¬Antioquia¬309¬0,816¬59¬15¬41¬27¬17¬224
05670¬San Roque¬Antioquia¬322¬0,969¬61¬11¬36¬30¬23¬343
19693¬San Sebastián¬Cauca¬318¬1,684¬51¬14¬36¬29¬20¬119
47692¬San Sebastián de¬Magdalena¬287¬0,612¬46¬26¬47¬20¬8¬423
05674¬San Vicente¬Antioquia¬304¬0,561¬60¬19¬38¬30¬14¬271
68689¬San Vicente de Ch¬Santander¬315¬0,969¬56¬16¬31¬33¬19¬478
18753¬San Vicente del C¬Caquetá¬294¬0,51¬50¬22¬44¬22¬11¬1175
47703¬San Zenón¬Magdalena¬285¬1,071¬52¬31¬43¬18¬8¬257
52683¬Sandoná¬Nariño¬303¬0,969¬49¬21¬39¬26¬15¬223
47707¬Santa Ana¬Magdalena¬302¬1,327¬55¬24¬37¬22¬17¬363
05679¬Santa Bárbara¬Antioquia¬316¬0,816¬56¬13¬38¬30¬20¬312
52696¬Santa Bárbara¬Nariño¬291¬1,429¬43¬28¬43¬17¬12¬163
68705¬Santa Bárbara¬Santander¬315¬1,888¬57¬14¬23¬55¬9¬44
47720¬Santa Bárbara de¬Magdalena¬290¬0,816¬45¬22¬46¬25¬6¬252
13673¬Santa Catalina¬Bolívar¬269¬0,765¬37¬35¬50¬14¬1¬250
68720¬Santa Helena del¬Santander¬330¬0,969¬50¬7¬31¬40¬22¬77
73686¬Santa Isabel¬Tolima¬308¬0,51¬50¬11¬43¬32¬14¬106
08675¬Santa Lucía¬Atlántico¬258¬0,714¬35¬47¬44¬9¬1¬186
47001¬Santa Marta¬Magdalena¬308¬0,153¬52¬19¬36¬27¬18¬8462
15690¬Santa María¬Boyacá¬294¬1,224¬51¬23¬44¬23¬11¬57
41676¬Santa María¬Huila¬319¬1,02¬51¬14¬35¬29¬23¬203
13683¬Santa Rosa¬Bolívar¬302¬0,561¬61¬24¬37¬22¬17¬310
19701¬Santa Rosa¬Cauca¬331¬1,684¬51¬14¬30¬24¬31¬86
66682¬Santa Rosa de Cab¬Risaralda¬309¬0,51¬56¬16¬36¬31¬16¬945
05686¬Santa Rosa de Oso¬Antioquia¬308¬0,459¬54¬17¬37¬30¬16¬612
15693¬Santa Rosa de Vit¬Boyacá¬322¬1,02¬56¬9¬44¬25¬22¬139
13688¬Santa Rosa del Su¬Bolívar¬310¬0,357¬49¬14¬40¬33¬14¬738
15696¬Santa Sofía¬Boyacá¬288¬0¬45¬19¬47¬28¬6¬36
52699¬Santacruz¬Nariño¬328¬1,786¬35¬7¬30¬42¬21¬123
05042¬Santafé de Antioq¬Antioquia¬293¬0,663¬48¬22¬45¬26¬8¬426
15686¬Santana¬Boyacá¬323¬1,276¬61¬13¬30¬34¬23¬135
19698¬Santander de Quil¬Cauca¬302¬0,204¬48¬18¬41¬28¬14¬1750
54680¬Santiago¬Norte De Santander¬294¬4,184¬51¬37¬37¬10¬17¬30
86760¬Santiago¬Putumayo¬305¬1,02¬43¬17¬34¬39¬10¬96
70820¬Santiago de Tolú¬Sucre¬288¬0,357¬47¬27¬45¬18¬10¬677
05690¬Santo Domingo¬Antioquia¬323¬0,969¬59¬12¬30¬38¬20¬200
08685¬Santo Tomás¬Atlántico¬313¬0,714¬58¬17¬34¬30¬19¬358
66687¬Santuario¬Risaralda¬334¬1,173¬56¬8¬27¬39¬26¬168
52720¬Sapuyes¬Nariño¬292¬0,306¬40¬16¬51¬28¬5¬93
81736¬Saravena¬Arauca¬303¬0,459¬51¬17¬43¬27¬14¬1003
54720¬Sardinata¬Norte De Santander¬315¬0,561¬54¬14¬37¬30¬20¬509
25718¬Sasaima¬Cundinamarca¬312¬0,918¬60¬17¬35¬30¬18¬182
15720¬Sativanorte¬Boyacá¬300¬5,204¬72¬24¬41¬12¬24¬17
15723¬Sativasur¬Boyacá¬364¬0¬62¬0¬21¬14¬64¬14
05736¬Segovia¬Antioquia¬279¬0,612¬50¬31¬43¬21¬6¬725
25736¬Sesquilé¬Cundinamarca¬304¬0,714¬48¬17¬39¬33¬11¬197
76736¬Sevilla¬Valle Del Cauca¬310¬0,969¬55¬17¬37¬28¬18¬489
15740¬Siachoque¬Boyacá¬301¬0,714¬50¬16¬49¬23¬13¬115
25740¬Sibaté¬Cundinamarca¬321¬0,408¬56¬16¬29¬33¬23¬608
86749¬Sibundoy¬Putumayo¬318¬0,459¬54¬14¬32¬36¬19¬236
54743¬Silos¬Norte De Santander¬307¬1,173¬46¬13¬38¬41¬9¬64
25743¬Silvania¬Cundinamarca¬308¬0,765¬48¬12¬41¬34¬13¬295
19743¬Silvia¬Cauca¬283¬0,561¬45¬33¬39¬21¬8¬517
68745¬Simacota¬Santander¬308¬1,735¬57¬17¬37¬29¬17¬138
25745¬Simijaca¬Cundinamarca¬327¬0,561¬48¬10¬33¬31¬26¬242
13744¬Simití¬Bolívar¬297¬0,918¬52¬18¬47¬23¬12¬338
70001¬Sincelejo¬Sucre¬314¬0,153¬52¬16¬36¬28¬20¬5308
27745¬Sipí¬Chocó¬300¬1,531¬58¬25¬36¬21¬19¬81
47745¬Sitionuevo¬Magdalena¬280¬0,459¬41¬35¬42¬16¬8¬575
25754¬Soacha¬Cundinamarca¬323¬0,153¬54¬11¬32¬34¬23¬9745
15753¬Soatá¬Boyacá¬332¬1,327¬63¬8¬34¬30¬28¬121
15757¬Socha¬Boyacá¬306¬1,837¬55¬18¬39¬25¬18¬137
68755¬Socorro¬Santander¬338¬0,663¬56¬7¬28¬34¬32¬475
15755¬Socotá¬Boyacá¬309¬1,122¬46¬13¬34¬44¬10¬124
15759¬Sogamoso¬Boyacá¬327¬0,204¬53¬10¬30¬36¬24¬2176
18756¬Solano¬Caquetá¬292¬0,867¬49¬25¬41¬25¬9¬220
08758¬Soledad¬Atlántico¬327¬0,153¬54¬14¬29¬28¬29¬9015
18785¬Solita¬Caquetá¬294¬1,02¬46¬26¬42¬19¬13¬155
15761¬Somondoco¬Boyacá¬320¬1,276¬63¬15¬31¬35¬19¬26
05756¬Sonson¬Antioquia¬314¬0,918¬61¬15¬37¬27¬21¬406
05761¬Sopetrán¬Antioquia¬309¬0,918¬59¬19¬38¬25¬19¬224
13760¬Soplaviento¬Bolívar¬272¬1,327¬49¬35¬46¬17¬2¬133
25758¬Sopó¬Cundinamarca¬330¬0,306¬53¬10¬29¬33¬29¬388
15762¬Sora¬Boyacá¬302¬2,755¬70¬29¬21¬33¬17¬42
15764¬Soracá¬Boyacá¬330¬1,684¬53¬8¬26¬42¬25¬113
15763¬Sotaquirá¬Boyacá¬323¬0,663¬56¬11¬36¬29¬25¬126
19760¬Sotara¬Cauca¬302¬2,143¬50¬21¬38¬28¬13¬123
68770¬Suaita¬Santander¬310¬0,459¬58¬16¬38¬28¬19¬204
08770¬Suan¬Atlántico¬289¬0,357¬51¬22¬44¬24¬9¬189
41770¬Suaza¬Huila¬331¬0,714¬55¬9¬30¬31¬29¬387
25769¬Subachoque¬Cundinamarca¬346¬0,612¬54¬10¬23¬27¬41¬354
19785¬Sucre¬Cauca¬318¬0,714¬49¬7¬43¬34¬17¬113
68773¬Sucre¬Santander¬314¬1,071¬45¬12¬40¬31¬18¬96
70771¬Sucre¬Sucre¬289¬0,918¬49¬25¬45¬23¬8¬481
25772¬Suesca¬Cundinamarca¬320¬0,816¬55¬13¬31¬34¬22¬280
25777¬Supatá¬Cundinamarca¬393¬1,888¬55¬1¬5¬25¬69¬81
17777¬Supía¬Caldas¬304¬0,612¬54¬19¬36¬33¬12¬432
68780¬Suratá¬Santander¬320¬2,347¬55¬11¬30¬39¬20¬56
25779¬Susa¬Cundinamarca¬315¬0,561¬50¬12¬39¬30¬20¬104
15774¬Susacón¬Boyacá¬361¬0¬73¬4¬13¬33¬50¬24
15776¬Sutamarchán¬Boyacá¬297¬0,561¬57¬25¬33¬31¬11¬84
25781¬Sutatausa¬Cundinamarca¬331¬1,122¬57¬8¬31¬37¬25¬126
15778¬Sutatenza¬Boyacá¬315¬0,408¬52¬10¬41¬31¬18¬39
19780¬Suárez¬Cauca¬285¬0,867¬42¬26¬46¬23¬5¬377
73770¬Suárez¬Tolima¬289¬2,755¬44¬24¬40¬31¬4¬45
15638¬Sáchica¬Boyacá¬311¬1,48¬51¬10¬40¬34¬16¬62
25785¬Tabio¬Cundinamarca¬324¬0,561¬56¬13¬28¬35¬24¬309
27787¬Tadó¬Chocó¬281¬0,714¬50¬31¬44¬16¬9¬465
13780¬Talaigua Nuevo¬Bolívar¬261¬1,173¬42¬46¬46¬6¬3¬264
20787¬Tamalameque¬Cesar¬301¬0,663¬57¬25¬33¬26¬15¬323
81794¬Tame¬Arauca¬294¬0,51¬51¬24¬42¬23¬12¬1130
52786¬Taminango¬Nariño¬299¬0,714¬42¬19¬42¬27¬12¬241
52788¬Tangua¬Nariño¬335¬1,071¬48¬13¬27¬29¬32¬128
97666¬Taraira¬Vaupés¬275¬0¬38¬32¬52¬13¬3¬31
91798¬Tarapacá¬Amazonas¬255¬1,071¬34¬55¬37¬4¬4¬78
05790¬Tarazá¬Antioquia¬289¬0,612¬50¬26¬45¬21¬8¬845
41791¬Tarqui¬Huila¬311¬1,224¬50¬15¬37¬32¬16¬315
15790¬Tasco¬Boyacá¬307¬0,816¬52¬18¬38¬32¬13¬120
85410¬Tauramena¬Casanare¬305¬0,408¬49¬17¬39¬30¬14¬387
25793¬Tausa¬Cundinamarca¬322¬0,918¬55¬11¬31¬39¬18¬150
41799¬Tello¬Huila¬293¬1,02¬53¬23¬47¬20¬10¬204
25797¬Tena¬Cundinamarca¬312¬1,48¬50¬6¬48¬32¬14¬111
47798¬Tenerife¬Magdalena¬298¬0,714¬48¬22¬41¬26¬11¬291
25799¬Tenjo¬Cundinamarca¬332¬0,612¬55¬12¬27¬30¬31¬557
15798¬Tenza¬Boyacá¬316¬0¬53¬18¬24¬42¬16¬45
54800¬Teorama¬Norte De Santander¬298¬0,969¬56¬21¬41¬27¬12¬385
41801¬Teruel¬Huila¬306¬1,122¬52¬14¬40¬32¬14¬140
41797¬Tesalia¬Huila¬334¬1,071¬57¬8¬33¬27¬32¬183
25805¬Tibacuy¬Cundinamarca¬333¬2,347¬65¬11¬30¬32¬27¬71
15804¬Tibaná¬Boyacá¬320¬1,122¬51¬10¬36¬33¬21¬120
15806¬Tibasosa¬Boyacá¬328¬0,714¬56¬14¬32¬28¬27¬184
25807¬Tibirita¬Cundinamarca¬320¬2,704¬59¬10¬36¬36¬19¬31
54810¬Tibú¬Norte De Santander¬285¬0,51¬48¬29¬44¬19¬9¬1121
23807¬Tierralta¬Córdoba¬291¬0,306¬49¬25¬43¬22¬10¬2038
41807¬Timaná¬Huila¬310¬0,765¬54¬17¬37¬29¬18¬353
19809¬Timbiquí¬Cauca¬279¬0,714¬46¬33¬45¬14¬8¬557
19807¬Timbío¬Cauca¬318¬0,459¬50¬10¬36¬34¬20¬444
15808¬Tinjacá¬Boyacá¬335¬3,418¬46¬0¬32¬45¬24¬38
15810¬Tipacoque¬Boyacá¬307¬2,041¬56¬14¬44¬28¬14¬43
13810¬Tiquisio¬Bolívar¬267¬0,612¬39¬41¬44¬11¬5¬493
05809¬Titiribí¬Antioquia¬312¬1,48¬48¬13¬35¬38¬13¬112
15814¬Toca¬Boyacá¬315¬0,867¬52¬15¬35¬35¬16¬148
25815¬Tocaima¬Cundinamarca¬288¬0,357¬50¬27¬39¬28¬7¬230
25817¬Tocancipá¬Cundinamarca¬315¬0,357¬56¬13¬39¬28¬21¬746
