MUNI_ID¬MUNI_NOMBRE¬DEPA_NOMBRE¬PUNTAJE_PROMEDIO¬ERRORESTANDARPROMEDIO¬DESVIACION¬PORCENTAJE_INSUFICIENTE¬PORCENTAJE_MINIMO¬PORCENTAJE_SATISFACTORIO¬PORCENTAJE_AVANZADO¬N
05002¬Abejorral¬Antioquia¬322¬0,765¬61¬11¬33¬25¬31¬290
08436¬Manatí¬Atlántico¬278¬1,48¬57¬32¬41¬16¬11¬316
20443¬Manaure¬Cesar¬307¬0,714¬58¬15¬37¬26¬23¬200
44560¬Manaure¬La Guajira¬271¬0,51¬56¬39¬39¬13¬10¬2573
17001¬Manizales¬Caldas¬310¬0,204¬54¬15¬35¬28¬22¬3917
25436¬Manta¬Cundinamarca¬297¬0¬62¬24¬32¬26¬19¬54
17433¬Manzanares¬Caldas¬317¬1,122¬55¬12¬34¬28¬26¬223
85139¬Maní¬Casanare¬280¬1,224¬53¬32¬43¬16¬10¬267
50325¬Mapiripán¬Meta¬293¬1,122¬60¬28¬37¬20¬15¬118
13440¬Margarita¬Bolívar¬273¬0,969¬47¬37¬36¬21¬6¬194
05440¬Marinilla¬Antioquia¬314¬0,459¬60¬18¬30¬27¬26¬953
15442¬Maripí¬Boyacá¬341¬1,582¬57¬7¬20¬30¬43¬74
73443¬Mariquita¬Tolima¬310¬0,561¬53¬12¬39¬29¬20¬591
17442¬Marmato¬Caldas¬321¬1,99¬60¬14¬29¬23¬35¬130
17444¬Marquetalia¬Caldas¬341¬1,122¬57¬7¬27¬27¬41¬200
66440¬Marsella¬Risaralda¬305¬1,071¬63¬22¬32¬25¬21¬218
17446¬Marulanda¬Caldas¬347¬8,571¬60¬6¬18¬35¬41¬17
13442¬María la Baja¬Bolívar¬266¬0,714¬47¬41¬41¬12¬6¬914
68444¬Matanza¬Santander¬312¬0,918¬57¬18¬29¬33¬20¬113
05001¬Medellín¬Antioquia¬300¬0,102¬56¬21¬36¬25¬18¬30065
25438¬Medina¬Cundinamarca¬307¬0,867¬66¬20¬38¬18¬24¬175
27425¬Medio Atrato¬Chocó¬296¬0,663¬54¬30¬28¬19¬23¬204
27430¬Medio Baudó¬Chocó¬304¬1,531¬71¬26¬37¬14¬23¬284
27450¬Medio San Juan¬Chocó¬279¬0,765¬48¬32¬41¬15¬12¬222
73449¬Melgar¬Tolima¬306¬0,459¬50¬18¬40¬23¬19¬683
19450¬Mercaderes¬Cauca¬323¬0,918¬49¬7¬30¬33¬29¬250
50330¬Mesetas¬Meta¬329¬0,867¬61¬11¬25¬30¬35¬200
18460¬Milán¬Caquetá¬313¬2,398¬54¬13¬38¬30¬20¬142
15455¬Miraflores¬Boyacá¬334¬0,918¬60¬9¬25¬27¬39¬110
95200¬Miraflores¬Guaviare¬297¬2,194¬53¬16¬49¬20¬15¬87
19455¬Miranda¬Cauca¬309¬0,51¬54¬17¬36¬26¬22¬507
66456¬Mistrató¬Risaralda¬271¬0,918¬54¬40¬33¬15¬11¬306
97001¬Mitú¬Vaupés¬262¬0,816¬44¬43¬42¬11¬4¬428
86001¬Mocoa¬Putumayo¬313¬0,408¬52¬14¬38¬28¬20¬865
68464¬Mogotes¬Santander¬314¬0,714¬56¬13¬33¬35¬19¬194
68468¬Molagavita¬Santander¬313¬3,061¬61¬21¬23¬27¬29¬48
23464¬Momil¬Córdoba¬300¬0,561¬52¬19¬41¬23¬18¬264
13468¬Mompós¬Bolívar¬287¬0,714¬57¬30¬38¬17¬16¬949
15464¬Mongua¬Boyacá¬312¬1,378¬47¬18¬27¬38¬18¬63
15466¬Monguí¬Boyacá¬301¬0,918¬50¬15¬36¬37¬12¬86
15469¬Moniquirá¬Boyacá¬322¬1,173¬55¬12¬27¬32¬29¬337
05467¬Montebello¬Antioquia¬322¬0,969¬64¬9¬34¬31¬26¬91
13458¬Montecristo¬Bolívar¬276¬1,327¬50¬35¬40¬18¬7¬327
23466¬Montelíbano¬Córdoba¬299¬0,459¬53¬23¬37¬21¬19¬1674
63470¬Montenegro¬Quindio¬294¬0,867¬53¬20¬43¬24¬13¬437
85162¬Monterrey¬Casanare¬296¬0,714¬56¬21¬39¬25¬15¬272
23001¬Montería¬Córdoba¬298¬0,204¬52¬22¬38¬22¬18¬8146
13473¬Morales¬Bolívar¬291¬0,969¬62¬26¬38¬20¬15¬354
19473¬Morales¬Cauca¬292¬0,663¬52¬27¬38¬20¬16¬597
18479¬Morelia¬Caquetá¬281¬2,143¬58¬35¬38¬12¬15¬60
94888¬Morichal¬Guainía¬239¬4,541¬33¬69¬31¬0¬0¬16
70473¬Morroa¬Sucre¬298¬1,122¬50¬22¬37¬28¬14¬258
25473¬Mosquera¬Cundinamarca¬321¬0,255¬56¬14¬29¬30¬28¬2226
15476¬Motavita¬Boyacá¬318¬1,173¬49¬7¬36¬37¬21¬73
23500¬Moñitos¬Córdoba¬277¬0,765¬47¬31¬45¬17¬8¬562
73461¬Murillo¬Tolima¬309¬2,143¬55¬12¬39¬26¬23¬65
05475¬Murindó¬Antioquia¬286¬1,633¬53¬28¬40¬21¬11¬72
05480¬Mutatá¬Antioquia¬279¬0,816¬56¬34¬39¬17¬11¬468
54480¬Mutiscua¬Norte De Santander¬318¬1,071¬56¬9¬31¬32¬28¬75
15480¬Muzo¬Boyacá¬312¬1,122¬65¬17¬30¬28¬24¬161
68432¬Málaga¬Santander¬346¬0,51¬58¬5¬20¬33¬42¬306
05483¬Nariño¬Antioquia¬314¬0,918¬59¬14¬30¬36¬20¬187
25483¬Nariño¬Cundinamarca¬283¬1,684¬48¬25¬50¬18¬7¬28
52480¬Nariño¬Nariño¬308¬0,918¬59¬13¬51¬18¬18¬39
73483¬Natagaima¬Tolima¬289¬0,918¬48¬25¬42¬22¬11¬247
05495¬Nechí¬Antioquia¬272¬0,816¬48¬34¬43¬16¬7¬666
05490¬Necoclí¬Antioquia¬284¬0,561¬57¬29¬41¬17¬13¬1330
17486¬Neira¬Caldas¬317¬0,969¬55¬10¬38¬27¬25¬277
41001¬Neiva¬Huila¬309¬0,153¬53¬17¬36¬26¬21¬5712
25486¬Nemocón¬Cundinamarca¬306¬0,867¬57¬16¬38¬28¬17¬299
25488¬Nilo¬Cundinamarca¬315¬0,561¬64¬16¬33¬22¬29¬137
25489¬Nimaima¬Cundinamarca¬306¬1,939¬63¬18¬42¬22¬18¬50
15491¬Nobsa¬Boyacá¬350¬1,327¬62¬4¬24¬27¬44¬205
25491¬Nocaima¬Cundinamarca¬300¬1,071¬62¬20¬37¬24¬20¬81
17495¬Norcasia¬Caldas¬312¬1,224¬56¬12¬38¬30¬21¬127
47460¬Nueva Granada¬Magdalena¬295¬0,867¬66¬27¬35¬18¬19¬452
15494¬Nuevo Colón¬Boyacá¬302¬0,765¬53¬12¬43¬34¬12¬77
85225¬Nunchía¬Casanare¬331¬1,531¬64¬10¬27¬29¬34¬169
27495¬Nuquí¬Chocó¬283¬1,327¬64¬38¬37¬9¬16¬217
41483¬Nátaga¬Huila¬315¬1,173¬68¬18¬31¬25¬26¬100
27491¬Nóvita¬Chocó¬322¬1,071¬65¬14¬31¬24¬31¬209
76497¬Obando¬Valle Del Cauca¬290¬1,429¬50¬26¬38¬23¬13¬133
68498¬Ocamonte¬Santander¬315¬1,837¬66¬20¬27¬28¬25¬75
54498¬Ocaña¬Norte De Santander¬324¬0,459¬56¬10¬30¬31¬29¬1541
68500¬Oiba¬Santander¬330¬1,071¬61¬10¬32¬25¬34¬143
15500¬Oicatá¬Boyacá¬296¬0¬52¬18¬47¬26¬8¬38
05501¬Olaya¬Antioquia¬309¬2,143¬66¬13¬42¬18¬26¬38
52490¬Olaya Herrera¬Nariño¬265¬1,327¬46¬35¬47¬11¬6¬445
68502¬Onzaga¬Santander¬334¬0¬63¬4¬34¬28¬34¬53
41503¬Oporapa¬Huila¬322¬0,714¬57¬9¬35¬28¬29¬265
86320¬Orito¬Putumayo¬315¬0,561¬56¬14¬35¬24¬27¬752
85230¬Orocué¬Casanare¬305¬0,816¬55¬15¬40¬27¬18¬233
73504¬Ortega¬Tolima¬285¬0,459¬54¬27¬42¬19¬12¬602
52506¬Ospina¬Nariño¬336¬1,429¬47¬7¬26¬34¬33¬61
15507¬Otanche¬Boyacá¬335¬2,398¬57¬6¬29¬31¬34¬94
70508¬Ovejas¬Sucre¬297¬0,714¬53¬25¬34¬22¬19¬440
15511¬Pachavita¬Boyacá¬338¬2,602¬71¬5¬32¬26¬37¬38
25513¬Pacho¬Cundinamarca¬326¬0,561¬63¬11¬27¬30¬31¬370
19513¬Padilla¬Cauca¬299¬2,5¬57¬27¬36¬11¬27¬151
19517¬Paez¬Cauca¬282¬0,51¬50¬32¬40¬17¬11¬928
41518¬Paicol¬Huila¬335¬0,765¬60¬6¬30¬29¬34¬99
20517¬Pailitas¬Cesar¬287¬0,714¬47¬31¬40¬15¬14¬398
25518¬Paime¬Cundinamarca¬338¬0,816¬60¬8¬17¬36¬40¬53
15516¬Paipa¬Boyacá¬338¬0,459¬57¬7¬26¬28¬39¬536
15518¬Pajarito¬Boyacá¬332¬1,582¬56¬8¬26¬34¬32¬38
41524¬Palermo¬Huila¬304¬0,561¬54¬18¬39¬25¬19¬520
17524¬Palestina¬Caldas¬299¬1,939¬53¬16¬45¬20¬19¬191
41530¬Palestina¬Huila¬316¬0,765¬57¬12¬34¬32¬21¬219
68522¬Palmar¬Santander¬298¬1,939¬37¬15¬40¬40¬5¬20
08520¬Palmar de Varela¬Atlántico¬289¬0,459¬52¬25¬42¬21¬13¬488
68524¬Palmas del Socorr¬Santander¬346¬2,449¬66¬5¬30¬16¬49¬37
76520¬Palmira¬Valle Del Cauca¬306¬0,255¬57¬17¬36¬27¬20¬3829
70523¬Palmito¬Sucre¬288¬0,714¬57¬33¬38¬13¬16¬328
73520¬Palocabildo¬Tolima¬354¬2,194¬61¬2¬24¬26¬48¬145
54518¬Pamplona¬Norte De Santander¬334¬0,357¬56¬8¬28¬29¬36¬653
54520¬Pamplonita¬Norte De Santander¬339¬0¬61¬9¬25¬25¬41¬68
25524¬Pandi¬Cundinamarca¬325¬1,071¬45¬4¬33¬36¬27¬55
15522¬Panqueba¬Boyacá¬344¬0¬58¬0¬24¬40¬36¬25
25530¬Paratebueno¬Cundinamarca¬298¬1,071¬56¬21¬37¬26¬17¬203
25535¬Pasca¬Cundinamarca¬298¬0,306¬55¬16¬42¬29¬13¬151
52001¬Pasto¬Nariño¬323¬0,204¬55¬11¬31¬31¬27¬5066
19532¬Patía¬Cauca¬318¬0,816¬60¬13¬32¬29¬26¬529
15531¬Pauna¬Boyacá¬324¬1,378¬54¬6¬37¬34¬23¬109
15533¬Paya¬Boyacá¬292¬0,714¬49¬18¬39¬36¬7¬28
85250¬Paz de Ariporo¬Casanare¬304¬0,612¬57¬20¬32¬28¬20¬767
15537¬Paz de Río¬Boyacá¬321¬0,969¬55¬13¬31¬33¬23¬61
47541¬Pedraza¬Magdalena¬280¬1,429¬57¬36¬38¬12¬14¬157
20550¬Pelaya¬Cesar¬274¬0,408¬45¬34¬45¬16¬5¬434
17541¬Pensilvania¬Caldas¬331¬1,071¬67¬12¬27¬27¬34¬299
05543¬Peque¬Antioquia¬335¬1,224¬61¬6¬28¬32¬34¬144
66001¬Pereira¬Risaralda¬307¬0,204¬57¬18¬35¬25¬22¬5855
15542¬Pesca¬Boyacá¬317¬0,816¬51¬12¬29¬31¬29¬108
05541¬Peñol¬Antioquia¬314¬1,276¬61¬15¬33¬31¬22¬233
19533¬Piamonte¬Cauca¬295¬1,684¬66¬25¬38¬21¬17¬200
68547¬Piedecuesta¬Santander¬332¬0,306¬61¬10¬28¬28¬34¬2507
73547¬Piedras¬Tolima¬298¬1,633¬51¬18¬41¬27¬14¬71
19548¬Piendamó¬Cauca¬293¬0,408¬50¬25¬37¬23¬16¬572
63548¬Pijao¬Quindio¬285¬2,143¬53¬25¬39¬23¬13¬71
47545¬Pijiño del Carmen¬Magdalena¬292¬0,918¬48¬22¬42¬25¬12¬287
68549¬Pinchote¬Santander¬324¬1,429¬63¬10¬30¬30¬31¬61
13549¬Pinillos¬Bolívar¬269¬0,765¬47¬40¬39¬14¬7¬558
08549¬Piojó¬Atlántico¬344¬1,684¬74¬19¬17¬16¬47¬93
15550¬Pisba¬Boyacá¬289¬0¬61¬26¬45¬13¬16¬31
41548¬Pital¬Huila¬311¬0,816¬51¬11¬39¬32¬18¬274
41551¬Pitalito¬Huila¬307¬0,306¬55¬16¬38¬27¬19¬2608
47551¬Pivijay¬Magdalena¬292¬0,561¬56¬27¬38¬19¬16¬734
73555¬Planadas¬Tolima¬293¬0,765¬51¬20¬43¬25¬12¬583
23555¬Planeta Rica¬Córdoba¬301¬0,459¬56¬20¬37¬25¬18¬1309
47555¬Plato¬Magdalena¬298¬0,612¬59¬24¬38¬17¬21¬1173
52540¬Policarpa¬Nariño¬301¬1,122¬44¬20¬37¬28¬15¬204
08558¬Polonuevo¬Atlántico¬286¬0,918¬52¬23¬46¬22¬9¬254
08560¬Ponedera¬Atlántico¬302¬0,969¬57¬17¬42¬23¬17¬419
19001¬Popayán¬Cauca¬309¬0,204¬54¬16¬34¬29¬21¬3997
85263¬Pore¬Casanare¬300¬0,969¬50¬15¬44¬27¬15¬223
52560¬Potosí¬Nariño¬298¬0,51¬44¬17¬42¬25¬17¬176
76563¬Pradera¬Valle Del Cauca¬304¬0,714¬58¬23¬33¬22¬22¬619
73563¬Prado¬Tolima¬291¬0,918¬60¬25¬44¬18¬14¬146
52565¬Providencia¬Nariño¬343¬2,143¬39¬12¬19¬28¬40¬57
88564¬Providencia¬San Andrés¬249¬1,02¬44¬52¬36¬10¬1¬88
20570¬Pueblo Bello¬Cesar¬311¬0,765¬55¬17¬34¬25¬24¬422
23570¬Pueblo Nuevo¬Córdoba¬311¬0,765¬62¬18¬34¬24¬24¬547
66572¬Pueblo Rico¬Risaralda¬282¬0,867¬56¬33¬39¬15¬13¬392
05576¬Pueblorrico¬Antioquia¬289¬1,735¬56¬26¬41¬20¬13¬109
47570¬Puebloviejo¬Magdalena¬287¬1,02¬68¬36¬32¬16¬17¬588
68572¬Puente Nacional¬Santander¬320¬0,918¬56¬11¬33¬28¬28¬213
52573¬Puerres¬Nariño¬333¬0,459¬42¬7¬28¬34¬31¬108
86568¬Puerto Asís¬Putumayo¬302¬0,408¬53¬19¬38¬26¬17¬1191
05579¬Puerto Berrío¬Antioquia¬286¬0,612¬49¬27¬43¬19¬11¬642
15572¬Puerto Boyacá¬Boyacá¬305¬0,51¬55¬17¬38¬25¬20¬926
86569¬Puerto Caicedo¬Putumayo¬304¬1,173¬52¬23¬34¬20¬23¬189
99001¬Puerto Carreño¬Vichada¬294¬1,276¬56¬21¬43¬23¬14¬446
08573¬Puerto Colombia¬Atlántico¬327¬0,969¬61¬15¬28¬21¬36¬659
50450¬Puerto Concordia¬Meta¬295¬1,378¬51¬18¬45¬24¬12¬161
23574¬Puerto Escondido¬Córdoba¬311¬0,969¬60¬18¬34¬26¬23¬487
50568¬Puerto Gaitán¬Meta¬282¬0,561¬49¬25¬48¬20¬8¬700
86571¬Puerto Guzmán¬Putumayo¬324¬0,918¬61¬14¬30¬24¬32¬458
23580¬Puerto Libertador¬Córdoba¬282¬0,663¬51¬31¬42¬17¬10¬834
50577¬Puerto Lleras¬Meta¬288¬0,969¬48¬22¬46¬19¬12¬170
50573¬Puerto López¬Meta¬296¬0,663¬55¬23¬39¬23¬16¬699
05585¬Puerto Nare¬Antioquia¬286¬0,714¬55¬24¬41¬26¬9¬253
91540¬Puerto Nariño¬Amazonas¬244¬1,786¬41¬57¬39¬3¬1¬124
68573¬Puerto Parra¬Santander¬293¬1,684¬52¬23¬43¬16¬18¬143
18592¬Puerto Rico¬Caquetá¬317¬0,765¬61¬16¬33¬24¬27¬579
50590¬Puerto Rico¬Meta¬295¬1,071¬54¬24¬36¬24¬15¬248
81591¬Puerto Rondón¬Arauca¬326¬2,551¬65¬12¬25¬37¬25¬59
25572¬Puerto Salgar¬Cundinamarca¬316¬0,714¬57¬13¬31¬32¬24¬297
54553¬Puerto Santander¬Norte De Santander¬273¬1,173¬45¬33¬48¬13¬7¬138
91669¬Puerto Santander¬Amazonas¬249¬2,5¬38¬56¬41¬3¬0¬34
19573¬Puerto Tejada¬Cauca¬284¬0,561¬51¬27¬42¬19¬12¬760
05591¬Puerto Triunfo¬Antioquia¬292¬0,918¬52¬21¬41¬28¬10¬345
68575¬Puerto Wilches¬Santander¬269¬0,612¬51¬40¬40¬13¬7¬782
25580¬Pulí¬Cundinamarca¬312¬0¬60¬18¬33¬21¬28¬39
52585¬Pupiales¬Nariño¬339¬0,612¬45¬6¬22¬31¬41¬255
19585¬Puracé¬Cauca¬311¬1,582¬57¬18¬36¬21¬26¬200
73585¬Purificación¬Tolima¬295¬0,714¬59¬26¬38¬18¬19¬325
23586¬Purísima¬Córdoba¬310¬0,867¬61¬16¬35¬25¬23¬304
17513¬Pácora¬Caldas¬321¬1,684¬65¬18¬28¬27¬27¬162
15514¬Páez¬Boyacá¬336¬1,531¬70¬9¬22¬35¬35¬46
68533¬Páramo¬Santander¬328¬0,714¬43¬4¬23¬48¬25¬52
25592¬Quebradanegra¬Cundinamarca¬287¬2,398¬54¬25¬42¬25¬8¬52
25594¬Quetame¬Cundinamarca¬339¬1,684¬59¬9¬23¬30¬38¬89
27001¬Quibdó¬Chocó¬291¬0,204¬55¬27¬37¬21¬15¬2928
63594¬Quimbaya¬Quindio¬310¬0,918¬57¬17¬32¬27¬24¬376
66594¬Quinchía¬Risaralda¬315¬0,663¬58¬15¬31¬28¬26¬434
25596¬Quipile¬Cundinamarca¬308¬1,633¬49¬16¬33¬33¬19¬86
15580¬Quípama¬Boyacá¬301¬2,398¬67¬24¬29¬29¬18¬68
54599¬Ragonvalia¬Norte De Santander¬310¬0,51¬59¬12¬39¬32¬17¬69
15599¬Ramiriquí¬Boyacá¬320¬0,918¬56¬9¬35¬32¬24¬170
85279¬Recetor¬Casanare¬272¬3,622¬43¬21¬58¬16¬5¬19
13580¬Regidor¬Bolívar¬278¬0,459¬53¬35¬35¬18¬12¬103
05604¬Remedios¬Antioquia¬285¬1,02¬53¬26¬44¬20¬10¬616
47605¬Remolino¬Magdalena¬265¬1,633¬48¬37¬44¬15¬4¬124
08606¬Repelón¬Atlántico¬260¬0,816¬49¬45¬38¬11¬5¬463
50606¬Restrepo¬Meta¬330¬0,714¬52¬9¬25¬35¬32¬318
76606¬Restrepo¬Valle Del Cauca¬333¬0,918¬59¬8¬24¬35¬33¬271
05607¬Retiro¬Antioquia¬341¬0,816¬60¬10¬29¬22¬39¬345
25612¬Ricaurte¬Cundinamarca¬278¬1,224¬52¬29¬45¬18¬8¬145
52612¬Ricaurte¬Nariño¬288¬1,48¬51¬27¬39¬19¬15¬218
73616¬Rioblanco¬Tolima¬302¬0,867¬59¬20¬35¬28¬18¬454
