MUNI_ID¬MUNI_NOMBRE¬DEPA_NOMBRE¬PUNTAJE_PROMEDIO¬ERRORESTANDARPROMEDIO¬DESVIACION¬PORCENTAJE_INSUFICIENTE¬PORCENTAJE_MINIMO¬PORCENTAJE_SATISFACTORIO¬PORCENTAJE_AVANZADO¬N
05002¬Abejorral¬Antioquia¬322¬0,765¬61¬11¬33¬25¬31¬290
76616¬Riofrío¬Valle Del Cauca¬301¬1,071¬53¬19¬38¬27¬16¬237
44001¬Riohacha¬La Guajira¬286¬0,306¬50¬30¬38¬19¬13¬4114
05615¬Rionegro¬Antioquia¬315¬0,306¬55¬14¬37¬26¬23¬1692
68615¬Rionegro¬Santander¬300¬0,663¬53¬19¬38¬29¬14¬472
17614¬Riosucio¬Caldas¬312¬0,51¬55¬14¬34¬30¬22¬699
27615¬Riosucio¬Chocó¬304¬0,969¬62¬28¬30¬18¬25¬426
17616¬Risaralda¬Caldas¬320¬1,02¬54¬10¬31¬35¬24¬154
41615¬Rivera¬Huila¬307¬0,612¬56¬20¬32¬28¬20¬454
52621¬Roberto Payán¬Nariño¬277¬1,429¬45¬44¬35¬6¬14¬161
76622¬Roldanillo¬Valle Del Cauca¬318¬0,816¬61¬14¬33¬27¬27¬419
73622¬Roncesvalles¬Tolima¬287¬2,041¬49¬19¬48¬24¬9¬96
15621¬Rondón¬Boyacá¬329¬0,612¬54¬9¬27¬35¬29¬34
19622¬Rosas¬Cauca¬331¬0,714¬60¬12¬26¬29¬33¬126
73624¬Rovira¬Tolima¬306¬0,969¬60¬17¬35¬28¬20¬442
15600¬Ráquira¬Boyacá¬294¬1,99¬59¬19¬40¬28¬14¬96
27580¬Río Iró¬Chocó¬312¬1,276¬61¬21¬28¬24¬27¬172
27600¬Río Quito¬Chocó¬315¬0,765¬58¬22¬28¬20¬31¬200
13600¬Río Viejo¬Bolívar¬262¬1,327¬49¬44¬38¬12¬6¬112
20614¬Río de Oro¬Cesar¬322¬0,918¬63¬14¬30¬27¬29¬293
54874¬Villa del Rosario¬Norte De Santander¬308¬0,306¬54¬15¬37¬27¬21¬1354
86885¬Villagarzón¬Putumayo¬305¬0,612¬55¬20¬36¬24¬20¬467
25871¬Villagómez¬Cundinamarca¬346¬0,204¬63¬4¬23¬35¬39¬26
73870¬Villahermosa¬Tolima¬328¬0,969¬60¬8¬30¬31¬31¬175
17873¬Villamaría¬Caldas¬312¬0,357¬54¬14¬33¬30¬24¬638
13873¬Villanueva¬Bolívar¬276¬0,867¬61¬38¬38¬13¬12¬518
44874¬Villanueva¬La Guajira¬295¬0,51¬51¬24¬33¬29¬15¬576
68872¬Villanueva¬Santander¬333¬0,714¬59¬6¬27¬35¬32¬85
85440¬Villanueva¬Casanare¬313¬0,357¬63¬16¬31¬30¬23¬611
25873¬Villapinzón¬Cundinamarca¬333¬0,765¬63¬11¬28¬28¬34¬195
73873¬Villarrica¬Tolima¬331¬1,939¬60¬12¬23¬33¬32¬73
50001¬Villavicencio¬Meta¬323¬0,153¬56¬12¬30¬29¬29¬8528
41872¬Villavieja¬Huila¬309¬2,704¬55¬21¬26¬30¬23¬89
25875¬Villeta¬Cundinamarca¬309¬0,663¬55¬18¬35¬25¬22¬418
25878¬Viotá¬Cundinamarca¬293¬0,714¬57¬21¬40¬26¬13¬240
15879¬Viracachá¬Boyacá¬313¬0¬62¬13¬42¬21¬25¬24
50711¬Vista Hermosa¬Meta¬308¬0,816¬55¬14¬38¬31¬17¬373
17877¬Viterbo¬Caldas¬309¬1,173¬56¬13¬36¬31¬19¬173
68861¬Vélez¬Santander¬325¬0,867¬54¬9¬30¬29¬33¬277
25885¬Yacopí¬Cundinamarca¬346¬1,071¬75¬10¬23¬26¬41¬222
52885¬Yacuanquer¬Nariño¬320¬3,469¬42¬7¬36¬32¬26¬108
41885¬Yaguará¬Huila¬295¬1,122¬44¬12¬50¬26¬12¬99
05885¬Yalí¬Antioquia¬320¬0,918¬69¬14¬26¬34¬25¬114
05887¬Yarumal¬Antioquia¬306¬0,816¬57¬16¬36¬30¬18¬727
97889¬Yavaraté¬Vaupés¬279¬1,276¬37¬19¬54¬27¬0¬26
05890¬Yolombó¬Antioquia¬309¬1,071¬65¬19¬35¬22¬25¬388
05893¬Yondó¬Antioquia¬304¬0,918¬55¬18¬38¬25¬19¬376
85001¬Yopal¬Casanare¬310¬0,204¬54¬16¬37¬25¬23¬2941
76890¬Yotoco¬Valle Del Cauca¬298¬1,173¬50¬24¬40¬18¬19¬217
76892¬Yumbo¬Valle Del Cauca¬291¬0,357¬53¬23¬40¬24¬13¬1433
13894¬Zambrano¬Bolívar¬274¬1,327¬48¬35¬45¬11¬9¬213
68895¬Zapatoca¬Santander¬315¬1,02¬57¬13¬33¬27¬27¬161
47960¬Zapayán¬Magdalena¬265¬0,816¬47¬43¬39¬12¬6¬183
05895¬Zaragoza¬Antioquia¬279¬0,612¬51¬35¬40¬15¬11¬741
76895¬Zarzal¬Valle Del Cauca¬313¬0,51¬61¬17¬33¬24¬26¬608
15897¬Zetaquira¬Boyacá¬296¬1,786¬51¬23¬33¬27¬17¬64
25898¬Zipacón¬Cundinamarca¬316¬0,918¬61¬12¬35¬32¬20¬74
25899¬Zipaquirá¬Cundinamarca¬337¬0,255¬55¬9¬26¬27¬37¬2099
47980¬Zona Bananera¬Magdalena¬301¬0,51¬56¬27¬30¬20¬23¬1657
25851¬útica¬Cundinamarca¬280¬2,296¬45¬24¬54¬14¬8¬37
85136¬La Salina¬Casanare¬305¬0¬61¬26¬22¬35¬17¬23
85315¬Sácama¬Casanare¬349¬0¬47¬0¬17¬44¬39¬18
85325¬San Luis De Palen¬Casanare¬307¬1,224¬55¬15¬33¬33¬19¬156
85430¬Trinidad¬Casanare¬308¬0,816¬53¬21¬31¬31¬18¬305
91407¬La Pedrera¬Amazonas¬242¬4,286¬48¬60¬33¬7¬0¬15
94343¬Barranco Minas¬Guainía¬256¬0,561¬48¬53¬36¬7¬4¬211
94663¬Mapiripana¬Guainía¬248¬0¬41¬48¬44¬9¬0¬23
94884¬Puerto Colombia¬Guainía¬297¬2,143¬55¬19¬41¬30¬11¬27
94886¬Cacahual¬Guainía¬285¬7,755¬59¬29¬52¬10¬10¬21
99524¬La Primavera¬Vichada¬288¬0,765¬47¬22¬45¬23¬10¬278
99624¬Santa Rosalía¬Vichada¬289¬1,173¬43¬24¬38¬26¬12¬95
23682¬San José de Uré¬Córdoba¬317¬1,173¬68¬19¬29¬23¬30¬217
05792¬Tarso¬Antioquia¬309¬1,582¬57¬15¬35¬30¬19¬79
13490¬Norosi¬Bolívar¬277¬1,888¬53¬29¬47¬16¬8¬158
52473¬Mosquera¬Nariño¬277¬1,327¬40¬36¬39¬17¬8¬166
91263¬El Encanto¬Amazonas¬261¬7,449¬81¬52¬19¬13¬16¬31
91460¬Miriti-Parana¬Amazonas¬260¬0¬36¬56¬22¬22¬0¬9
91530¬Puerto Alegria¬Amazonas¬266¬0¬27¬33¬60¬7¬0¬15
94883¬San Felipe¬Guainía¬324¬7,347¬87¬13¬42¬13¬33¬24
94885¬La Guadalupe¬Guainía¬268¬0¬49¬43¬29¬29¬0¬7
97161¬Caruru¬Vaupés¬250¬1,837¬37¬52¬39¬9¬0¬46
23815¬Tuchín¬Córdoba¬267¬0,357¬43¬38¬46¬12¬4¬911
52385¬La Llanada¬Nariño¬303¬2,5¬53¬21¬36¬23¬21¬44
68655¬Sabana de Torres¬Santander¬285¬0,51¬53¬29¬39¬19¬13¬631
08634¬Sabanagrande¬Atlántico¬311¬0,306¬62¬17¬33¬26¬25¬554
05628¬Sabanalarga¬Antioquia¬293¬0,969¬48¬19¬45¬24¬12¬153
08638¬Sabanalarga¬Atlántico¬290¬0,357¬55¬27¬40¬18¬15¬1774
85300¬Sabanalarga¬Casanare¬353¬0,867¬57¬4¬16¬33¬47¬55
47660¬Sabanas de San An¬Magdalena¬276¬1,276¬53¬35¬40¬14¬11¬393
05631¬Sabaneta¬Antioquia¬328¬0,459¬60¬11¬28¬28¬33¬704
15632¬Saboyá¬Boyacá¬332¬0,561¬57¬8¬30¬24¬38¬184
23660¬Sahagún¬Córdoba¬302¬0,306¬53¬20¬38¬26¬17¬1884
41660¬Saladoblanco¬Huila¬317¬0,765¬50¬11¬32¬35¬23¬240
17653¬Salamina¬Caldas¬302¬1,02¬55¬20¬39¬21¬20¬186
47675¬Salamina¬Magdalena¬276¬0,561¬49¬32¬46¬15¬8¬158
54660¬Salazar¬Norte De Santander¬335¬1,276¬62¬10¬26¬24¬39¬168
73671¬Saldaña¬Tolima¬318¬1,837¬58¬12¬34¬26¬28¬219
63690¬Salento¬Quindio¬331¬2,041¬68¬14¬27¬23¬37¬124
05642¬Salgar¬Antioquia¬297¬0,663¬50¬18¬43¬25¬14¬320
15646¬Samacá¬Boyacá¬321¬0,459¬61¬14¬30¬28¬28¬428
52678¬Samaniego¬Nariño¬332¬0,51¬47¬10¬29¬26¬35¬384
17662¬Samaná¬Caldas¬328¬0,969¬55¬12¬24¬31¬33¬317
70670¬Sampués¬Sucre¬305¬0,408¬48¬17¬39¬25¬19¬893
41668¬San Agustín¬Huila¬313¬0,459¬56¬13¬35¬31¬21¬547
20710¬San Alberto¬Cesar¬291¬0,561¬48¬24¬43¬20¬14¬473
68669¬San Andrés¬Santander¬348¬0,408¬58¬3¬22¬36¬39¬138
88001¬San Andrés¬San Andrés¬276¬0,663¬47¬32¬44¬18¬6¬780
23670¬San Andrés Sotave¬Córdoba¬283¬0,459¬49¬29¬41¬19¬11¬880
05647¬San Andrés de Cue¬Antioquia¬312¬1,429¬65¬16¬37¬26¬21¬86
23672¬San Antero¬Córdoba¬297¬0,765¬61¬28¬34¬18¬20¬602
73675¬San Antonio¬Tolima¬301¬0,765¬53¬16¬43¬24¬17¬254
25645¬San Antonio del T¬Cundinamarca¬306¬0,918¬59¬15¬38¬30¬18¬183
68673¬San Benito¬Santander¬322¬0¬60¬6¬39¬22¬33¬36
70678¬San Benito Abad¬Sucre¬277¬0,816¬50¬34¬40¬17¬9¬567
25649¬San Bernardo¬Cundinamarca¬332¬1,684¬66¬10¬27¬27¬35¬146
52685¬San Bernardo¬Nariño¬348¬0,867¬44¬4¬17¬39¬40¬93
23675¬San Bernardo del¬Córdoba¬294¬0,867¬54¬24¬39¬24¬13¬581
54670¬San Calixto¬Norte De Santander¬337¬0,918¬70¬12¬27¬22¬40¬242
05649¬San Carlos¬Antioquia¬319¬0,561¬63¬11¬36¬26¬27¬267
23678¬San Carlos¬Córdoba¬311¬0,816¬54¬17¬31¬29¬23¬466
50680¬San Carlos de Gua¬Meta¬288¬0,969¬52¬21¬49¬19¬10¬243
25653¬San Cayetano¬Cundinamarca¬350¬1,735¬48¬4¬14¬39¬44¬52
54673¬San Cayetano¬Norte De Santander¬310¬0,867¬57¬15¬32¬31¬22¬124
13620¬San Cristóbal¬Bolívar¬257¬0,969¬43¬47¬41¬9¬3¬111
20750¬San Diego¬Cesar¬326¬0,765¬60¬18¬25¬21¬36¬401
15660¬San Eduardo¬Boyacá¬296¬1,99¬52¬20¬44¬24¬12¬25
13647¬San Estanislao¬Bolívar¬258¬0,918¬46¬41¬46¬10¬3¬298
13650¬San Fernando¬Bolívar¬272¬1,684¬55¬38¬39¬12¬11¬203
05652¬San Francisco¬Antioquia¬305¬1,224¬59¬18¬35¬27¬21¬120
25658¬San Francisco¬Cundinamarca¬314¬0¬59¬15¬32¬30¬23¬163
86755¬San Francisco¬Putumayo¬318¬1,531¬48¬9¬29¬45¬17¬89
68679¬San Gil¬Santander¬347¬0,459¬57¬7¬23¬29¬41¬873
13654¬San Jacinto¬Bolívar¬320¬0,969¬62¬15¬27¬30¬28¬427
13655¬San Jacinto del C¬Bolívar¬286¬1,224¬48¬30¬42¬14¬14¬221
05656¬San Jerónimo¬Antioquia¬306¬0,867¬59¬21¬35¬23¬22¬190
68682¬San Joaquín¬Santander¬362¬2,092¬59¬3¬16¬29¬53¬38
17665¬San José¬Caldas¬316¬1,888¬64¬14¬32¬30¬24¬66
68684¬San José de Miran¬Santander¬348¬0,867¬66¬6¬33¬16¬46¬55
15664¬San José de Pare¬Boyacá¬320¬2,245¬53¬10¬34¬30¬26¬61
05658¬San José de la Mo¬Antioquia¬299¬2,041¬49¬19¬38¬32¬11¬72
18610¬San José del Frag¬Caquetá¬316¬1,071¬63¬17¬30¬25¬28¬307
95001¬San José del Guav¬Guaviare¬302¬0,459¬53¬19¬35¬28¬17¬978
27660¬San José del Palm¬Chocó¬363¬2,551¬74¬9¬11¬20¬60¬99
13657¬San Juan Nepomuce¬Bolívar¬295¬0,714¬52¬25¬35¬23¬17¬578
50683¬San Juan de Arama¬Meta¬310¬1,633¬57¬13¬38¬28¬21¬114
70702¬San Juan de Betul¬Sucre¬276¬0,816¬47¬34¬41¬18¬7¬218
25662¬San Juan de Río S¬Cundinamarca¬343¬1,276¬67¬13¬24¬19¬44¬131
05659¬San Juan de Urabá¬Antioquia¬278¬1,122¬54¬34¬42¬14¬10¬507
44650¬San Juan del Cesa¬La Guajira¬325¬0,612¬61¬14¬31¬23¬33¬847
50686¬San Juanito¬Meta¬305¬3,827¬57¬21¬33¬25¬21¬24
52687¬San Lorenzo¬Nariño¬317¬0,561¬41¬10¬35¬30¬25¬255
05660¬San Luis¬Antioquia¬319¬1,173¬56¬12¬35¬25¬28¬249
73678¬San Luis¬Tolima¬304¬1,173¬57¬19¬34¬27¬20¬209
15667¬San Luis de Gacen¬Boyacá¬307¬1,02¬52¬14¬44¬22¬20¬64
70742¬San Luis de Sincé¬Sucre¬304¬0,663¬61¬24¬31¬21¬24¬550
70708¬San Marcos¬Sucre¬288¬0,612¬53¬27¬41¬21¬12¬1162
20770¬San Martín¬Cesar¬294¬0,867¬54¬23¬39¬24¬15¬454
50689¬San Martín¬Meta¬289¬0,816¬54¬23¬45¬19¬13¬418
13667¬San Martín de Lob¬Bolívar¬276¬0,969¬51¬36¬37¬16¬11¬332
15673¬San Mateo¬Boyacá¬319¬3,673¬46¬9¬38¬27¬27¬34
68686¬San Miguel¬Santander¬368¬1,327¬43¬0¬6¬41¬53¬32
86757¬San Miguel¬Putumayo¬302¬0,663¬55¬17¬44¬22¬17¬318
15676¬San Miguel de Sem¬Boyacá¬323¬1,582¬53¬9¬32¬32¬26¬53
70713¬San Onofre¬Sucre¬278¬0,408¬50¬33¬42¬14¬11¬1217
13670¬San Pablo¬Bolívar¬280¬0,765¬51¬32¬40¬19¬8¬644
52693¬San Pablo¬Nariño¬320¬0,918¬46¬15¬22¬39¬25¬179
15681¬San Pablo de Borb¬Boyacá¬327¬1,531¬65¬11¬26¬31¬33¬104
70717¬San Pedro¬Sucre¬310¬0,816¬53¬12¬40¬27¬21¬326
76670¬San Pedro¬Valle Del Cauca¬347¬1,633¬69¬10¬18¬29¬43¬205
52694¬San Pedro de Cart¬Nariño¬345¬2,041¬50¬9¬18¬30¬44¬103
05665¬San Pedro de Urab¬Antioquia¬284¬0,612¬53¬29¬42¬19¬11¬815
05664¬San Pedro de los¬Antioquia¬304¬0,561¬54¬18¬34¬29¬19¬423
23686¬San Pelayo¬Córdoba¬307¬0,459¬59¬21¬40¬19¬21¬635
05667¬San Rafael¬Antioquia¬307¬0,918¬59¬19¬35¬26¬21¬224
05670¬San Roque¬Antioquia¬329¬1,122¬68¬10¬30¬30¬30¬343
19693¬San Sebastián¬Cauca¬327¬1,173¬57¬12¬32¬24¬33¬119
47692¬San Sebastián de¬Magdalena¬295¬0,765¬60¬26¬38¬20¬16¬423
05674¬San Vicente¬Antioquia¬308¬0,561¬64¬18¬33¬29¬20¬269
68689¬San Vicente de Ch¬Santander¬325¬1,122¬57¬11¬29¬34¬27¬478
18753¬San Vicente del C¬Caquetá¬303¬0,561¬57¬20¬37¬25¬18¬1172
47703¬San Zenón¬Magdalena¬291¬1,276¬58¬28¬36¬19¬17¬257
52683¬Sandoná¬Nariño¬305¬0,969¬51¬17¬37¬27¬19¬223
47707¬Santa Ana¬Magdalena¬302¬1,582¬64¬26¬30¬19¬24¬363
05679¬Santa Bárbara¬Antioquia¬312¬0,816¬60¬15¬34¬28¬23¬312
52696¬Santa Bárbara¬Nariño¬292¬1,735¬47¬31¬35¬18¬16¬160
68705¬Santa Bárbara¬Santander¬345¬2,143¬70¬7¬23¬25¬46¬44
47720¬Santa Bárbara de¬Magdalena¬293¬1,122¬55¬23¬40¬25¬13¬252
13673¬Santa Catalina¬Bolívar¬271¬0,918¬46¬36¬48¬10¬7¬250
68720¬Santa Helena del¬Santander¬342¬1,276¬58¬6¬25¬30¬38¬79
73686¬Santa Isabel¬Tolima¬321¬1,173¬61¬13¬29¬31¬28¬104
08675¬Santa Lucía¬Atlántico¬260¬0,918¬42¬42¬45¬10¬3¬186
47001¬Santa Marta¬Magdalena¬307¬0,204¬55¬19¬36¬23¬22¬8485
15690¬Santa María¬Boyacá¬309¬1,173¬52¬12¬33¬40¬14¬57
41676¬Santa María¬Huila¬328¬1,224¬61¬11¬29¬28¬33¬203
13683¬Santa Rosa¬Bolívar¬312¬0,561¬62¬21¬28¬22¬28¬310
19701¬Santa Rosa¬Cauca¬351¬2,398¬64¬7¬26¬24¬43¬86
66682¬Santa Rosa de Cab¬Risaralda¬307¬0,408¬56¬15¬38¬28¬19¬945
05686¬Santa Rosa de Oso¬Antioquia¬304¬0,561¬53¬18¬36¬28¬18¬612
15693¬Santa Rosa de Vit¬Boyacá¬321¬1,276¬64¬11¬39¬23¬27¬139
13688¬Santa Rosa del Su¬Bolívar¬318¬0,408¬55¬11¬36¬29¬24¬738
15696¬Santa Sofía¬Boyacá¬302¬0¬55¬22¬28¬28¬22¬36
52699¬Santacruz¬Nariño¬331¬1,99¬34¬11¬18¬38¬33¬123
05042¬Santafé de Antioq¬Antioquia¬288¬0,765¬50¬23¬45¬23¬10¬426
15686¬Santana¬Boyacá¬340¬1,48¬65¬7¬25¬24¬44¬135
19698¬Santander de Quil¬Cauca¬297¬0,204¬52¬21¬38¬25¬16¬1750
54680¬Santiago¬Norte De Santander¬310¬3,776¬45¬20¬30¬30¬20¬30
86760¬Santiago¬Putumayo¬313¬1,378¬53¬17¬40¬20¬24¬96
70820¬Santiago de Tolú¬Sucre¬278¬0,459¬47¬34¬39¬17¬10¬677
05690¬Santo Domingo¬Antioquia¬326¬1,071¬65¬11¬32¬25¬32¬200
08685¬Santo Tomás¬Atlántico¬321¬0,816¬61¬12¬34¬25¬29¬358
66687¬Santuario¬Risaralda¬349¬1,633¬61¬5¬21¬31¬43¬168
52720¬Sapuyes¬Nariño¬287¬0,408¬37¬22¬50¬20¬9¬93
81736¬Saravena¬Arauca¬309¬0,459¬55¬15¬37¬27¬20¬1003
54720¬Sardinata¬Norte De Santander¬324¬0,663¬61¬13¬29¬28¬30¬509
25718¬Sasaima¬Cundinamarca¬312¬0,867¬56¬13¬36¬29¬23¬182
15720¬Sativanorte¬Boyacá¬339¬5,153¬70¬18¬24¬24¬35¬17
15723¬Sativasur¬Boyacá¬367¬0¬58¬7¬7¬29¬57¬14
05736¬Segovia¬Antioquia¬272¬0,663¬55¬36¬39¬18¬7¬725
25736¬Sesquilé¬Cundinamarca¬297¬0,765¬47¬18¬42¬25¬15¬197
76736¬Sevilla¬Valle Del Cauca¬310¬0,918¬58¬16¬34¬27¬23¬489
15740¬Siachoque¬Boyacá¬309¬0,765¬49¬14¬39¬25¬22¬115
25740¬Sibaté¬Cundinamarca¬319¬0,408¬56¬13¬30¬29¬27¬608
86749¬Sibundoy¬Putumayo¬318¬0,51¬57¬11¬35¬30¬24¬236
54743¬Silos¬Norte De Santander¬331¬1,071¬52¬6¬25¬36¬33¬64
25743¬Silvania¬Cundinamarca¬317¬0,918¬56¬13¬33¬26¬29¬295
19743¬Silvia¬Cauca¬287¬0,561¬51¬27¬41¬18¬14¬517
68745¬Simacota¬Santander¬312¬2,092¬63¬15¬37¬25¬23¬138
25745¬Simijaca¬Cundinamarca¬325¬0,561¬52¬12¬31¬24¬33¬242
13744¬Simití¬Bolívar¬303¬0,918¬61¬19¬38¬23¬20¬338
70001¬Sincelejo¬Sucre¬312¬0,204¬54¬16¬33¬27¬24¬5308
27745¬Sipí¬Chocó¬268¬0,663¬47¬43¬40¬10¬7¬81
47745¬Sitionuevo¬Magdalena¬279¬0,612¬53¬38¬35¬13¬14¬575
25754¬Soacha¬Cundinamarca¬318¬0,153¬55¬13¬33¬29¬26¬9703
15753¬Soatá¬Boyacá¬325¬1,429¬67¬13¬29¬23¬35¬119
15757¬Socha¬Boyacá¬324¬1,684¬59¬12¬30¬30¬28¬137
68755¬Socorro¬Santander¬341¬0,663¬61¬7¬24¬32¬38¬475
15755¬Socotá¬Boyacá¬315¬1,071¬55¬12¬39¬24¬25¬124
15759¬Sogamoso¬Boyacá¬324¬0,204¬54¬9¬31¬32¬29¬2176
18756¬Solano¬Caquetá¬310¬1,071¬56¬18¬35¬26¬21¬220
08758¬Soledad¬Atlántico¬326¬0,153¬56¬15¬29¬24¬32¬9015
18785¬Solita¬Caquetá¬292¬1,327¬55¬31¬30¬23¬16¬155
15761¬Somondoco¬Boyacá¬331¬3,163¬55¬4¬19¬54¬23¬26
05756¬Sonson¬Antioquia¬317¬0,918¬70¬17¬33¬21¬29¬406
05761¬Sopetrán¬Antioquia¬307¬0,867¬59¬15¬35¬29¬21¬224
13760¬Soplaviento¬Bolívar¬270¬1,633¬56¬43¬34¬19¬5¬133
25758¬Sopó¬Cundinamarca¬331¬0,306¬54¬9¬28¬30¬34¬388
15762¬Sora¬Boyacá¬323¬3,112¬74¬10¬31¬33¬26¬42
15764¬Soracá¬Boyacá¬348¬1,071¬56¬2¬21¬36¬41¬113
15763¬Sotaquirá¬Boyacá¬329¬0,918¬59¬14¬22¬26¬38¬126
19760¬Sotara¬Cauca¬304¬2,092¬53¬17¬34¬31¬18¬123
68770¬Suaita¬Santander¬311¬0,459¬60¬20¬29¬31¬21¬204
08770¬Suan¬Atlántico¬289¬0,357¬53¬24¬41¬24¬12¬189
41770¬Suaza¬Huila¬338¬0,714¬56¬7¬25¬31¬37¬387
25769¬Subachoque¬Cundinamarca¬341¬0,612¬55¬8¬24¬29¬39¬354
19785¬Sucre¬Cauca¬321¬0,969¬51¬12¬32¬27¬29¬113
68773¬Sucre¬Santander¬324¬1,48¬49¬8¬30¬31¬30¬96
70771¬Sucre¬Sucre¬295¬0,969¬54¬23¬40¬20¬18¬481
25772¬Suesca¬Cundinamarca¬320¬0,918¬56¬11¬32¬31¬27¬280
25777¬Supatá¬Cundinamarca¬394¬1,786¬66¬4¬9¬12¬75¬81
17777¬Supía¬Caldas¬296¬0,714¬60¬20¬37¬27¬16¬432
68780¬Suratá¬Santander¬326¬3,163¬50¬9¬25¬36¬30¬56
25779¬Susa¬Cundinamarca¬317¬0,867¬58¬14¬26¬35¬26¬104
15774¬Susacón¬Boyacá¬427¬0¬86¬0¬4¬25¬71¬24
15776¬Sutamarchán¬Boyacá¬301¬0,357¬41¬14¬39¬35¬12¬84
25781¬Sutatausa¬Cundinamarca¬360¬1,378¬65¬2¬22¬19¬56¬126
15778¬Sutatenza¬Boyacá¬328¬0,102¬55¬3¬41¬31¬26¬39
19780¬Suárez¬Cauca¬286¬0,714¬57¬29¬37¬22¬13¬377
73770¬Suárez¬Tolima¬300¬3,214¬49¬18¬33¬36¬13¬45
15638¬Sáchica¬Boyacá¬317¬1,531¬59¬18¬24¬29¬29¬62
25785¬Tabio¬Cundinamarca¬320¬0,408¬54¬11¬32¬33¬24¬309
27787¬Tadó¬Chocó¬283¬0,765¬58¬33¬35¬20¬13¬465
13780¬Talaigua Nuevo¬Bolívar¬273¬1,48¬50¬37¬42¬13¬8¬264
20787¬Tamalameque¬Cesar¬304¬0,816¬62¬24¬30¬25¬21¬323
81794¬Tame¬Arauca¬300¬0,51¬53¬19¬41¬23¬17¬1157
52786¬Taminango¬Nariño¬306¬0,765¬46¬16¬38¬27¬19¬241
52788¬Tangua¬Nariño¬325¬0,663¬44¬10¬33¬31¬27¬128
97666¬Taraira¬Vaupés¬266¬0¬44¬32¬45¬23¬0¬31
91798¬Tarapacá¬Amazonas¬268¬1,735¬39¬40¬41¬12¬8¬78
05790¬Tarazá¬Antioquia¬287¬0,663¬53¬25¬43¬21¬12¬845
41791¬Tarqui¬Huila¬312¬0,969¬54¬15¬38¬23¬24¬315
15790¬Tasco¬Boyacá¬321¬0,816¬60¬14¬23¬36¬27¬120
85410¬Tauramena¬Casanare¬305¬0,459¬53¬16¬40¬22¬22¬387
25793¬Tausa¬Cundinamarca¬332¬0,765¬58¬11¬21¬37¬32¬150
41799¬Tello¬Huila¬294¬1,122¬54¬24¬43¬21¬13¬204
25797¬Tena¬Cundinamarca¬309¬1,531¬61¬18¬34¬30¬18¬111
47798¬Tenerife¬Magdalena¬310¬0,816¬57¬19¬31¬23¬27¬291
25799¬Tenjo¬Cundinamarca¬331¬0,612¬57¬10¬25¬31¬34¬557
15798¬Tenza¬Boyacá¬323¬0¬65¬9¬27¬31¬33¬45
54800¬Teorama¬Norte De Santander¬301¬0,867¬56¬20¬38¬24¬18¬385
41801¬Teruel¬Huila¬319¬1,122¬55¬13¬35¬28¬24¬140
41797¬Tesalia¬Huila¬332¬1,276¬60¬12¬27¬21¬39¬183
25805¬Tibacuy¬Cundinamarca¬349¬2,041¬55¬4¬17¬34¬45¬71
15804¬Tibaná¬Boyacá¬327¬0,867¬58¬7¬33¬31¬29¬120
15806¬Tibasosa¬Boyacá¬323¬0,867¬59¬15¬30¬27¬28¬184
25807¬Tibirita¬Cundinamarca¬317¬5¬67¬16¬26¬26¬32¬31
54810¬Tibú¬Norte De Santander¬284¬0,612¬57¬31¬39¬17¬14¬1129
23807¬Tierralta¬Córdoba¬292¬0,357¬52¬25¬39¬22¬14¬2038
41807¬Timaná¬Huila¬315¬0,663¬55¬15¬31¬30¬24¬353
19809¬Timbiquí¬Cauca¬281¬0,816¬55¬34¬38¬15¬13¬557
19807¬Timbío¬Cauca¬316¬0,612¬47¬12¬30¬37¬21¬444
15808¬Tinjacá¬Boyacá¬345¬3,112¬64¬3¬26¬34¬37¬38
15810¬Tipacoque¬Boyacá¬316¬2,449¬59¬16¬26¬30¬28¬43
13810¬Tiquisio¬Bolívar¬272¬0,714¬47¬35¬45¬13¬7¬493
05809¬Titiribí¬Antioquia¬315¬1,327¬56¬13¬35¬30¬22¬112
15814¬Toca¬Boyacá¬323¬0,867¬60¬12¬30¬29¬28¬148
25815¬Tocaima¬Cundinamarca¬303¬0,51¬60¬20¬36¬23¬21¬230
25817¬Tocancipá¬Cundinamarca¬312¬0,357¬53¬12¬36¬32¬21¬746
15816¬Togüí¬Boyacá¬302¬1,224¬53¬17¬39¬28¬16¬94
05819¬Toledo¬Antioquia¬291¬2,041¬65¬25¬37¬25¬13¬114
54820¬Toledo¬Norte De Santander¬331¬0,969¬63¬12¬30¬26¬32¬281
70823¬Tolú Viejo¬Sucre¬292¬0,663¬50¬27¬37¬21¬15¬412
68820¬Tona¬Santander¬331¬1,122¬58¬5¬35¬26¬34¬130
25823¬Topaipí¬Cundinamarca¬300¬2,143¬57¬23¬33¬25¬19¬57
19821¬Toribio¬Cauca¬287¬0,612¬49¬24¬42¬23¬11¬600
76823¬Toro¬Valle Del Cauca¬322¬1,48¬64¬14¬30¬28¬29¬185
15822¬Tota¬Boyacá¬303¬1,224¬58¬19¬37¬25¬19¬95
19824¬Totoró¬Cauca¬288¬0,663¬53¬28¬38¬23¬12¬399
76828¬Trujillo¬Valle Del Cauca¬317¬1,276¬64¬19¬32¬21¬28¬253
08832¬Tubará¬Atlántico¬281¬0,765¬57¬34¬36¬20¬11¬209
