MUNI_ID¬MUNI_NOMBRE¬DEPA_NOMBRE¬PUNTAJE_PROMEDIO¬ERRORESTANDARPROMEDIO¬DESVIACION¬PORCENTAJE_INSUFICIENTE¬PORCENTAJE_MINIMO¬PORCENTAJE_SATISFACTORIO¬PORCENTAJE_AVANZADO¬N
05002¬Abejorral¬Antioquia¬313¬0,765¬56¬7¬47¬40¬5¬188
47030¬Algarrobo¬Magdalena¬260¬1,173¬54¬37¬43¬20¬0¬230
41020¬Algeciras¬Huila¬314¬1,071¬56¬7¬45¬42¬6¬294
19022¬Almaguer¬Cauca¬284¬0,969¬49¬18¬54¬28¬0¬232
15022¬Almeida¬Boyacá¬301¬0¬66¬13¬54¬29¬4¬24
73024¬Alpujarra¬Tolima¬315¬1,888¬47¬5¬42¬53¬0¬62
41026¬Altamira¬Huila¬340¬0¬46¬0¬30¬66¬5¬44
27025¬Alto Baudó¬Chocó¬227¬1,48¬44¬61¬32¬7¬0¬87
13030¬Altos del Rosario¬Bolívar¬258¬2,092¬46¬33¬55¬12¬0¬116
73026¬Alvarado¬Tolima¬300¬1,837¬56¬10¬58¬29¬3¬79
05030¬Amagá¬Antioquia¬311¬1,48¬58¬12¬39¬43¬5¬284
05031¬Amalfi¬Antioquia¬315¬0,816¬58¬8¬44¬44¬5¬285
73030¬Ambalema¬Tolima¬277¬1,276¬58¬28¬43¬28¬2¬61
25035¬Anapoima¬Cundinamarca¬308¬0,51¬52¬6¬52¬39¬3¬176
52036¬Ancuyá¬Nariño¬320¬1,122¬57¬9¬35¬51¬5¬98
76036¬Andalucía¬Valle Del Cauca¬314¬1,071¬53¬8¬40¬48¬5¬234
05034¬Andes¬Antioquia¬313¬0,816¬56¬8¬46¬40¬6¬549
05036¬Angelópolis¬Antioquia¬293¬1,48¬49¬13¬45¬42¬0¬62
05038¬Angostura¬Antioquia¬278¬1,02¬55¬22¬52¬25¬1¬246
25040¬Anolaima¬Cundinamarca¬321¬0,867¬56¬8¬39¬48¬5¬168
05040¬Anorí¬Antioquia¬272¬1,327¬54¬22¬59¬16¬3¬196
17042¬Anserma¬Caldas¬308¬0,867¬52¬9¬47¬42¬2¬325
76041¬Ansermanuevo¬Valle Del Cauca¬302¬1,48¬59¬10¬48¬39¬3¬158
05044¬Anza¬Antioquia¬308¬4,49¬51¬5¬50¬45¬0¬38
25394¬La Palma¬Cundinamarca¬299¬1,02¬55¬17¬43¬38¬2¬123
20621¬La Paz¬Cesar¬286¬1,071¬56¬21¬50¬28¬2¬378
68397¬La Paz¬Santander¬318¬0,867¬60¬20¬29¬45¬7¬56
25398¬La Peña¬Cundinamarca¬312¬0,663¬65¬13¬40¬41¬6¬85
05390¬La Pintada¬Antioquia¬293¬2,398¬60¬17¬47¬33¬3¬78
41396¬La Plata¬Huila¬310¬0,561¬54¬10¬45¬42¬4¬797
54398¬La Playa¬Norte De Santander¬300¬0,765¬52¬15¬49¬32¬4¬104
19392¬La Sierra¬Cauca¬286¬1,378¬44¬11¬62¬28¬0¬112
63401¬La Tebaida¬Quindio¬306¬0,561¬59¬12¬46¬39¬4¬449
52390¬La Tola¬Nariño¬238¬1,429¬39¬49¬48¬2¬1¬114
05400¬La Unión¬Antioquia¬312¬0,816¬53¬8¬45¬44¬4¬268
52399¬La Unión¬Nariño¬308¬0,714¬55¬10¬49¬37¬3¬357
70400¬La Unión¬Sucre¬303¬0,561¬52¬8¬49¬40¬3¬197
76400¬La Unión¬Valle Del Cauca¬315¬0,612¬56¬9¬42¬43¬6¬428
15403¬La Uvita¬Boyacá¬319¬2,398¬51¬5¬43¬48¬5¬40
19397¬La Vega¬Cauca¬291¬0,918¬54¬14¬54¬29¬3¬201
25402¬La Vega¬Cundinamarca¬316¬1,071¬53¬6¬42¬50¬3¬244
15401¬La Victoria¬Boyacá¬316¬0¬54¬12¬35¬53¬0¬17
76403¬La Victoria¬Valle Del Cauca¬284¬1,684¬58¬17¬54¬28¬1¬151
66400¬La Virginia¬Risaralda¬300¬0,663¬57¬14¬50¬33¬3¬423
54377¬Labateca¬Norte De Santander¬308¬0¬60¬11¬49¬34¬6¬98
15377¬Labranzagrande¬Boyacá¬317¬2,806¬55¬5¬37¬53¬5¬19
68385¬Landázuri¬Santander¬314¬1,122¬56¬8¬41¬48¬3¬141
68406¬Lebrija¬Santander¬317¬0,51¬57¬7¬43¬44¬6¬566
86573¬Leguízamo¬Putumayo¬291¬1,378¬54¬16¬54¬28¬2¬293
52405¬Leiva¬Nariño¬286¬1,02¬49¬14¬58¬27¬0¬139
50400¬Lejanías¬Meta¬311¬0¬52¬8¬45¬44¬2¬135
25407¬Lenguazaque¬Cundinamarca¬304¬0¬53¬9¬51¬37¬3¬99
91001¬Leticia¬Amazonas¬281¬0,765¬54¬22¬52¬24¬2¬763
05411¬Liborina¬Antioquia¬301¬1,531¬61¬16¬46¬35¬4¬116
52411¬Linares¬Nariño¬328¬0,714¬58¬8¬37¬51¬4¬115
27413¬Lloró¬Chocó¬234¬1,378¬39¬57¬37¬7¬0¬108
23417¬Lorica¬Córdoba¬280¬0,408¬54¬22¬53¬23¬3¬1866
52418¬Los Andes¬Nariño¬317¬0,663¬51¬5¬48¬42¬5¬140
23419¬Los Córdobas¬Córdoba¬279¬0,969¬48¬17¬58¬25¬0¬241
70418¬Los Palmitos¬Sucre¬275¬0,663¬50¬23¬55¬20¬1¬325
54405¬Los Patios¬Norte De Santander¬314¬0,357¬57¬9¬44¬42¬5¬969
68418¬Los Santos¬Santander¬299¬0,918¬54¬10¬53¬35¬2¬174
54418¬Lourdes¬Norte De Santander¬313¬1,99¬56¬8¬45¬47¬0¬38
08421¬Luruaco¬Atlántico¬268¬0,765¬50¬27¬53¬18¬1¬362
73408¬Lérida¬Tolima¬289¬0,714¬54¬18¬51¬29¬2¬211
73411¬Líbano¬Tolima¬314¬0,459¬52¬9¬42¬45¬4¬491
19418¬López¬Cauca¬243¬1,531¬47¬42¬52¬7¬0¬199
15425¬Macanal¬Boyacá¬317¬1,122¬59¬14¬29¬52¬6¬52
68425¬Macaravita¬Santander¬316¬0¬53¬9¬47¬43¬2¬47
05425¬Maceo¬Antioquia¬294¬2,755¬49¬12¬55¬32¬1¬69
25426¬Macheta¬Cundinamarca¬315¬0,255¬58¬10¬42¬42¬6¬81
25430¬Madrid¬Cundinamarca¬328¬0,306¬57¬5¬36¬51¬8¬1242
13430¬Magangué¬Bolívar¬294¬0,255¬53¬15¬53¬30¬2¬1720
52427¬Magüi¬Nariño¬248¬1,939¬37¬40¬55¬6¬0¬86
13433¬Mahates¬Bolívar¬259¬0,714¬51¬34¬51¬15¬0¬407
44430¬Maicao¬La Guajira¬278¬0,459¬53¬24¬50¬24¬2¬1991
70429¬Majagual¬Sucre¬267¬0,612¬51¬28¬55¬17¬0¬514
08433¬Malambo¬Atlántico¬303¬0,357¬57¬16¬44¬34¬6¬1447
52435¬Mallama¬Nariño¬297¬0,816¬50¬15¬52¬31¬2¬99
08436¬Manatí¬Atlántico¬256¬0,816¬54¬37¬48¬14¬1¬217
20443¬Manaure¬Cesar¬312¬0,714¬58¬9¬48¬36¬7¬198
44560¬Manaure¬La Guajira¬258¬0,714¬51¬34¬52¬14¬0¬447
17001¬Manizales¬Caldas¬331¬0,204¬55¬6¬35¬51¬9¬3938
25436¬Manta¬Cundinamarca¬308¬0¬73¬17¬32¬44¬7¬41
17433¬Manzanares¬Caldas¬300¬0,612¬53¬13¬46¬38¬3¬240
85139¬Maní¬Casanare¬294¬1,633¬55¬15¬50¬33¬3¬197
50325¬Mapiripán¬Meta¬293¬1,837¬51¬16¬53¬31¬0¬51
13440¬Margarita¬Bolívar¬261¬1,531¬60¬37¬43¬19¬1¬145
05440¬Marinilla¬Antioquia¬313¬0,459¬54¬11¬40¬42¬7¬976
15442¬Maripí¬Boyacá¬304¬0,714¬50¬7¬54¬37¬2¬85
73443¬Mariquita¬Tolima¬318¬0,561¬56¬10¬39¬44¬7¬450
17442¬Marmato¬Caldas¬297¬1,02¬52¬13¬48¬38¬1¬102
17444¬Marquetalia¬Caldas¬314¬0,714¬58¬8¬46¬39¬7¬202
66440¬Marsella¬Risaralda¬293¬1,173¬55¬19¬45¬35¬2¬204
17446¬Marulanda¬Caldas¬311¬1,786¬57¬9¬44¬44¬3¬32
13442¬María la Baja¬Bolívar¬249¬0,663¬50¬43¬46¬11¬0¬671
68444¬Matanza¬Santander¬312¬1,276¬51¬7¬45¬43¬5¬82
05001¬Medellín¬Antioquia¬328¬0,102¬57¬7¬35¬48¬9¬25108
25438¬Medina¬Cundinamarca¬307¬0,765¬48¬5¬50¬44¬1¬97
27425¬Medio Atrato¬Chocó¬237¬0,816¬33¬48¬50¬2¬0¬46
27430¬Medio Baudó¬Chocó¬254¬1,071¬42¬37¬52¬10¬1¬82
27450¬Medio San Juan¬Chocó¬253¬0,714¬48¬36¬54¬10¬0¬124
73449¬Melgar¬Tolima¬310¬0,459¬54¬9¬43¬43¬4¬488
19450¬Mercaderes¬Cauca¬289¬1,071¬51¬16¬51¬30¬2¬171
50330¬Mesetas¬Meta¬296¬1,684¬49¬12¬52¬34¬2¬94
18460¬Milán¬Caquetá¬272¬1,327¬36¬18¬64¬19¬0¬85
15455¬Miraflores¬Boyacá¬317¬1,684¬59¬8¬42¬47¬3¬99
95200¬Miraflores¬Guaviare¬288¬1,582¬41¬2¬74¬23¬0¬43
19455¬Miranda¬Cauca¬309¬0,612¬52¬9¬46¬41¬5¬367
66456¬Mistrató¬Risaralda¬280¬1,582¬59¬24¬44¬30¬1¬142
97001¬Mitú¬Vaupés¬277¬0,816¬50¬22¬54¬25¬0¬265
86001¬Mocoa¬Putumayo¬320¬0,714¬54¬7¬40¬48¬5¬721
68464¬Mogotes¬Santander¬308¬1,48¬51¬9¬46¬42¬3¬150
68468¬Molagavita¬Santander¬296¬1,837¬54¬16¬46¬36¬2¬67
23464¬Momil¬Córdoba¬266¬0,408¬49¬26¬58¬16¬0¬232
13468¬Mompós¬Bolívar¬278¬0,663¬52¬24¬52¬23¬2¬692
15464¬Mongua¬Boyacá¬287¬1,837¬59¬17¬52¬30¬2¬60
15466¬Monguí¬Boyacá¬297¬0¬54¬9¬54¬37¬1¬82
15469¬Moniquirá¬Boyacá¬304¬0,357¬58¬13¬47¬36¬5¬311
05467¬Montebello¬Antioquia¬316¬1,224¬48¬6¬48¬44¬2¬54
13458¬Montecristo¬Bolívar¬269¬1,48¬45¬27¬62¬10¬1¬81
23466¬Montelíbano¬Córdoba¬306¬0,357¬52¬11¬48¬34¬7¬1245
63470¬Montenegro¬Quindio¬304¬0,663¬54¬11¬49¬37¬3¬398
85162¬Monterrey¬Casanare¬311¬0,459¬57¬11¬42¬43¬4¬230
23001¬Montería¬Córdoba¬310¬0,204¬55¬11¬45¬38¬6¬6413
13473¬Morales¬Bolívar¬278¬1,48¬49¬20¬57¬23¬1¬166
19473¬Morales¬Cauca¬292¬0,918¬52¬15¬50¬33¬3¬359
18479¬Morelia¬Caquetá¬287¬1,888¬52¬12¬65¬21¬2¬43
94888¬Morichal¬Guainía¬288¬0¬83¬33¬33¬33¬0¬3
70473¬Morroa¬Sucre¬282¬0,969¬54¬20¬50¬28¬2¬167
25473¬Mosquera¬Cundinamarca¬340¬0,204¬55¬4¬31¬53¬12¬1789
15476¬Motavita¬Boyacá¬292¬0,918¬51¬13¬59¬29¬0¬70
23500¬Moñitos¬Córdoba¬276¬0,612¬49¬21¬57¬22¬1¬452
73461¬Murillo¬Tolima¬310¬1,633¬55¬13¬37¬50¬0¬46
05475¬Murindó¬Antioquia¬258¬0¬40¬35¬54¬12¬0¬26
05480¬Mutatá¬Antioquia¬283¬1,122¬52¬21¬51¬27¬1¬201
54480¬Mutiscua¬Norte De Santander¬308¬1,633¬59¬14¬35¬49¬2¬65
15480¬Muzo¬Boyacá¬291¬0,561¬58¬16¬52¬29¬3¬125
68432¬Málaga¬Santander¬350¬0,408¬49¬1¬27¬59¬13¬399
05483¬Nariño¬Antioquia¬293¬1,224¬56¬16¬53¬27¬5¬97
25483¬Nariño¬Cundinamarca¬285¬4,286¬44¬18¬57¬25¬0¬28
52480¬Nariño¬Nariño¬292¬0,816¬55¬15¬46¬39¬0¬67
73483¬Natagaima¬Tolima¬269¬0,867¬54¬28¬52¬19¬1¬226
05495¬Nechí¬Antioquia¬269¬1,48¬53¬25¬56¬18¬1¬211
05490¬Necoclí¬Antioquia¬278¬0,867¬51¬20¬56¬23¬1¬719
17486¬Neira¬Caldas¬309¬0,714¬52¬7¬51¬39¬3¬263
41001¬Neiva¬Huila¬328¬0,204¬55¬6¬37¬49¬9¬4458
25486¬Nemocón¬Cundinamarca¬306¬0,714¬50¬8¬51¬39¬3¬227
25488¬Nilo¬Cundinamarca¬329¬1,276¬50¬2¬40¬52¬6¬98
25489¬Nimaima¬Cundinamarca¬309¬2,143¬50¬6¬44¬48¬2¬48
15491¬Nobsa¬Boyacá¬344¬0,816¬58¬4¬27¬56¬14¬219
25491¬Nocaima¬Cundinamarca¬324¬1,378¬53¬4¬37¬54¬5¬83
17495¬Norcasia¬Caldas¬305¬2,092¬55¬11¬47¬39¬3¬94
47460¬Nueva Granada¬Magdalena¬274¬0,561¬54¬27¬49¬24¬0¬235
15494¬Nuevo Colón¬Boyacá¬316¬1,327¬59¬6¬49¬41¬4¬73
85225¬Nunchía¬Casanare¬307¬1,684¬58¬10¬50¬36¬5¬110
27495¬Nuquí¬Chocó¬252¬1,276¬44¬31¬61¬7¬1¬82
41483¬Nátaga¬Huila¬296¬2,653¬50¬13¬51¬36¬0¬67
27491¬Nóvita¬Chocó¬271¬1,888¬46¬22¬59¬19¬0¬81
76497¬Obando¬Valle Del Cauca¬298¬2,5¬62¬16¬42¬39¬3¬105
68498¬Ocamonte¬Santander¬332¬0,714¬51¬4¬40¬47¬9¬53
54498¬Ocaña¬Norte De Santander¬327¬0,357¬54¬5¬37¬51¬7¬1447
68500¬Oiba¬Santander¬323¬1,071¬60¬9¬36¬48¬6¬180
15500¬Oicatá¬Boyacá¬314¬2,245¬63¬7¬52¬33¬7¬27
05501¬Olaya¬Antioquia¬309¬1,888¬63¬15¬45¬35¬5¬40
52490¬Olaya Herrera¬Nariño¬246¬1,276¬42¬44¬50¬7¬0¬303
68502¬Onzaga¬Santander¬313¬0¬56¬0¬60¬31¬9¬35
41503¬Oporapa¬Huila¬312¬0,612¬50¬6¬50¬40¬4¬159
86320¬Orito¬Putumayo¬295¬0,459¬50¬12¬54¬33¬1¬647
85230¬Orocué¬Casanare¬297¬0,357¬52¬13¬49¬35¬3¬148
73504¬Ortega¬Tolima¬278¬0,663¬53¬24¬50¬25¬1¬426
52506¬Ospina¬Nariño¬322¬0,612¬55¬7¬42¬48¬3¬91
15507¬Otanche¬Boyacá¬287¬1,173¬56¬22¬48¬29¬2¬118
70508¬Ovejas¬Sucre¬277¬0,714¬56¬25¬52¬22¬1¬370
15511¬Pachavita¬Boyacá¬318¬0¬62¬4¬39¬50¬8¬26
25513¬Pacho¬Cundinamarca¬318¬0,765¬58¬9¬40¬46¬5¬366
19513¬Padilla¬Cauca¬253¬0,51¬47¬38¬52¬8¬2¬136
19517¬Paez¬Cauca¬280¬0,816¬51¬24¬47¬28¬1¬398
41518¬Paicol¬Huila¬302¬1,735¬58¬11¬50¬35¬4¬80
20517¬Pailitas¬Cesar¬275¬1,122¬55¬23¬53¬23¬1¬258
25518¬Paime¬Cundinamarca¬288¬2,5¬59¬19¬43¬38¬0¬53
15516¬Paipa¬Boyacá¬340¬0,51¬52¬3¬31¬56¬10¬514
15518¬Pajarito¬Boyacá¬287¬1,633¬69¬25¬43¬30¬3¬40
41524¬Palermo¬Huila¬327¬0,714¬55¬7¬36¬47¬10¬379
17524¬Palestina¬Caldas¬306¬1,276¬51¬8¬47¬42¬3¬182
41530¬Palestina¬Huila¬302¬0,867¬51¬10¬53¬34¬2¬173
68522¬Palmar¬Santander¬343¬4,439¬47¬0¬21¬71¬7¬14
08520¬Palmar de Varela¬Atlántico¬303¬0,408¬56¬12¬46¬40¬3¬397
68524¬Palmas del Socorr¬Santander¬312¬1,735¬52¬7¬48¬41¬3¬29
76520¬Palmira¬Valle Del Cauca¬332¬0,255¬56¬6¬33¬52¬10¬2796
70523¬Palmito¬Sucre¬255¬0,51¬47¬40¬48¬11¬1¬222
73520¬Palocabildo¬Tolima¬319¬1,633¬56¬8¬32¬56¬3¬87
54518¬Pamplona¬Norte De Santander¬339¬0,357¬55¬3¬32¬53¬12¬703
54520¬Pamplonita¬Norte De Santander¬310¬0,765¬50¬10¬45¬45¬0¬71
25524¬Pandi¬Cundinamarca¬304¬1,02¬44¬5¬57¬34¬3¬61
15522¬Panqueba¬Boyacá¬311¬0¬64¬13¬36¬42¬10¬31
25530¬Paratebueno¬Cundinamarca¬296¬1,531¬56¬12¬51¬35¬3¬110
25535¬Pasca¬Cundinamarca¬328¬0,816¬56¬8¬36¬49¬7¬166
52001¬Pasto¬Nariño¬334¬0,153¬53¬5¬33¬53¬9¬4700
19532¬Patía¬Cauca¬285¬0,612¬54¬18¬55¬25¬3¬359
15531¬Pauna¬Boyacá¬309¬1,224¬53¬8¬48¬41¬3¬145
15533¬Paya¬Boyacá¬284¬0¬44¬11¬71¬17¬0¬35
85250¬Paz de Ariporo¬Casanare¬312¬0,408¬58¬10¬43¬42¬5¬498
15537¬Paz de Río¬Boyacá¬307¬0,714¬55¬9¬51¬37¬4¬79
47541¬Pedraza¬Magdalena¬267¬1,837¬52¬30¬53¬15¬2¬104
20550¬Pelaya¬Cesar¬294¬0,663¬53¬13¬55¬29¬3¬257
17541¬Pensilvania¬Caldas¬313¬0,612¬57¬10¬42¬43¬5¬261
05543¬Peque¬Antioquia¬310¬1,786¬52¬9¬41¬46¬4¬68
66001¬Pereira¬Risaralda¬329¬0,204¬54¬6¬37¬50¬8¬5323
15542¬Pesca¬Boyacá¬303¬1,173¬54¬12¬46¬43¬0¬96
05541¬Peñol¬Antioquia¬324¬1,122¬59¬6¬36¬51¬8¬160
19533¬Piamonte¬Cauca¬301¬3,469¬50¬13¬42¬44¬2¬48
68547¬Piedecuesta¬Santander¬332¬0,255¬55¬6¬35¬50¬10¬2008
73547¬Piedras¬Tolima¬291¬1,99¬50¬14¬52¬35¬0¬66
19548¬Piendamó¬Cauca¬299¬0,714¬52¬13¬49¬35¬3¬507
63548¬Pijao¬Quindio¬313¬1,531¬58¬6¬52¬37¬5¬109
47545¬Pijiño del Carmen¬Magdalena¬273¬0,969¬47¬23¬56¬20¬1¬167
68549¬Pinchote¬Santander¬352¬1,224¬50¬0¬27¬63¬10¬41
13549¬Pinillos¬Bolívar¬264¬0,918¬51¬30¬55¬14¬1¬324
08549¬Piojó¬Atlántico¬268¬1,02¬48¬34¬48¬17¬2¬65
15550¬Pisba¬Boyacá¬341¬0¬54¬0¬36¬50¬14¬14
41548¬Pital¬Huila¬311¬0,867¬56¬10¬45¬40¬6¬198
41551¬Pitalito¬Huila¬329¬0,255¬53¬5¬36¬51¬8¬1783
47551¬Pivijay¬Magdalena¬275¬0,816¬54¬27¬49¬23¬1¬483
73555¬Planadas¬Tolima¬291¬0,969¬49¬13¬57¬29¬1¬310
23555¬Planeta Rica¬Córdoba¬291¬0,306¬55¬16¬50¬31¬2¬1031
47555¬Plato¬Magdalena¬274¬0,714¬53¬26¬51¬22¬1¬673
52540¬Policarpa¬Nariño¬314¬1,48¬42¬5¬47¬47¬1¬125
08558¬Polonuevo¬Atlántico¬270¬0,612¬57¬29¬50¬19¬2¬235
08560¬Ponedera¬Atlántico¬268¬1,122¬52¬27¬55¬17¬1¬293
19001¬Popayán¬Cauca¬324¬0,204¬53¬6¬38¬50¬6¬3304
85263¬Pore¬Casanare¬308¬0,969¬59¬11¬42¬44¬4¬142
52560¬Potosí¬Nariño¬317¬0,816¬52¬3¬48¬47¬2¬132
76563¬Pradera¬Valle Del Cauca¬302¬0,714¬57¬11¬49¬36¬4¬395
73563¬Prado¬Tolima¬307¬1,327¬59¬8¬45¬42¬5¬120
52565¬Providencia¬Nariño¬313¬0¬48¬7¬46¬43¬4¬76
88564¬Providencia¬San Andrés¬278¬0,918¬63¬27¬51¬19¬3¬63
20570¬Pueblo Bello¬Cesar¬291¬1,071¬55¬15¬50¬33¬2¬237
23570¬Pueblo Nuevo¬Córdoba¬289¬0,561¬52¬16¬54¬27¬3¬424
66572¬Pueblo Rico¬Risaralda¬265¬0,459¬54¬39¬38¬23¬1¬204
05576¬Pueblorrico¬Antioquia¬299¬1,837¬56¬13¬47¬37¬4¬86
47570¬Puebloviejo¬Magdalena¬256¬0,918¬44¬36¬53¬12¬0¬306
68572¬Puente Nacional¬Santander¬340¬0,408¬58¬4¬29¬57¬11¬325
52573¬Puerres¬Nariño¬337¬1,327¬47¬1¬26¬68¬5¬99
86568¬Puerto Asís¬Putumayo¬306¬0,51¬52¬12¬46¬39¬3¬814
05579¬Puerto Berrío¬Antioquia¬278¬0,51¬54¬25¬51¬24¬1¬472
15572¬Puerto Boyacá¬Boyacá¬298¬0,51¬52¬13¬50¬34¬3¬716
86569¬Puerto Caicedo¬Putumayo¬288¬1,122¬49¬13¬58¬29¬0¬130
99001¬Puerto Carreño¬Vichada¬302¬1,122¬50¬10¬51¬37¬1¬212
08573¬Puerto Colombia¬Atlántico¬322¬0,765¬56¬11¬36¬43¬10¬701
50450¬Puerto Concordia¬Meta¬290¬0,816¬52¬17¬49¬32¬2¬89
23574¬Puerto Escondido¬Córdoba¬274¬0,816¬46¬21¬58¬21¬0¬351
50568¬Puerto Gaitán¬Meta¬276¬0,612¬53¬25¬51¬22¬1¬425
86571¬Puerto Guzmán¬Putumayo¬290¬0,867¬51¬15¬54¬29¬2¬262
23580¬Puerto Libertador¬Córdoba¬282¬0,918¬49¬16¬59¬24¬1¬464
50577¬Puerto Lleras¬Meta¬288¬0,612¬51¬16¬56¬26¬2¬126
50573¬Puerto López¬Meta¬302¬0,459¬55¬12¬47¬37¬3¬485
05585¬Puerto Nare¬Antioquia¬285¬0,918¬57¬20¬52¬26¬1¬159
91540¬Puerto Nariño¬Amazonas¬243¬1,429¬44¬51¬41¬8¬0¬111
68573¬Puerto Parra¬Santander¬280¬2,347¬56¬26¬52¬19¬3¬58
18592¬Puerto Rico¬Caquetá¬286¬0,867¬52¬18¬52¬28¬2¬325
50590¬Puerto Rico¬Meta¬285¬1,071¬52¬14¬63¬22¬2¬115
81591¬Puerto Rondón¬Arauca¬289¬0¬57¬7¬71¬21¬2¬44
25572¬Puerto Salgar¬Cundinamarca¬317¬1,173¬50¬7¬42¬47¬4¬215
54553¬Puerto Santander¬Norte De Santander¬267¬1,48¬51¬28¬56¬16¬0¬102
91669¬Puerto Santander¬Amazonas¬305¬3,418¬46¬8¬39¬54¬0¬13
19573¬Puerto Tejada¬Cauca¬278¬0,561¬52¬21¬58¬20¬2¬590
05591¬Puerto Triunfo¬Antioquia¬312¬1,224¬50¬6¬49¬44¬1¬158
68575¬Puerto Wilches¬Santander¬279¬0,714¬50¬22¬54¬23¬1¬407
25580¬Pulí¬Cundinamarca¬295¬0¬48¬16¬47¬35¬2¬43
52585¬Pupiales¬Nariño¬318¬0,51¬56¬8¬40¬48¬4¬250
19585¬Puracé¬Cauca¬279¬1,071¬49¬20¬56¬24¬1¬173
73585¬Purificación¬Tolima¬283¬0,663¬53¬18¬56¬25¬1¬275
23586¬Purísima¬Córdoba¬275¬0,816¬53¬23¬54¬22¬1¬261
17513¬Pácora¬Caldas¬320¬1,122¬56¬6¬45¬43¬7¬179
15514¬Páez¬Boyacá¬322¬0¬62¬7¬35¬54¬5¬43
68533¬Páramo¬Santander¬332¬0,816¬56¬4¬29¬61¬6¬69
25592¬Quebradanegra¬Cundinamarca¬319¬2,602¬61¬7¬43¬43¬7¬58
25594¬Quetame¬Cundinamarca¬302¬1,173¬58¬14¬41¬42¬3¬105
27001¬Quibdó¬Chocó¬278¬0,306¬50¬23¬52¬24¬1¬1975
63594¬Quimbaya¬Quindio¬311¬0,969¬60¬10¬42¬42¬6¬371
66594¬Quinchía¬Risaralda¬291¬0,51¬53¬17¬47¬35¬1¬420
25596¬Quipile¬Cundinamarca¬297¬1,327¬51¬14¬48¬38¬0¬89
15580¬Quípama¬Boyacá¬298¬1,888¬57¬14¬46¬40¬0¬77
54599¬Ragonvalia¬Norte De Santander¬293¬1,837¬49¬12¬57¬31¬0¬58
15599¬Ramiriquí¬Boyacá¬310¬1,071¬52¬8¬47¬43¬2¬169
85279¬Recetor¬Casanare¬330¬0¬44¬0¬47¬47¬7¬15
13580¬Regidor¬Bolívar¬256¬1,735¬43¬33¬58¬10¬0¬52
05604¬Remedios¬Antioquia¬283¬1,122¬55¬20¬54¬24¬2¬314
47605¬Remolino¬Magdalena¬250¬1,378¬47¬42¬46¬12¬0¬106
08606¬Repelón¬Atlántico¬247¬0,867¬52¬45¬44¬11¬0¬359
50606¬Restrepo¬Meta¬331¬0,612¬57¬7¬33¬53¬8¬322
76606¬Restrepo¬Valle Del Cauca¬309¬1,02¬55¬10¬45¬42¬2¬216
05607¬Retiro¬Antioquia¬349¬0,765¬59¬5¬29¬46¬21¬335
25612¬Ricaurte¬Cundinamarca¬301¬1,327¬57¬12¬52¬33¬4¬104
52612¬Ricaurte¬Nariño¬278¬1,276¬57¬30¬41¬27¬3¬189
73616¬Rioblanco¬Tolima¬283¬1,173¬50¬18¬56¬26¬1¬242
