MUNI_ID¬MUNI_NOMBRE¬DEPA_NOMBRE¬PUNTAJE_PROMEDIO¬ERRORESTANDARPROMEDIO¬DESVIACION¬PORCENTAJE_INSUFICIENTE¬PORCENTAJE_MINIMO¬PORCENTAJE_SATISFACTORIO¬PORCENTAJE_AVANZADO¬N
05002¬Abejorral¬Antioquia¬313¬0,765¬56¬7¬47¬40¬5¬188
76616¬Riofrío¬Valle Del Cauca¬300¬1,327¬55¬13¬51¬33¬3¬175
44001¬Riohacha¬La Guajira¬295¬0,255¬53¬17¬46¬33¬4¬2513
05615¬Rionegro¬Antioquia¬334¬0,408¬56¬5¬32¬52¬10¬1615
68615¬Rionegro¬Santander¬307¬0,816¬58¬12¬42¬42¬4¬336
17614¬Riosucio¬Caldas¬310¬0,561¬54¬11¬43¬42¬4¬655
27615¬Riosucio¬Chocó¬234¬0,867¬41¬51¬45¬4¬0¬180
17616¬Risaralda¬Caldas¬302¬1,837¬60¬14¬44¬41¬2¬140
41615¬Rivera¬Huila¬315¬0,663¬55¬11¬41¬40¬8¬360
52621¬Roberto Payán¬Nariño¬242¬0,969¬45¬49¬47¬4¬0¬125
76622¬Roldanillo¬Valle Del Cauca¬320¬0,765¬59¬7¬41¬47¬6¬425
73622¬Roncesvalles¬Tolima¬282¬1,02¬46¬16¬62¬19¬3¬74
15621¬Rondón¬Boyacá¬317¬2,551¬67¬12¬44¬35¬9¬34
19622¬Rosas¬Cauca¬309¬1,582¬48¬8¬44¬47¬2¬133
73624¬Rovira¬Tolima¬298¬0,867¬58¬14¬49¬35¬3¬322
15600¬Ráquira¬Boyacá¬304¬1,378¬63¬17¬44¬35¬5¬78
27580¬Río Iró¬Chocó¬255¬1,224¬53¬35¬52¬11¬2¬63
27600¬Río Quito¬Chocó¬266¬0,459¬52¬30¬51¬19¬0¬134
13600¬Río Viejo¬Bolívar¬270¬1,735¬45¬18¬65¬17¬0¬66
20614¬Río de Oro¬Cesar¬291¬0,765¬51¬14¬55¬31¬1¬221
54874¬Villa del Rosario¬Norte De Santander¬308¬0,255¬57¬13¬42¬40¬5¬1209
86885¬Villagarzón¬Putumayo¬301¬0,765¬51¬12¬50¬36¬2¬403
25871¬Villagómez¬Cundinamarca¬302¬0¬56¬12¬54¬33¬2¬43
73870¬Villahermosa¬Tolima¬314¬1,99¬59¬9¬41¬48¬2¬90
17873¬Villamaría¬Caldas¬319¬0,408¬53¬7¬40¬48¬5¬599
13873¬Villanueva¬Bolívar¬260¬0,969¬49¬31¬54¬15¬0¬282
44874¬Villanueva¬La Guajira¬302¬0,612¬58¬16¬43¬37¬4¬378
68872¬Villanueva¬Santander¬328¬0,765¬59¬5¬39¬47¬9¬75
85440¬Villanueva¬Casanare¬315¬0,561¬56¬7¬45¬43¬5¬420
25873¬Villapinzón¬Cundinamarca¬329¬0,816¬53¬5¬34¬52¬9¬129
73873¬Villarrica¬Tolima¬303¬2,398¬50¬8¬49¬40¬3¬65
50001¬Villavicencio¬Meta¬331¬0,153¬55¬5¬35¬51¬9¬6549
41872¬Villavieja¬Huila¬285¬1,786¬50¬14¬62¬23¬2¬65
25875¬Villeta¬Cundinamarca¬324¬0,612¬55¬6¬40¬48¬6¬373
25878¬Viotá¬Cundinamarca¬299¬1,071¬60¬15¬46¬37¬3¬183
15879¬Viracachá¬Boyacá¬299¬2,296¬49¬0¬71¬26¬3¬35
50711¬Vista Hermosa¬Meta¬303¬0,969¬48¬9¬53¬37¬1¬209
17877¬Viterbo¬Caldas¬297¬1,224¬55¬14¬47¬36¬4¬173
68861¬Vélez¬Santander¬316¬0,918¬55¬9¬40¬47¬4¬276
25885¬Yacopí¬Cundinamarca¬294¬0,612¬55¬11¬54¬34¬1¬103
52885¬Yacuanquer¬Nariño¬300¬0,459¬51¬9¬53¬37¬2¬178
41885¬Yaguará¬Huila¬297¬0,816¬55¬10¬50¬39¬1¬97
05885¬Yalí¬Antioquia¬298¬2,245¬52¬10¬51¬36¬3¬69
05887¬Yarumal¬Antioquia¬320¬0,663¬55¬6¬41¬48¬6¬562
97889¬Yavaraté¬Vaupés¬246¬5,816¬37¬42¬50¬8¬0¬12
05890¬Yolombó¬Antioquia¬287¬1,378¬56¬21¬52¬25¬3¬232
05893¬Yondó¬Antioquia¬291¬1,48¬53¬14¬54¬30¬2¬146
85001¬Yopal¬Casanare¬329¬0,204¬54¬6¬35¬50¬8¬2342
76890¬Yotoco¬Valle Del Cauca¬305¬1,531¬57¬7¬55¬34¬5¬156
76892¬Yumbo¬Valle Del Cauca¬307¬0,663¬55¬11¬44¬41¬4¬1148
13894¬Zambrano¬Bolívar¬256¬1,786¬44¬35¬53¬12¬0¬139
68895¬Zapatoca¬Santander¬317¬0¬56¬8¬39¬51¬3¬120
47960¬Zapayán¬Magdalena¬274¬1,173¬55¬25¬52¬23¬1¬89
05895¬Zaragoza¬Antioquia¬282¬0,969¬52¬19¬52¬28¬1¬258
76895¬Zarzal¬Valle Del Cauca¬297¬0,357¬57¬16¬46¬36¬2¬537
15897¬Zetaquira¬Boyacá¬309¬1,224¬62¬14¬36¬43¬8¬87
25898¬Zipacón¬Cundinamarca¬303¬3,469¬53¬8¬54¬38¬0¬48
25899¬Zipaquirá¬Cundinamarca¬340¬0,255¬52¬4¬30¬55¬11¬1664
47980¬Zona Bananera¬Magdalena¬260¬0,459¬47¬30¬58¬12¬0¬920
25851¬útica¬Cundinamarca¬306¬1,224¬58¬10¬44¬46¬0¬48
85136¬La Salina¬Casanare¬299¬0¬43¬6¬50¬44¬0¬18
85315¬Sácama¬Casanare¬320¬0¬44¬0¬47¬47¬5¬19
85325¬San Luis De Palen¬Casanare¬313¬1,378¬55¬6¬49¬42¬3¬97
85430¬Trinidad¬Casanare¬298¬1,071¬60¬17¬47¬33¬4¬164
91407¬La Pedrera¬Amazonas¬253¬0¬42¬29¬65¬6¬0¬34
94343¬Barranco Minas¬Guainía¬254¬1,071¬56¬32¬58¬7¬3¬74
94663¬Mapiripana¬Guainía¬244¬0¬35¬33¬67¬0¬0¬21
94884¬Puerto Colombia¬Guainía¬254¬0¬54¬31¬62¬8¬0¬13
99524¬La Primavera¬Vichada¬304¬1,327¬58¬15¬44¬34¬7¬138
99624¬Santa Rosalía¬Vichada¬292¬2,704¬64¬17¬50¬29¬5¬42
23682¬San José de Uré¬Córdoba¬279¬0,765¬47¬22¬54¬24¬1¬153
05792¬Tarso¬Antioquia¬293¬2,143¬57¬12¬55¬28¬4¬74
13490¬Norosi¬Bolívar¬269¬2,959¬47¬28¬58¬14¬0¬43
52473¬Mosquera¬Nariño¬252¬1,48¬42¬39¬53¬9¬0¬91
91263¬El Encanto¬Amazonas¬278¬3,622¬41¬11¬72¬17¬0¬18
91460¬Miriti-Parana¬Amazonas¬254¬5,714¬57¬33¬56¬11¬0¬18
91530¬Puerto Alegria¬Amazonas¬267¬16,173¬72¬25¬50¬25¬0¬4
94883¬San Felipe¬Guainía¬258¬6,582¬55¬15¬69¬15¬0¬13
97161¬Caruru¬Vaupés¬272¬2,347¬51¬26¬54¬17¬2¬46
23815¬Tuchín¬Córdoba¬260¬0,969¬49¬31¬55¬13¬1¬605
52385¬La Llanada¬Nariño¬305¬1,786¬59¬10¬48¬40¬3¬63
68655¬Sabana de Torres¬Santander¬309¬0,867¬53¬12¬45¬39¬5¬370
08634¬Sabanagrande¬Atlántico¬307¬0,459¬59¬13¬43¬39¬5¬498
05628¬Sabanalarga¬Antioquia¬275¬0,918¬52¬27¬46¬27¬0¬85
08638¬Sabanalarga¬Atlántico¬276¬0,306¬55¬25¬50¬23¬2¬1380
85300¬Sabanalarga¬Casanare¬335¬2,398¬52¬4¬24¬65¬7¬54
47660¬Sabanas de San An¬Magdalena¬271¬0,969¬48¬21¬60¬19¬0¬161
05631¬Sabaneta¬Antioquia¬343¬0,561¬58¬5¬27¬56¬12¬698
15632¬Saboyá¬Boyacá¬300¬0,408¬50¬14¬48¬35¬3¬208
23660¬Sahagún¬Córdoba¬301¬0,306¬56¬13¬48¬36¬4¬1506
41660¬Saladoblanco¬Huila¬308¬1,173¬51¬9¬48¬42¬1¬142
17653¬Salamina¬Caldas¬303¬1,122¬51¬7¬56¬35¬2¬179
47675¬Salamina¬Magdalena¬271¬0¬53¬25¬56¬19¬0¬117
54660¬Salazar¬Norte De Santander¬283¬0,867¬44¬16¬62¬23¬0¬154
73671¬Saldaña¬Tolima¬279¬1,633¬60¬23¬53¬21¬3¬176
63690¬Salento¬Quindio¬329¬0,918¬53¬5¬34¬52¬9¬99
05642¬Salgar¬Antioquia¬298¬0,663¬56¬11¬53¬32¬4¬123
15646¬Samacá¬Boyacá¬312¬0,663¬51¬7¬42¬49¬2¬282
52678¬Samaniego¬Nariño¬319¬0,969¬53¬5¬45¬45¬5¬262
17662¬Samaná¬Caldas¬310¬0,765¬54¬7¬49¬41¬3¬274
70670¬Sampués¬Sucre¬281¬0,408¬50¬20¬55¬24¬1¬602
41668¬San Agustín¬Huila¬311¬0,408¬54¬9¬46¬43¬3¬415
20710¬San Alberto¬Cesar¬315¬0,918¬59¬8¬43¬42¬7¬236
68669¬San Andrés¬Santander¬317¬0,51¬61¬13¬33¬50¬5¬126
88001¬San Andrés¬San Andrés¬289¬0,714¬60¬22¬45¬30¬4¬678
23670¬San Andrés Sotave¬Córdoba¬258¬0,408¬50¬35¬51¬14¬1¬737
05647¬San Andrés de Cue¬Antioquia¬310¬2,704¬65¬15¬30¬48¬7¬54
23672¬San Antero¬Córdoba¬268¬0,765¬53¬28¬53¬18¬1¬423
73675¬San Antonio¬Tolima¬292¬0,969¬54¬16¬50¬33¬1¬198
25645¬San Antonio del T¬Cundinamarca¬324¬0,561¬49¬4¬41¬52¬3¬179
68673¬San Benito¬Santander¬276¬0¬47¬25¬53¬22¬0¬32
70678¬San Benito Abad¬Sucre¬255¬0,765¬49¬36¬52¬12¬0¬361
25649¬San Bernardo¬Cundinamarca¬312¬1,02¬48¬7¬44¬49¬0¬112
52685¬San Bernardo¬Nariño¬329¬1,173¬60¬8¬31¬52¬9¬122
23675¬San Bernardo del¬Córdoba¬279¬0,459¬48¬19¬58¬23¬1¬459
54670¬San Calixto¬Norte De Santander¬275¬0¬51¬24¬54¬22¬0¬63
05649¬San Carlos¬Antioquia¬308¬0,918¬54¬10¬41¬47¬2¬142
23678¬San Carlos¬Córdoba¬288¬0,714¬51¬15¬56¬27¬1¬396
50680¬San Carlos de Gua¬Meta¬291¬1,276¬50¬12¬60¬27¬1¬143
25653¬San Cayetano¬Cundinamarca¬310¬1,531¬55¬9¬45¬45¬1¬71
54673¬San Cayetano¬Norte De Santander¬297¬0,816¬51¬10¬58¬28¬4¬79
13620¬San Cristóbal¬Bolívar¬268¬0¬48¬26¬54¬21¬0¬102
20750¬San Diego¬Cesar¬289¬0,816¬52¬14¬55¬30¬1¬243
15660¬San Eduardo¬Boyacá¬323¬1,939¬60¬0¬43¬53¬3¬30
13647¬San Estanislao¬Bolívar¬253¬0,561¬58¬40¬46¬14¬0¬272
13650¬San Fernando¬Bolívar¬274¬0,918¬55¬27¬53¬19¬1¬126
05652¬San Francisco¬Antioquia¬317¬1,735¬48¬8¬37¬55¬0¬38
25658¬San Francisco¬Cundinamarca¬311¬0¬59¬13¬37¬46¬4¬105
86755¬San Francisco¬Putumayo¬302¬1,02¬57¬12¬46¬40¬3¬77
68679¬San Gil¬Santander¬338¬0,408¬53¬5¬30¬55¬10¬810
13654¬San Jacinto¬Bolívar¬282¬0,816¬57¬22¬53¬23¬2¬335
13655¬San Jacinto del C¬Bolívar¬269¬2,245¬51¬19¬64¬16¬1¬100
05656¬San Jerónimo¬Antioquia¬298¬1,173¬60¬16¬49¬34¬2¬181
68682¬San Joaquín¬Santander¬326¬2,143¬59¬7¬41¬37¬15¬27
17665¬San José¬Caldas¬312¬0¬57¬12¬42¬40¬7¬60
68684¬San José de Miran¬Santander¬356¬0,969¬49¬2¬16¬72¬10¬50
15664¬San José de Pare¬Boyacá¬300¬1,071¬54¬12¬48¬40¬0¬50
05658¬San José de la Mo¬Antioquia¬308¬2,551¬52¬9¬54¬35¬2¬43
18610¬San José del Frag¬Caquetá¬288¬1,122¬54¬19¬47¬33¬1¬207
95001¬San José del Guav¬Guaviare¬294¬0,51¬53¬14¬50¬34¬2¬671
27660¬San José del Palm¬Chocó¬313¬2,5¬50¬9¬40¬49¬2¬45
13657¬San Juan Nepomuce¬Bolívar¬279¬0,51¬56¬26¬46¬25¬3¬489
50683¬San Juan de Arama¬Meta¬288¬1,48¬47¬10¬65¬25¬1¬94
70702¬San Juan de Betul¬Sucre¬271¬0,408¬50¬24¬59¬16¬1¬194
25662¬San Juan de Río S¬Cundinamarca¬306¬1,633¬50¬7¬54¬35¬4¬102
05659¬San Juan de Urabá¬Antioquia¬276¬1,327¬50¬23¬58¬19¬0¬307
44650¬San Juan del Cesa¬La Guajira¬298¬0,561¬52¬12¬50¬35¬3¬654
50686¬San Juanito¬Meta¬294¬0¬54¬9¬56¬31¬3¬32
52687¬San Lorenzo¬Nariño¬308¬0,714¬54¬7¬50¬39¬3¬266
05660¬San Luis¬Antioquia¬320¬1,633¬58¬9¬39¬44¬8¬155
73678¬San Luis¬Tolima¬287¬1,02¬58¬18¬51¬29¬2¬173
15667¬San Luis de Gacen¬Boyacá¬311¬0,714¬55¬7¬48¬41¬4¬75
70742¬San Luis de Sincé¬Sucre¬292¬1,02¬57¬16¬50¬32¬2¬369
70708¬San Marcos¬Sucre¬276¬0,459¬54¬25¬53¬21¬2¬784
20770¬San Martín¬Cesar¬305¬0,816¬53¬11¬44¬42¬3¬306
50689¬San Martín¬Meta¬306¬1,48¬53¬9¬48¬40¬4¬340
13667¬San Martín de Lob¬Bolívar¬271¬1,071¬52¬28¬53¬18¬1¬221
15673¬San Mateo¬Boyacá¬296¬0¬52¬16¬53¬29¬3¬70
68686¬San Miguel¬Santander¬336¬2,653¬59¬2¬35¬49¬14¬43
86757¬San Miguel¬Putumayo¬281¬0,867¬52¬22¬51¬26¬1¬267
15676¬San Miguel de Sem¬Boyacá¬291¬0¬56¬18¬51¬32¬0¬57
70713¬San Onofre¬Sucre¬261¬0,357¬46¬29¬58¬13¬0¬731
13670¬San Pablo¬Bolívar¬289¬1,02¬57¬17¬50¬32¬1¬316
52693¬San Pablo¬Nariño¬314¬1,378¬56¬9¬44¬41¬6¬176
15681¬San Pablo de Borb¬Boyacá¬289¬1,122¬54¬16¬51¬33¬0¬99
70717¬San Pedro¬Sucre¬288¬0,714¬54¬19¬51¬28¬2¬255
76670¬San Pedro¬Valle Del Cauca¬310¬1,173¬53¬8¬41¬48¬2¬182
52694¬San Pedro de Cart¬Nariño¬294¬1,939¬51¬8¬61¬29¬1¬85
05665¬San Pedro de Urab¬Antioquia¬286¬0,969¬51¬18¬52¬30¬1¬526
05664¬San Pedro de los¬Antioquia¬314¬0,561¬61¬11¬42¬40¬7¬402
23686¬San Pelayo¬Córdoba¬283¬0,714¬56¬19¬54¬26¬2¬574
05667¬San Rafael¬Antioquia¬291¬0,612¬53¬16¬49¬33¬2¬365
05670¬San Roque¬Antioquia¬309¬1,071¬56¬10¬46¬40¬4¬209
19693¬San Sebastián¬Cauca¬282¬0,867¬51¬20¬52¬26¬2¬95
47692¬San Sebastián de¬Magdalena¬281¬1,173¬51¬17¬57¬25¬1¬268
05674¬San Vicente¬Antioquia¬315¬0,918¬61¬8¬46¬41¬5¬201
68689¬San Vicente de Ch¬Santander¬311¬0,714¬56¬10¬43¬43¬3¬434
18753¬San Vicente del C¬Caquetá¬288¬0,765¬51¬16¬53¬29¬2¬613
47703¬San Zenón¬Magdalena¬271¬1,02¬47¬22¬61¬17¬0¬130
52683¬Sandoná¬Nariño¬326¬0,765¬48¬2¬41¬54¬4¬231
47707¬Santa Ana¬Magdalena¬273¬0,765¬51¬23¬58¬19¬1¬275
05679¬Santa Bárbara¬Antioquia¬308¬0,867¬57¬10¬46¬40¬5¬243
52696¬Santa Bárbara¬Nariño¬250¬1,378¬46¬42¬53¬6¬0¬101
68705¬Santa Bárbara¬Santander¬318¬0¬49¬4¬50¬39¬7¬28
47720¬Santa Bárbara de¬Magdalena¬267¬1,276¬45¬23¬60¬17¬0¬139
13673¬Santa Catalina¬Bolívar¬283¬1,122¬53¬22¬50¬26¬2¬195
68720¬Santa Helena del¬Santander¬319¬1,276¬51¬5¬42¬51¬2¬41
73686¬Santa Isabel¬Tolima¬298¬1,327¬50¬12¬53¬34¬1¬77
08675¬Santa Lucía¬Atlántico¬259¬1,531¬54¬36¬49¬14¬1¬147
47001¬Santa Marta¬Magdalena¬301¬0,153¬55¬15¬46¬34¬5¬7049
15690¬Santa María¬Boyacá¬300¬0¬55¬15¬44¬42¬0¬48
41676¬Santa María¬Huila¬309¬1,02¬52¬8¬51¬38¬3¬154
13683¬Santa Rosa¬Bolívar¬250¬0,918¬48¬38¬52¬9¬0¬237
19701¬Santa Rosa¬Cauca¬307¬1,276¬42¬8¬49¬43¬0¬61
66682¬Santa Rosa de Cab¬Risaralda¬326¬0,51¬58¬7¬37¬48¬8¬874
05686¬Santa Rosa de Oso¬Antioquia¬313¬0,612¬55¬10¬43¬42¬5¬587
15693¬Santa Rosa de Vit¬Boyacá¬335¬0,765¬55¬6¬30¬55¬10¬156
13688¬Santa Rosa del Su¬Bolívar¬320¬0,561¬50¬4¬44¬48¬4¬340
15696¬Santa Sofía¬Boyacá¬308¬0¬63¬16¬40¬40¬5¬43
52699¬Santacruz¬Nariño¬319¬1,684¬48¬6¬41¬49¬4¬99
05042¬Santafé de Antioq¬Antioquia¬292¬0,969¬54¬18¬49¬30¬3¬398
15686¬Santana¬Boyacá¬297¬0¬50¬11¬52¬36¬1¬100
19698¬Santander de Quil¬Cauca¬298¬0,408¬52¬14¬49¬34¬3¬1286
54680¬Santiago¬Norte De Santander¬274¬2,602¬52¬23¬56¬21¬0¬39
86760¬Santiago¬Putumayo¬299¬1,276¬48¬14¬45¬41¬0¬84
70820¬Santiago de Tolú¬Sucre¬297¬0,459¬53¬15¬48¬34¬4¬462
05690¬Santo Domingo¬Antioquia¬302¬1,02¬56¬11¬51¬36¬2¬154
08685¬Santo Tomás¬Atlántico¬287¬0,663¬58¬16¬55¬26¬3¬289
66687¬Santuario¬Risaralda¬329¬1,888¬54¬4¬38¬52¬7¬130
52720¬Sapuyes¬Nariño¬308¬0¬50¬9¬47¬40¬3¬87
81736¬Saravena¬Arauca¬318¬0,459¬53¬6¬43¬46¬6¬631
54720¬Sardinata¬Norte De Santander¬307¬0,765¬50¬8¬49¬40¬3¬263
25718¬Sasaima¬Cundinamarca¬320¬0,765¬58¬9¬41¬45¬5¬134
15720¬Sativanorte¬Boyacá¬299¬1,939¬60¬9¬56¬28¬6¬32
15723¬Sativasur¬Boyacá¬293¬0¬55¬18¬36¬46¬0¬22
05736¬Segovia¬Antioquia¬283¬1,122¬54¬18¬57¬24¬2¬408
25736¬Sesquilé¬Cundinamarca¬324¬0,765¬49¬6¬41¬49¬5¬150
76736¬Sevilla¬Valle Del Cauca¬319¬0,612¬55¬5¬47¬42¬6¬432
15740¬Siachoque¬Boyacá¬304¬0,714¬55¬10¬51¬38¬2¬136
25740¬Sibaté¬Cundinamarca¬312¬0,663¬55¬10¬43¬43¬4¬453
86749¬Sibundoy¬Putumayo¬315¬0,51¬60¬9¬45¬40¬6¬264
54743¬Silos¬Norte De Santander¬303¬0,969¬52¬11¬47¬41¬1¬73
25743¬Silvania¬Cundinamarca¬310¬0,663¬60¬9¬45¬39¬6¬265
19743¬Silvia¬Cauca¬272¬0,765¬51¬24¬56¬18¬2¬349
68745¬Simacota¬Santander¬308¬1,633¬48¬8¬40¬51¬2¬116
25745¬Simijaca¬Cundinamarca¬313¬0,765¬56¬8¬47¬40¬5¬183
13744¬Simití¬Bolívar¬299¬1,071¬58¬17¬45¬36¬3¬194
70001¬Sincelejo¬Sucre¬313¬0,204¬57¬11¬42¬40¬7¬4344
27745¬Sipí¬Chocó¬269¬0,918¬34¬39¬48¬13¬0¬23
47745¬Sitionuevo¬Magdalena¬249¬0,561¬43¬43¬48¬9¬0¬242
25754¬Soacha¬Cundinamarca¬319¬0,204¬55¬7¬41¬47¬5¬7595
15753¬Soatá¬Boyacá¬315¬0,765¬65¬8¬48¬35¬9¬137
15757¬Socha¬Boyacá¬307¬1,224¬54¬8¬49¬41¬2¬116
68755¬Socorro¬Santander¬325¬0,408¬59¬5¬39¬49¬7¬411
15755¬Socotá¬Boyacá¬319¬0,612¬51¬7¬39¬53¬2¬93
15759¬Sogamoso¬Boyacá¬341¬0,204¬54¬3¬30¬57¬10¬2042
18756¬Solano¬Caquetá¬267¬1,429¬47¬28¬52¬19¬1¬83
08758¬Soledad¬Atlántico¬312¬0,153¬55¬11¬42¬40¬6¬6797
18785¬Solita¬Caquetá¬284¬1,531¬49¬14¬61¬24¬1¬79
15761¬Somondoco¬Boyacá¬304¬1,071¬49¬15¬44¬41¬0¬46
05756¬Sonson¬Antioquia¬294¬0,816¬54¬18¬46¬34¬1¬352
05761¬Sopetrán¬Antioquia¬298¬1,02¬54¬11¬50¬37¬2¬161
13760¬Soplaviento¬Bolívar¬254¬0,765¬48¬33¬57¬10¬0¬123
25758¬Sopó¬Cundinamarca¬338¬0,459¬53¬3¬29¬58¬10¬387
15762¬Sora¬Boyacá¬316¬1,224¬65¬10¬43¬37¬10¬51
15764¬Soracá¬Boyacá¬325¬0,51¬54¬6¬36¬55¬4¬143
15763¬Sotaquirá¬Boyacá¬314¬0,867¬53¬3¬46¬48¬2¬93
19760¬Sotara¬Cauca¬293¬0,969¬45¬11¬64¬24¬1¬142
68770¬Suaita¬Santander¬333¬0,918¬53¬2¬35¬54¬9¬142
08770¬Suan¬Atlántico¬281¬0,918¬56¬21¬52¬26¬1¬154
41770¬Suaza¬Huila¬306¬1,071¬52¬10¬45¬44¬2¬247
25769¬Subachoque¬Cundinamarca¬348¬0,51¬49¬4¬25¬56¬15¬248
19785¬Sucre¬Cauca¬281¬1,99¬47¬17¬57¬27¬0¬79
68773¬Sucre¬Santander¬313¬1,173¬50¬10¬42¬45¬3¬95
70771¬Sucre¬Sucre¬276¬1,071¬48¬22¬56¬22¬1¬260
25772¬Suesca¬Cundinamarca¬309¬0,612¬58¬10¬46¬39¬6¬217
25777¬Supatá¬Cundinamarca¬296¬2,296¬51¬11¬49¬39¬2¬66
17777¬Supía¬Caldas¬299¬0,714¬57¬15¬48¬34¬4¬314
68780¬Suratá¬Santander¬336¬3,112¬51¬3¬32¬55¬10¬31
25779¬Susa¬Cundinamarca¬293¬0,918¬47¬8¬57¬33¬1¬72
15774¬Susacón¬Boyacá¬320¬0¬67¬10¬33¬48¬8¬48
15776¬Sutamarchán¬Boyacá¬315¬0,765¬58¬7¬44¬46¬4¬77
25781¬Sutatausa¬Cundinamarca¬326¬1,786¬59¬5¬46¬39¬9¬56
15778¬Sutatenza¬Boyacá¬301¬1,327¬64¬16¬42¬42¬0¬50
19780¬Suárez¬Cauca¬273¬1,224¬51¬27¬52¬22¬0¬219
73770¬Suárez¬Tolima¬303¬4,235¬57¬11¬42¬47¬0¬38
15638¬Sáchica¬Boyacá¬307¬1,429¬61¬14¬48¬36¬2¬58
25785¬Tabio¬Cundinamarca¬326¬0,867¬55¬6¬39¬49¬6¬282
27787¬Tadó¬Chocó¬242¬0,765¬45¬45¬48¬6¬0¬320
13780¬Talaigua Nuevo¬Bolívar¬256¬1,327¬44¬33¬58¬9¬1¬180
20787¬Tamalameque¬Cesar¬269¬0,51¬45¬26¬57¬17¬0¬236
81794¬Tame¬Arauca¬305¬0,408¬54¬10¬50¬38¬3¬801
52786¬Taminango¬Nariño¬300¬0,867¬58¬13¬48¬36¬3¬258
52788¬Tangua¬Nariño¬292¬0,408¬50¬14¬55¬30¬2¬124
97666¬Taraira¬Vaupés¬305¬7,755¬62¬7¬50¬36¬7¬14
91798¬Tarapacá¬Amazonas¬273¬4,745¬46¬23¬61¬16¬0¬31
05790¬Tarazá¬Antioquia¬296¬0,765¬50¬11¬55¬32¬1¬293
41791¬Tarqui¬Huila¬306¬0,612¬56¬10¬46¬41¬3¬297
15790¬Tasco¬Boyacá¬314¬0,867¬49¬4¬47¬45¬4¬98
85410¬Tauramena¬Casanare¬308¬0,561¬55¬10¬47¬39¬4¬367
25793¬Tausa¬Cundinamarca¬323¬0,459¬61¬6¬42¬45¬8¬139
41799¬Tello¬Huila¬284¬1,071¬53¬16¬58¬25¬1¬160
25797¬Tena¬Cundinamarca¬316¬1,02¬55¬7¬46¬43¬4¬127
47798¬Tenerife¬Magdalena¬276¬0,816¬47¬21¬59¬19¬1¬182
25799¬Tenjo¬Cundinamarca¬340¬0,867¬53¬4¬31¬54¬12¬462
15798¬Tenza¬Boyacá¬330¬0¬64¬4¬31¬58¬7¬45
54800¬Teorama¬Norte De Santander¬296¬0,714¬49¬12¬56¬29¬2¬178
41801¬Teruel¬Huila¬309¬1,633¬54¬10¬48¬41¬1¬81
41797¬Tesalia¬Huila¬308¬0,714¬52¬9¬44¬45¬2¬126
25805¬Tibacuy¬Cundinamarca¬329¬2,092¬60¬2¬47¬42¬10¬62
15804¬Tibaná¬Boyacá¬308¬0,357¬62¬13¬43¬39¬5¬127
15806¬Tibasosa¬Boyacá¬320¬0,765¬53¬3¬49¬44¬5¬156
25807¬Tibirita¬Cundinamarca¬305¬2,347¬71¬20¬37¬33¬10¬30
54810¬Tibú¬Norte De Santander¬278¬0,612¬51¬23¬54¬22¬2¬546
23807¬Tierralta¬Córdoba¬283¬0,306¬50¬19¬55¬24¬2¬1217
41807¬Timaná¬Huila¬314¬0,816¬50¬7¬41¬49¬3¬258
19809¬Timbiquí¬Cauca¬243¬1,071¬40¬47¬48¬5¬0¬244
19807¬Timbío¬Cauca¬306¬0,765¬52¬10¬47¬39¬4¬389
15808¬Tinjacá¬Boyacá¬325¬1,276¬53¬2¬42¬46¬10¬41
15810¬Tipacoque¬Boyacá¬323¬2,143¬67¬4¬43¬41¬12¬49
13810¬Tiquisio¬Bolívar¬264¬1,327¬45¬27¬60¬13¬1¬216
05809¬Titiribí¬Antioquia¬299¬1,786¬51¬7¬55¬33¬4¬96
15814¬Toca¬Boyacá¬311¬0,408¬55¬9¬43¬46¬2¬175
25815¬Tocaima¬Cundinamarca¬293¬1,224¬61¬13¬53¬31¬3¬142
25817¬Tocancipá¬Cundinamarca¬323¬0,459¬54¬5¬40¬49¬6¬570
15816¬Togüí¬Boyacá¬310¬1,122¬54¬5¬51¬39¬5¬82
05819¬Toledo¬Antioquia¬289¬2,347¬58¬17¬48¬33¬2¬48
54820¬Toledo¬Norte De Santander¬302¬0,969¬51¬12¬48¬38¬1¬237
70823¬Tolú Viejo¬Sucre¬283¬0,663¬54¬18¬52¬29¬0¬306
68820¬Tona¬Santander¬302¬1,02¬49¬6¬55¬38¬1¬80
25823¬Topaipí¬Cundinamarca¬300¬1,939¬58¬11¬47¬39¬3¬62
19821¬Toribio¬Cauca¬267¬0,714¬47¬25¬60¬15¬1¬414
76823¬Toro¬Valle Del Cauca¬282¬1,122¬54¬21¬53¬24¬2¬165
15822¬Tota¬Boyacá¬287¬0,663¬52¬19¬51¬30¬0¬79
19824¬Totoró¬Cauca¬275¬0,765¬48¬21¬59¬19¬1¬280
76828¬Trujillo¬Valle Del Cauca¬288¬1,02¬56¬18¬53¬27¬3¬213
08832¬Tubará¬Atlántico¬283¬1,02¬59¬22¬51¬25¬2¬149
76834¬Tuluá¬Valle Del Cauca¬318¬0,255¬57¬10¬39¬44¬7¬2717
52835¬Tumaco¬Nariño¬267¬0,408¬50¬30¬51¬18¬1¬2427
15001¬Tunja¬Boyacá¬344¬0,153¬52¬3¬28¬56¬13¬2627
