CODIGO,Lenguaje Grado 11,Lenguaje Grado 3,Lenguaje Grado 5,Lenguaje Grado 9,Matemáticas Grado 11,Matemáticas Grado 3,Matemáticas Grado 5,Matemáticas Grado 9,N 11,N 3,N 5,N 9
105001000001,0.30393930101804023,-0.7726546690311406,-0.21429702101270232,-0.042444748647482336,0.06846289093483802,-1.3110999477336696,-0.5352417455942984,-0.3772718336753862,36.0,101.0,94.0,57.0
105001000043,-0.8236308291474091,-1.1961588265924663,-0.8245683642296969,-0.533142037557452,-0.7290671372403797,-1.4357770986444038,-1.1904790167061727,-0.7875165741382107,77.0,72.0,95.0,46.0
105001000108,1.1140850466200372,,,,0.7320670351093409,,,,959.0,,,
105001000132,1.2492842792894532,0.18580210860764945,-0.14388109679535677,0.9634846936179555,0.7305890890218778,-0.23056463984063943,-0.6409251764187943,0.5295849610319101,64.0,93.0,74.0,72.0
105001000141,0.2618091346901194,-0.5051783589924085,-0.23776899575181748,0.12929930247100704,-0.18928369123771618,-0.6045960925728422,0.1834055840122735,-0.44204731901162164,34.0,32.0,40.0,54.0
105001000167,-0.3137942627651141,0.11893303109796642,0.2081985242913709,,-0.1786380818072373,-0.521477991965686,-0.4506950009347017,,18.0,34.0,45.0,
105001000175,-0.2800684874940463,-0.6389165140117745,-0.40207281892562374,-0.6067466308939474,-0.4808040021698206,-1.061745645912201,-0.6409251764187943,-0.7875165741382107,73.0,94.0,99.0,67.0
105001000205,0.05609196726522545,-0.5497577439988638,-1.223591934794655,0.27650848914399795,0.41667560344980115,-0.999407070456834,-1.4863926230147613,-0.2909045198937389,57.0,70.0,87.0,70.0
105001000256,0.21200750523979925,-0.3268608189665871,-0.5194326926211996,0.031159844689013116,0.10051277535398034,-0.7708322937871545,-1.0636588997167777,-0.48523097590244524,134.0,90.0,115.0,118.0
105001000353,-0.09036700024997202,-0.2377020489536764,-0.07346517257801123,0.3255782180349949,0.08132485216146153,-0.8123913440907325,-0.8734287242326852,-0.44204731901162164,46.0,224.0,206.0,83.0
105001000396,-0.2037727261325186,-0.817234054037596,-0.5194326926211996,-0.2387236642114702,-0.3906197101519106,-0.542257517117475,-0.4929683732645001,-0.6579656034657398,121.0,102.0,108.0,78.0
105001000418,0.28723914614430507,-0.5720474365020916,0.2081985242913709,-0.5086071731119536,0.224005323397617,-0.6253756177246312,-0.0702346499665166,-0.8307002310290343,104.0,132.0,138.0,121.0
105001000485,0.9054612906635251,-0.5720474365020916,-0.09693714731712641,0.5954617269354783,0.897996000418036,-0.5630370422692641,-0.2181914531208108,0.29207484813238016,111.0,111.0,99.0,115.0
